"wages","education","age","sex","language"
22.5,6.5,44,"Male","Other"
23.42,13,20,"Female","English"
NA,13.5,29,"Female","English"
NA,19,33,"Female","Other"
19.2,16,39,"Male","English"
NA,16,55,"Female","English"
NA,10,73,"Male","English"
16.2,9,27,"Male","English"
7.5,10,45,"Female","English"
NA,8,63,"Male","Other"
NA,12,76,"Female","Other"
21.42,12.5,39,"Male","French"
7.2,13.6,23,"Male","English"
20.8,12,43,"Male","English"
NA,12.5,39,"Female","English"
NA,11,20,"Female","English"
23.04,15,43,"Male","English"
NA,8,68,"Female","Other"
17.5,12,31,"Male","English"
18.64,14,45,"Male","English"
19.58,16.2,24,"Male","English"
14.87,15,43,"Female","French"
17.07,12,51,"Male","French"
NA,8,69,"Female","Other"
NA,20,66,"Male","English"
10.23,12,43,"Male","French"
NA,14.5,57,"Female","Other"
NA,7,71,"Male","Other"
NA,8,73,"Male","English"
30.72,12,30,"Male","English"
6.86,12,18,"Male","English"
16.14,12,26,"Male","English"
23.07,17,44,"Female","English"
NA,12,56,"Male","English"
14,15,43,"Female","English"
NA,12.5,42,"Female","English"
NA,9,16,"Male","English"
NA,12,37,"Female","English"
28.06,13.5,38,"Male","English"
NA,9,33,"Female","English"
14.15,12,25,"Male","English"
42.5,11,35,"Female","English"
6.31,14,19,"Male","English"
16.8,14.5,37,"Male","English"
NA,12,29,"Male","English"
NA,10,16,"Male","English"
6.82,16,29,"Female","English"
NA,11.1,42,"Female","English"
25.44,14.5,56,"Male","Other"
NA,10.5,36,"Female","English"
NA,8,67,"Male","Other"
NA,13,38,"Female","English"
26.11,17,39,"Female","English"
11,NA,27,"Male",NA
NA,11,57,"Female","English"
5.27,17,22,"Female","Other"
NA,11,33,"Female","English"
NA,10,59,"Female","Other"
NA,12,39,"Male","English"
23.16,14,32,"Female","English"
14,10.5,26,"Female","English"
18,16.1,46,"Male","Other"
NA,13,69,"Female","English"
18,18.2,28,"Female","English"
9.04,14,51,"Female","Other"
5.77,14.3,19,"Female","English"
NA,12,42,"Female","English"
23,17,64,"Female","French"
26.4,19,30,"Female","English"
9.5,12,33,"Male","Other"
NA,12,19,"Male","English"
30.69,14,56,"Female","English"
22.33,11.3,30,"Male","English"
NA,8,82,"Female","Other"
18.46,12,31,"Male","English"
NA,18,80,"Female","English"
25.8,10,37,"Male","English"
19.62,12.5,36,"Female","English"
NA,15,69,"Female","English"
6.75,12,23,"Male","English"
NA,11,17,"Female","English"
NA,12,78,"Female","English"
NA,7,71,"Female","Other"
NA,20,51,"Male","English"
8.49,12,22,"Female","English"
NA,9,86,"Male","English"
10.36,12,43,"Female","English"
9.3,13.5,44,"Female","English"
15,13,33,"Male","English"
15.36,10.6,60,"Male","English"
11,11,39,"Female","English"
13.51,15.1,40,"Male","English"
7.02,14.1,20,"Male","English"
12.5,15.5,24,"Female","English"
NA,18,47,"Female","English"
10.72,10,42,"Female","Other"
NA,10,66,"Male","English"
NA,8,79,"Female","French"
NA,11.5,27,"Female","English"
6.25,10,16,"Female","French"
NA,13,66,"Male","English"
NA,7,85,"Female","Other"
9,12.5,35,"Male","English"
NA,11,16,"Female","English"
30.82,16,54,"Female","English"
18.96,17,29,"Female","English"
14.4,12.8,39,"Female","English"
26.99,10,36,"Male","English"
NA,8,64,"Male","Other"
NA,8,69,"Male","English"
15,4,53,"Male","French"
22.08,20,45,"Male","English"
9,12,19,"Male","English"
12.8,17,55,"Female","Other"
NA,12,30,"Female","English"
13.44,14,36,"Female","English"
10.45,14.8,59,"Female","French"
NA,10,79,"Female","English"
NA,12,63,"Female","Other"
10.75,12,32,"Male","English"
14.13,13,32,"Male","English"
14.75,12,32,"Female","English"
6.7,8,38,"Female","English"
14.85,15.5,36,"Female","English"
24.9,16.9,33,"Male","English"
NA,8,61,"Male","English"
NA,12,31,"Male","French"
NA,15,86,"Female","English"
12.85,12,33,"Male","English"
NA,16,76,"Female","English"
NA,16,73,"Male","English"
15,13,25,"Female","English"
8,14,28,"Female","English"
NA,11,70,"Female","English"
NA,13,64,"Female","English"
NA,12,54,"Female","French"
NA,12,70,"Female","English"
NA,19,39,"Male","Other"
NA,10,17,"Male","English"
19,9,54,"Female","English"
16,12.5,35,"Male","English"
7,13,20,"Male","English"
24,18,30,"Male","English"
12.47,13.5,48,"Female","Other"
6.94,17,23,"Female","English"
8.5,13.5,57,"Female","English"
22.53,16,42,"Male","English"
NA,3,66,"Female","Other"
NA,12,79,"Male","English"
25.6,13,32,"Male","English"
NA,9,66,"Female","Other"
NA,12,67,"Male","English"
9.54,14.1,60,"Female","English"
NA,9,48,"Female","English"
NA,17.5,32,"Female","Other"
NA,17.5,60,"Male","English"
4.53,14.3,26,"Female","English"
NA,10,16,"Female","English"
14.4,16.3,33,"Male","English"
31.2,14,57,"Female","English"
NA,10.5,67,"Female","English"
15.05,15.6,33,"Female","English"
15.36,18,25,"Male","French"
16,13,43,"Female","English"
11.5,NA,61,"Female","English"
NA,15,54,"Female","English"
3.9,14.5,21,"Male","Other"
8.17,12,42,"Female","English"
NA,12,70,"Female","English"
25.7,16,35,"Female","English"
9.33,11,17,"Male","English"
17.3,12,24,"Male","English"
3.84,14,28,"Female","English"
13.79,14,25,"Male","English"
NA,9,21,"Female","English"
NA,16,33,"Female","Other"
12,9,52,"Male",NA
10.32,8.8,46,"Female","Other"
6.9,10,16,"Female","English"
NA,9,28,"Male","English"
NA,12,74,"Male","Other"
13.4,17,22,"Female","French"
12,12.5,23,"Male","English"
NA,8.5,55,"Male","English"
21.5,14,53,"Female","English"
5.64,12.5,21,"Male","English"
7,14,54,"Female","English"
NA,NA,77,"Female","English"
9.5,12,45,"Female","English"
24,12,40,"Male","French"
6.87,13,20,"Female","English"
NA,13,54,"Male","English"
28.76,13,59,"Male","Other"
6.7,NA,16,"Female",NA
7.5,12,21,"Female","English"
NA,9,38,"Male","Other"
9.9,12,20,"Female","English"
NA,8,38,"Male","Other"
NA,17,45,"Male","Other"
7.18,NA,27,"Male","English"
NA,11,62,"Male","English"
NA,11,70,"Female","English"
6.68,10,44,"Female","English"
NA,9,51,"Male","English"
15.36,12.5,58,"Female","English"
NA,10,69,"Female","English"
25,13.5,47,"Male","English"
23.1,18,34,"Male","English"
19.2,20,42,"Female","English"
14,12,36,"Male","English"
NA,17,71,"Female","English"
18.64,12.5,50,"Female","English"
NA,18,25,"Male","English"
NA,NA,36,"Female","English"
25,12,40,"Male","English"
16.25,9,35,"Male","French"
18.12,15,35,"Female","English"
NA,8,66,"Male","English"
NA,7,76,"Female","Other"
25.34,16,31,"Male","English"
14.85,12,39,"Female","English"
NA,14,32,"Male","Other"
NA,13.4,31,"Male","English"
NA,NA,57,"Male",NA
NA,12,37,"Male","English"
14.63,18,63,"Male","English"
9,14,21,"Male","English"
6.5,15.5,20,"Female","English"
NA,14,34,"Male","English"
6.75,13.7,18,"Female","Other"
NA,13,41,"Male","Other"
NA,5,75,"Male","Other"
NA,13,21,"Female","English"
11.17,14,32,"Female","English"
6.5,10,17,"Female","English"
NA,3,81,"Female","French"
NA,14,48,"Male","English"
42.88,20,41,"Female","English"
NA,12.5,68,"Female","English"
16.3,12,39,"Male","English"
24.69,NA,49,"Male","English"
18.2,12,35,"Male","English"
NA,11.9,23,"Female","English"
15.33,20,26,"Male","English"
NA,8,75,"Male","English"
21.88,12.5,38,"Female","English"
NA,5,73,"Female","Other"
21.5,11,42,"Female","English"
17.01,12,44,"Female","English"
14.51,14,35,"Female","English"
NA,10,70,"Female","English"
NA,4,71,"Male","Other"
NA,12,65,"Female","Other"
7,NA,16,"Male",NA
22.4,12.3,35,"Male","English"
NA,10,34,"Female","English"
11.86,16,23,"Female","English"
NA,14,39,"Male","English"
7.5,12,25,"Female","English"
20,16,35,"Female","Other"
10.08,11,28,"Female","French"
NA,11,67,"Male","English"
NA,12,50,"Male","English"
NA,12,40,"Female","English"
NA,10.7,37,"Female","French"
10,13,48,"Female","Other"
NA,12,51,"Male","English"
NA,9,74,"Male","English"
NA,11,62,"Female","English"
18.02,14,45,"Male","English"
NA,15,18,"Female","English"
16.58,12,34,"Female","English"
7.18,11,17,"Male","English"
14.95,10.5,54,"Male","Other"
NA,12,66,"Female","French"
19.18,18,30,"Male","English"
NA,NA,16,"Female",NA
8,12.1,20,"Male","English"
17.72,12,32,"Female","English"
NA,9,16,"Male","Other"
NA,17,42,"Male","English"
11.44,12,20,"Male","English"
NA,14,63,"Female","Other"
NA,9,68,"Male","Other"
7,13,50,"Female","English"
21.94,20,56,"Female","Other"
8.14,8,28,"Male","Other"
12,13.5,39,"Female","English"
23.5,16,25,"Male","English"
NA,12,79,"Female","Other"
NA,10.5,63,"Female","English"
NA,8,45,"Male","English"
11.85,11.3,23,"Male","English"
24.4,18,45,"Male","English"
14.61,12,44,"Female","English"
8.65,12.1,27,"Female","English"
13.82,11,40,"Female","English"
10.96,10.5,41,"Female","Other"
9.5,9,24,"Female","English"
16.53,12.5,45,"Female","French"
11.11,12,37,"Male","English"
NA,10,87,"Female","English"
24.93,16,49,"Female","Other"
26.4,15,38,"Male","English"
32.91,14,35,"Male","English"
NA,10,61,"Female","English"
7.35,10,52,"Female","English"
NA,7,70,"Female","Other"
NA,NA,86,"Female","English"
11.5,11,29,"Female","English"
15,18,22,"Female","English"
22.65,8,52,"Male","French"
NA,13,39,"Male","English"
28.8,14,57,"Male","English"
6.89,16.1,40,"Female","English"
15.83,17,25,"Male","English"
12,NA,44,"Female",NA
24.54,8.2,58,"Male","Other"
22.02,13.5,34,"Female","English"
22.02,12,61,"Male","English"
9,14,48,"Male","English"
9.85,12,35,"Male","English"
9.06,12,18,"Female","English"
13.33,12,28,"Male","English"
NA,9,64,"Female","English"
23.04,13,30,"Male","English"
9.49,13,20,"Male","English"
24,17,60,"Female","English"
NA,10,76,"Male","English"
NA,11,45,"Male","French"
NA,12,31,"Female","Other"
35.66,17,52,"Male","English"
NA,8,73,"Male","French"
NA,12,51,"Male","English"
NA,14,66,"Female","Other"
NA,8,63,"Male","English"
NA,NA,42,"Male","English"
12,16.5,23,"Female","French"
NA,8,52,"Female","Other"
16.8,8,56,"Male","Other"
7.1,11,17,"Female","English"
NA,14,51,"Female","Other"
NA,14,50,"Male","Other"
NA,NA,17,"Male","English"
6.05,15.5,22,"Female","English"
12,10,32,"Female","English"
38.4,15,42,"Female","English"
24.59,14.1,41,"Female","French"
NA,10,77,"Female","English"
NA,16,32,"Male","English"
NA,NA,68,"Female","English"
NA,9,87,"Female","Other"
NA,11,54,"Female","English"
24.44,13.3,37,"Female","English"
10.84,16.6,22,"Male","English"
12.5,11.5,23,"Male","English"
NA,7,63,"Female","English"
NA,17,38,"Female","English"
16.46,12,58,"Female","English"
18.24,14,44,"Male","English"
NA,13.5,27,"Female","Other"
12.53,12,43,"Female","English"
7.67,8,60,"Female","English"
NA,17,61,"Female","English"
NA,20,53,"Male","French"
13.2,12,61,"Female","Other"
NA,5,57,"Male","Other"
15.36,NA,28,"Female","English"
10.24,10,63,"Female","English"
21,13,49,"Male","English"
NA,10,16,"Male","English"
NA,13,46,"Male","Other"
8.7,10.6,29,"Female","English"
17.23,12.5,52,"Female","French"
NA,13,67,"Female","English"
7.75,13.6,20,"Male","English"
NA,7,47,"Female","English"
24.06,17,40,"Male","English"
7.62,12.1,18,"Female","English"
6.7,11,17,"Male","English"
NA,8,60,"Female","English"
30.17,15,41,"Male","English"
NA,15,41,"Female","French"
29.6,14,32,"Male",NA
3.82,11,17,"Male","English"
NA,12,26,"Female","English"
7.63,11,17,"Female","English"
NA,12,17,"Male","English"
42.61,16,41,"Male","English"
NA,9,59,"Male","English"
16.79,12,34,"Female","English"
6.2,10,16,"Female","English"
NA,15,44,"Male","Other"
NA,12,74,"Female","English"
NA,8,68,"Male","English"
7,16,23,"Female","English"
17.4,10,47,"Female","English"
7,12,18,"Female","English"
NA,15,77,"Female","English"
8.5,12,31,"Female","English"
22.66,16,26,"Male","English"
10,10,35,"Male","English"
18.68,13,40,"Female","English"
23.04,13,43,"Male","English"
6.7,14.6,47,"Female","English"
9.61,10.1,23,"Female","English"
NA,10,59,"Male","English"
NA,16,61,"Male","Other"
NA,13,65,"Female","English"
NA,12,18,"Female","English"
11.64,14,20,"Female","English"
27.84,NA,33,"Male","English"
NA,7,57,"Male","French"
NA,12,60,"Male","English"
26,18,33,"Male","English"
NA,5,61,"Female","Other"
15,12,39,"Female","English"
29.95,20,56,"Male","Other"
6.7,9.4,17,"Female","English"
NA,6,79,"Female","English"
6.8,15,26,"Male","English"
NA,4,60,"Female","Other"
NA,11.5,79,"Female","English"
NA,13,64,"Female","English"
NA,10,74,"Female","English"
15.3,14,26,"Female","French"
NA,11,52,"Female","English"
8,11,44,"Female","English"
10,8,44,"Female","English"
6.42,14,20,"Female","English"
30.31,17.5,43,"Male","French"
12,10,43,"Female","Other"
NA,11,80,"Female","English"
NA,5,63,"Male","English"
NA,9,32,"Female","English"
NA,12.5,42,"Female","Other"
NA,12,75,"Female","English"
18,12,31,"Female","Other"
13,12,33,"Male","English"
7,12,26,"Male","English"
6.65,11,18,"Female","English"
NA,11,67,"Female","English"
NA,8,84,"Female","English"
17.41,16,38,"Female","English"
10.16,15,35,"Female","English"
21.66,13.2,28,"Male","Other"
9.85,16,39,"Female","English"
NA,9,82,"Female","English"
NA,8,37,"Female","Other"
13.45,10,44,"Female","French"
14.53,12,28,"Male","English"
NA,9,70,"Female","French"
17.66,14,50,"Female","English"
26.4,15,38,"Female","English"
6.42,13.3,19,"Female","French"
NA,12,17,"Female","English"
24.96,12,42,"Male","English"
23.04,12,52,"Male","English"
13.92,12,56,"Female","English"
13.75,10,48,"Male","Other"
NA,12,22,"Male","English"
NA,14,65,"Female","English"
NA,11,40,"Female","Other"
NA,10,70,"Female","English"
NA,9,67,"Female","English"
NA,9,51,"Female","English"
12.15,13,46,"Female","English"
NA,8,45,"Female","English"
NA,15,78,"Female","English"
NA,12,19,"Male","English"
NA,9,67,"Female","English"
8.37,11,22,"Female","English"
21.6,15.8,40,"Male","English"
16.1,13,29,"Male","English"
NA,9,58,"Female","Other"
35.09,4,51,"Male","Other"
NA,11,62,"Male","English"
NA,13,78,"Female","English"
28.8,16,36,"Female","Other"
NA,15,85,"Female","English"
38.4,17,37,"Female","English"
NA,9,75,"Female","English"
17.33,15,55,"Female","Other"
7.7,16,21,"Male","English"
18.02,10,40,"Male","English"
32.03,15,41,"Female","English"
NA,8,77,"Male","English"
NA,13,19,"Female","Other"
NA,12.5,25,"Female","English"
6.59,13,19,"Female","English"
11.2,16,32,"Male","English"
NA,15,25,"Female","English"
14.8,15.7,42,"Female","Other"
14,11,62,"Female","English"
NA,12.5,73,"Female","English"
NA,12,68,"Male","English"
23.34,13,44,"Male","English"
10,NA,58,"Male","Other"
NA,10,47,"Female","English"
NA,7,61,"Female","English"
NA,20,79,"Female","English"
8.87,14.5,51,"Male","English"
21.67,14,27,"Male","English"
14.27,12,50,"Female","English"
NA,9,57,"Male","English"
NA,12,35,"Female","English"
NA,NA,16,"Male",NA
18.02,14.2,34,"Female","English"
NA,8,48,"Female","English"
NA,12,33,"Male","Other"
NA,13,60,"Female","English"
NA,13,75,"Female","English"
NA,3,19,"Male","English"
NA,7,49,"Female","English"
NA,17.6,31,"Male","English"
NA,13,76,"Male","English"
NA,12,70,"Female","English"
NA,12,21,"Female","Other"
5.92,10,55,"Female","English"
12.66,12.5,50,"Male","English"
NA,0,81,"Female","English"
NA,12,31,"Female","Other"
NA,16,55,"Male","English"
NA,10,68,"Male","English"
NA,11,69,"Male","English"
7.25,0,43,"Female","Other"
NA,11,57,"Female","English"
NA,11,63,"Female","English"
13.75,13.3,35,"Female","English"
NA,9,47,"Female","English"
10.78,11,46,"Male","English"
NA,11.5,40,"Female","English"
19,10.5,40,"Male","English"
12,13,51,"Female","English"
18.24,20,36,"Male","English"
NA,12,39,"Female","Other"
NA,15,22,"Male","English"
NA,11,17,"Male","English"
10,9,20,"Male","Other"
24,14,32,"Male","English"
9.79,14,23,"Female","English"
NA,12,80,"Female","Other"
NA,10,73,"Male","English"
NA,8,72,"Female","Other"
30.08,13.5,51,"Female","English"
23.97,12,55,"Male","English"
NA,11,69,"Male","English"
12,16,49,"Male","English"
15.75,17,33,"Male","English"
9,11,35,"Male","English"
NA,12,36,"Female","Other"
14.4,10,32,"Male","English"
NA,12,83,"Male","English"
19,10,61,"Male","English"
NA,10,58,"Male","English"
18.02,17.3,27,"Female","English"
7.5,10.5,51,"Female","English"
11.86,12.5,29,"Male","Other"
NA,14,81,"Female","English"
9.86,14.5,23,"Male","English"
NA,12,51,"Male","English"
18.39,9,56,"Male","English"
6.66,17,25,"Female","English"
26.78,17,36,"Female","English"
14.09,16.3,26,"Female","English"
NA,2,74,"Female","Other"
24.7,14.3,35,"Male","English"
NA,13,51,"Male","English"
NA,16,49,"Male","English"
28.8,16,61,"Male","English"
6.85,10,16,"Male","English"
27.84,17,37,"Female","English"
NA,9,78,"Female","English"
15.12,15,28,"Female","English"
NA,11,62,"Male","English"
6.5,NA,17,"Male",NA
NA,10,52,"Female","French"
NA,12,34,"Male","English"
27.67,13.5,47,"Female","English"
NA,15,37,"Female","Other"
NA,8.5,70,"Male","English"
16.78,12.5,27,"Male","English"
9.33,9,39,"Male","English"
NA,13,69,"Female","English"
10,10,40,"Male","French"
NA,NA,49,"Female",NA
12.86,12,54,"Female","English"
14,12,57,"Female","English"
NA,11,71,"Female","English"
NA,7,68,"Female","English"
9.19,12,38,"Female","English"
20.16,12.6,38,"Female","English"
25.95,19,60,"Female","Other"
7.5,13,20,"Male","English"
31.68,17,54,"Male","Other"
NA,8,60,"Male","English"
15,16,26,"Female","English"
NA,13,71,"Female","English"
13.37,NA,49,"Male","Other"
20.53,8,48,"Female","English"
17.4,12,36,"Male","Other"
39.5,20,48,"Male","English"
17.99,11,43,"Female","English"
NA,15,69,"Female","Other"
NA,10,66,"Female","English"
13.71,12,48,"Female","English"
12.8,10.4,27,"Female","English"
16.97,14,35,"Female","English"
21.78,16,38,"Female","English"
19.2,19.3,28,"Female","Other"
NA,8,61,"Male","English"
29.24,17,27,"Male","English"
13.44,10,54,"Male","English"
21.39,16,39,"Male","English"
31.1,10,36,"Male","English"
NA,12,55,"Female","French"
18.94,NA,38,"Female","English"
NA,10.5,86,"Female","English"
40.8,16.5,50,"Male","English"
8.12,18.1,25,"Female","French"
NA,15.5,24,"Male","English"
NA,13,21,"Female","English"
5.98,14.5,22,"Female","English"
12.93,10,54,"Female","English"
NA,14,19,"Female","English"
NA,14,33,"Male","Other"
19.26,8,25,"Male","English"
9.46,12,17,"Female","English"
NA,8,48,"Female","English"
NA,NA,27,"Female","English"
NA,12,29,"Male","English"
NA,8.5,72,"Male","Other"
5.5,13,19,"Female","English"
16.69,15,50,"Male","French"
24.17,9,44,"Male","English"
NA,18,39,"Female","French"
7,12,18,"Male","English"
21.93,17,51,"Male","English"
12.42,17.1,32,"Male","English"
NA,16,72,"Female","English"
NA,11,70,"Female","English"
12,10,36,"Female","French"
NA,8,68,"Female","Other"
18.24,12.5,40,"Male","English"
NA,NA,93,"Female","Other"
NA,9,71,"Male",NA
6.7,14,20,"Female","French"
3.13,20,60,"Male","French"
22.47,12,39,"Male","English"
6,10,17,"Male","English"
37.46,NA,49,"Male","English"
12,11,19,"Male","English"
NA,14,44,"Male","French"
14.66,12.6,30,"Male","French"
NA,12,40,"Female","English"
NA,NA,62,"Male",NA
11.17,11,26,"Male","English"
3.83,11.8,17,"Male","English"
11,3,60,"Female","Other"
NA,10,16,"Female","English"
14,7.3,34,"Male","English"
10.3,10,58,"Male","English"
NA,14.1,23,"Female","English"
6.98,15.5,21,"Female","English"
10.34,9.5,48,"Female","English"
23.2,20,26,"Male","Other"
NA,16,29,"Female","English"
5.83,12,35,"Female","English"
6.7,12,30,"Female","English"
13.06,12,38,"Male","English"
25,10,38,"Male","French"
24.94,16,38,"Female","English"
NA,15,21,"Female","English"
6.92,17,22,"Female","English"
NA,10,16,"Female","English"
24.36,5,61,"Female","Other"
9.71,17.9,29,"Female","English"
10,9.8,27,"Male","Other"
NA,8,72,"Female","Other"
6.7,14.6,35,"Male","French"
