"intnum","persnum","age","educatn","earnings","hours","kids","married"
7410,1,33,11,25100,2486,0,"never married"
7412,2,34,9,0,0,4,"married"
7413,2,33,6,4800,1248,4,"married"
7415,2,38,6,0,0,4,"married"
7419,2,43,14,0,0,4,"divorced"
7420,2,43,12,0,0,2,"married"
7420,171,47,4,0,0,5,"married"
7421,2,40,12,20000,3765,0,"married"
7421,4,42,17,26000,2845,0,"divorced"
7424,2,31,13,0,0,3,"married"
7426,1,39,14,4800,65,3,"never married"
7427,2,36,12,1000,116,2,"married"
7429,1,45,5,1900,372,4,"divorced"
7431,1,42,8,0,0,2,"separated"
7432,2,33,99,0,0,3,"married"
7434,1,31,16,0,0,2,"never married"
7438,1,37,12,0,0,2,"never married"
7439,1,37,14,100,7,3,"separated"
7441,2,41,13,27979,2090,1,"married"
7446,1,48,99,0,0,3,"separated"
7447,1,40,10,0,0,4,"separated"
7448,1,46,13,18000,2200,1,"widowed"
7450,2,41,12,5000,956,3,"married"
7451,2,34,13,15500,2000,2,"married"
7458,2,36,12,1040,260,0,"never married"
7460,1,30,12,0,0,2,"never married"
7461,2,33,11,0,0,2,"married"
7463,2,32,14,0,0,3,"married"
7464,2,41,17,39000,1668,2,"married"
7467,2,47,12,0,0,2,"married"
7479,2,40,12,9000,1560,2,"married"
7481,2,36,6,0,0,3,"married"
7482,2,32,12,3000,1560,2,"married"
7483,2,33,12,5000,40,2,"married"
7485,2,43,12,8000,645,3,"married"
7487,2,43,0,0,0,0,"married"
7488,2,35,15,19000,1331,2,"married"
7489,2,39,17,33000,191,1,"married"
7493,2,36,14,25000,1920,3,"married"
7497,1,41,99,5000,1213,3,"married"
7502,2,30,15,18000,1867,0,"married"
7504,2,33,15,19000,1952,1,"married"
7505,1,35,14,42000,204,1,"divorced"
7509,2,36,14,35000,200,3,"married"
7510,2,34,3,0,0,1,"married"
7511,3,33,17,36000,1720,0,"never married"
7511,4,33,16,42000,2000,0,"never married"
7519,2,35,12,0,0,0,"married"
7523,2,34,0,0,0,5,"divorced"
7523,170,39,6,8840,2080,5,"married"
7524,2,43,10,0,0,5,"married"
7527,1,46,9,13000,424,4,"never married"
7528,1,33,14,4060,880,1,"never married"
7531,2,31,12,0,0,3,"married"
7533,2,30,10,14000,1560,4,"married"
7535,1,41,12,0,0,2,"separated"
7537,2,36,4,23000,2808,4,"married"
7539,2,35,12,20000,1855,2,"married"
7541,2,46,99,0,0,2,"married"
7544,2,33,9,5000,500,1,"married"
7547,4,33,13,4000,537,2,"divorced"
7552,1,38,8,800,120,4,"divorced"
7554,2,44,6,0,0,2,"never married"
7558,2,36,14,53000,1840,1,"married"
7560,2,37,14,0,0,2,"married"
7561,2,38,4,11000,210,5,"married"
7564,2,44,15,27309,2040,2,"married"
7566,2,39,16,15000,1482,3,"married"
7570,3,42,13,29000,1952,1,"separated"
7577,1,38,8,0,0,4,"never married"
7578,1,45,12,38300,386,2,"divorced"
7582,2,35,14,6000,1050,2,"married"
7585,170,39,16,16000,2340,2,"divorced"
7590,2,30,12,0,0,3,"married"
7591,2,49,6,0,0,5,"married"
7592,2,32,9,0,0,3,"married"
7597,3,32,99,18264,1299,3,"married"
7598,2,44,6,11000,268,2,"married"
7601,2,35,9,22000,1715,3,"married"
7605,1,44,8,10500,1715,3,"separated"
7607,2,36,14,25000,1633,1,"separated"
7608,2,48,12,7000,960,3,"married"
7609,2,37,6,0,0,3,"married"
7610,2,45,5,0,0,4,"married"
7611,2,32,12,19000,1880,4,"married"
7612,2,33,7,0,0,4,"married"
7613,2,33,6,0,0,3,"married"
7613,5,35,5,900,143,2,"widowed"
7614,1,42,16,14000,280,1,"divorced"
7614,170,35,0,0,0,0,"never married"
7615,2,32,13,14000,1664,1,"married"
7616,1,35,9,0,0,1,"divorced"
7617,2,37,11,1000,693,2,"never married"
7618,2,40,6,0,0,4,"married"
7618,170,33,12,2000,1200,0,"never married"
7625,1,46,15,32000,4048,1,"separated"
7627,173,50,0,0,0,98,"married"
7629,1,43,2,12622,1300,2,"never married"
7630,2,33,15,0,0,1,"married"
7631,2,42,14,6750,832,2,"married"
7633,2,35,16,0,0,1,"married"
7635,2,33,12,18000,1990,2,"never married"
7636,2,44,12,0,0,2,"divorced"
7640,1,33,12,12207,2647,2,"separated"
7643,1,45,11,0,0,2,"divorced"
7645,2,43,5,0,0,3,"never married"
7646,2,47,5,6500,988,4,"married"
7647,170,33,10,0,0,2,"divorced"
7648,2,35,16,37000,1840,2,"married"
7653,2,32,99,32000,2040,2,"married"
7654,1,40,12,30000,2080,0,"never married"
7655,1,43,13,1400,130,2,"married"
7656,2,39,6,20000,2107,3,"married"
7660,1,50,8,0,0,98,"divorced"
7661,1,48,13,15000,2500,1,"never married"
7662,173,30,99,15331,1828,0,"married"
7663,2,38,12,20000,1944,1,"married"
7667,1,31,12,1000,54,3,"separated"
7672,2,39,12,10000,1383,2,"married"
7673,2,42,6,0,0,3,"married"
7677,2,38,3,16102,2040,4,"married"
7679,3,33,12,0,0,3,"married"
7680,2,50,12,2000,1710,3,"married"
7680,171,33,14,19782,1407,1,"never married"
7684,2,36,14,7000,520,2,"married"
7685,1,38,13,8000,1610,4,"divorced"
7689,2,45,8,11000,1714,2,"married"
7690,2,44,99,12000,1332,1,"divorced"
7691,2,43,12,4000,832,3,"married"
7693,171,47,0,0,0,99,"no histories"
7693,175,45,99,0,0,99,"no histories"
7696,1,47,11,0,0,6,"widowed"
7697,2,33,13,16000,2040,4,"married"
7698,170,39,17,32500,1395,4,"widowed"
7700,2,47,12,11000,1786,3,"divorced"
7701,2,35,12,7000,1588,3,"married"
7702,2,44,16,7000,658,3,"married"
7704,2,39,13,8500,1800,5,"married"
7706,2,35,14,0,0,5,"married"
7706,171,35,12,15000,2080,1,"married"
7710,2,47,12,11000,2014,3,"married"
7711,171,46,12,19000,2080,1,"divorced"
7715,2,33,15,5440,1728,2,"married"
7716,2,30,6,5850,1560,1,"married"
7717,2,35,2,10000,1820,2,"never married"
7721,1,34,12,9360,1300,0,"divorced"
7723,2,33,12,32000,2130,2,"married"
7726,2,50,12,0,0,2,"married"
7727,172,31,16,28000,2000,0,"married"
7730,2,31,12,14000,1920,1,"widowed"
7731,2,32,12,32000,2080,2,"married"
7732,2,30,9,0,0,2,"married"
7734,2,32,8,0,0,2,"separated"
7734,3,31,7,0,0,98,"divorced"
7737,2,35,13,0,0,2,"married"
7739,2,34,12,14000,2448,2,"married"
7742,1,45,12,31924,2600,1,"separated"
7743,2,43,12,9760,2340,2,"married"
7744,2,47,99,0,0,4,"never married"
7745,1,35,16,9700,1500,1,"divorced"
7749,2,34,12,15500,2016,3,"married"
7751,3,30,12,24000,1960,0,"never married"
7755,2,38,11,0,0,3,"married"
7756,2,33,11,0,0,5,"married"
7757,2,30,12,14000,2024,1,"married"
7758,2,38,13,2000,307,2,"divorced"
7759,2,35,12,30000,2300,5,"married"
7762,1,46,5,16200,2000,4,"separated"
7768,2,31,3,500,72,4,"never married"
7770,2,40,11,10000,1960,3,"married"
7772,3,33,15,0,0,1,"never married"
7774,2,46,6,14500,1960,4,"married"
7776,1,46,12,0,0,2,"separated"
7777,1,43,12,0,0,2,"separated"
7785,1,46,15,26000,1780,0,"never married"
7791,2,40,12,7500,1512,2,"married"
7792,1,41,17,36000,1922,1,"divorced"
7793,1,50,10,19000,1700,3,"divorced"
7794,2,50,3,9000,1200,3,"married"
7799,1,31,11,9000,2068,2,"never married"
7804,2,36,3,10000,2438,5,"married"
7806,1,41,12,0,0,3,"divorced"
7807,3,35,12,35000,2080,0,"never married"
7809,1,32,11,0,0,4,"never married"
7817,2,50,6,0,0,1,"married"
7819,170,33,0,0,0,1,"divorced"
7824,2,30,11,0,0,4,"married"
7825,2,31,14,25000,1776,3,"married"
7826,2,30,9,1100,676,2,"widowed"
7829,1,31,14,0,0,2,"never married"
7830,1,38,14,15000,402,1,"never married"
7831,3,31,16,0,0,1,"divorced"
7834,2,45,14,6000,2000,0,"never married"
7837,2,30,12,2000,733,1,"married"
7838,2,31,12,12000,1846,3,"divorced"
7839,1,49,12,0,0,3,"divorced"
7842,2,39,13,0,0,3,"married"
7843,1,47,8,0,0,6,"never married"
7846,2,41,5,0,0,8,"married"
7853,2,36,9,0,0,6,"never married"
7857,2,42,12,18000,2470,2,"married"
7860,2,48,9,0,0,3,"married"
7865,170,32,8,0,0,1,"married"
7866,2,39,17,0,0,2,"married"
7867,4,32,12,23500,1750,2,"separated"
7868,172,34,12,0,0,2,"divorced"
7869,2,30,9,10000,2090,3,"married"
7872,2,40,6,6000,1920,3,"married"
7875,1,37,14,30000,1645,1,"separated"
7878,2,31,12,2100,1146,2,"married"
7880,170,31,14,27000,2232,0,"married"
7882,2,33,9,7000,962,1,"married"
7883,2,45,9,15182,1890,4,"divorced"
7884,2,31,13,0,827,1,"married"
7885,2,48,12,23400,2060,1,"married"
7885,170,30,16,50000,1848,2,"married"
7887,2,35,17,32000,1496,2,"married"
7890,2,45,8,0,0,4,"married"
7891,2,42,12,0,0,3,"married"
7894,2,44,12,0,0,3,"married"
7897,3,30,4,0,0,2,"married"
7898,170,49,3,0,0,99,"no histories"
7899,2,46,0,0,0,3,"married"
7902,2,42,12,3000,1300,2,"married"
7903,2,31,6,15000,1764,4,"married"
7904,1,48,99,22000,1800,3,"divorced"
7907,2,33,17,31500,1598,2,"married"
7908,170,39,12,0,0,1,"divorced"
7910,1,34,12,0,0,2,"divorced"
7914,2,45,2,12000,1891,7,"married"
7917,2,33,12,200,2080,2,"married"
7918,2,34,12,17000,1942,2,"married"
7922,2,42,13,18000,2000,2,"married"
7924,2,39,6,0,0,5,"married"
7926,2,37,7,0,0,7,"never married"
7927,2,49,9,0,0,4,"married"
7928,2,40,16,20000,1880,2,"married"
7931,2,43,6,8200,785,3,"married"
7932,2,35,15,26011,1850,2,"married"
7933,2,45,12,0,0,1,"married"
7934,2,37,9,0,0,2,"married"
7938,2,34,13,8580,1087,2,"married"
7939,2,41,6,0,0,3,"married"
7944,2,37,12,7000,1387,3,"married"
7945,172,46,0,0,0,99,"no histories"
7946,1,36,16,0,0,3,"separated"
7949,2,40,6,0,0,2,"married"
7951,2,32,6,12000,2600,3,"married"
7952,1,50,3,10000,1715,5,"divorced"
7953,2,35,6,0,0,2,"married"
7954,1,39,3,25000,1929,4,"never married"
7955,2,46,12,0,0,4,"married"
7956,2,32,99,0,0,3,"married"
7957,2,47,16,75000,1092,0,"married"
7958,2,42,12,20000,2080,4,"divorced"
7959,2,31,12,0,0,1,"married"
7967,170,33,4,10000,2356,5,"married"
7971,2,37,12,12000,2040,2,"married"
7975,2,31,12,0,0,3,"married"
7977,2,31,13,4000,1323,2,"married"
7978,2,43,13,24000,1896,4,"married"
7979,2,50,6,11301,1164,1,"married"
7984,1,38,11,7000,2000,2,"divorced"
7990,1,32,11,0,0,2,"divorced"
7991,6,38,12,4800,1160,1,"divorced"
7991,170,32,12,4800,1000,0,"separated"
7992,2,32,12,16000,2209,4,"married"
7993,2,47,99,0,0,5,"married"
7994,2,38,7,16000,1673,3,"married"
7996,2,37,12,0,0,4,"married"
7997,2,41,12,12000,2040,2,"married"
7998,2,38,6,0,0,2,"married"
8008,2,49,13,5000,2550,3,"married"
8011,3,36,8,0,0,4,"divorced"
8012,2,33,13,0,0,1,"married"
8022,2,34,13,16000,2040,2,"married"
8024,1,44,13,40000,1960,3,"divorced"
8028,2,41,6,9000,2115,3,"married"
8035,2,40,12,6000,2080,2,"married"
8036,1,40,10,0,0,2,"never married"
8040,2,31,11,0,0,2,"married"
8042,2,46,12,0,0,4,"widowed"
8043,1,30,15,15000,2052,0,"never married"
8043,2,35,16,23000,2295,0,"never married"
8045,1,50,6,0,0,4,"divorced"
8047,2,32,11,60,75,3,"divorced"
8049,2,41,12,4700,747,2,"married"
8050,2,35,10,1200,156,2,"married"
8053,2,38,16,0,0,1,"married"
8059,1,45,15,0,0,3,"separated"
8062,2,40,9,0,0,3,"married"
8064,3,37,16,0,0,1,"divorced"
8065,1,49,4,0,0,3,"divorced"
8069,172,43,12,0,0,0,"never married"
8070,1,48,99,700,700,3,"separated"
8071,2,46,4,0,0,1,"married"
8082,1,37,0,0,0,2,"never married"
8084,2,30,13,30000,1827,2,"married"
8090,2,42,9,7573,780,5,"divorced"
8091,2,30,12,0,0,1,"married"
8095,2,42,15,8000,2056,2,"married"
8096,1,40,10,0,0,2,"never married"
8099,2,44,9,11000,2000,1,"divorced"
8100,2,30,12,4000,1056,3,"married"
8104,2,44,6,0,0,4,"married"
8106,2,30,12,12000,2024,2,"married"
8107,2,39,12,6000,1365,3,"married"
8108,2,43,12,0,0,1,"married"
8111,1,38,6,13000,2500,3,"separated"
8112,2,46,13,17500,1840,4,"married"
8119,2,49,7,12000,1974,1,"married"
8124,1,33,10,0,0,3,"never married"
8126,1,32,99,15000,2009,3,"separated"
8129,2,45,12,21000,1850,4,"married"
8132,2,32,12,23000,1976,3,"separated"
8133,2,49,6,1553,160,4,"married"
8134,2,34,13,20000,1876,2,"separated"
8135,2,38,12,2500,1350,2,"married"
8141,2,46,9,11000,2092,2,"married"
8148,2,47,14,0,0,2,"married"
8149,2,34,16,20500,2232,1,"divorced"
8151,2,43,12,0,0,3,"married"
8152,2,40,11,20000,1904,2,"married"
8157,2,33,9,0,0,2,"married"
8160,2,34,12,0,0,3,"widowed"
8162,2,34,12,3500,332,2,"married"
8166,3,31,10,33000,2080,1,"divorced"
8168,2,33,14,26000,1976,2,"married"
8171,2,50,16,28000,1300,1,"married"
8173,2,42,12,0,0,6,"never married"
8180,1,46,6,0,0,2,"separated"
8180,170,47,12,0,0,99,"no histories"
8187,1,30,13,7000,1149,6,"never married"
8194,2,45,12,0,0,2,"married"
8196,170,45,14,25837,1930,1,"married"
8197,2,30,99,2400,520,2,"married"
8200,1,32,4,0,0,3,"never married"
8204,1,34,12,4500,858,4,"separated"
8207,1,32,8,0,0,3,"never married"
8212,2,32,11,23000,2080,2,"never married"
8215,1,34,8,0,0,2,"separated"
8217,1,41,3,165,17,6,"never married"
8219,2,44,12,0,0,2,"married"
8222,2,39,16,1229,108,2,"divorced"
8223,1,31,7,500,450,4,"separated"
8226,2,32,99,0,0,5,"separated"
8230,3,32,10,0,0,0,"never married"
8236,171,38,13,15000,800,0,"divorced"
8239,174,41,12,40000,2000,4,"married"
8242,2,43,15,32000,2000,5,"married"
8244,1,50,99,0,0,8,"divorced"
8245,2,48,12,0,0,4,"married"
8247,2,45,4,0,0,5,"married"
8248,2,36,6,12000,1040,4,"married"
8249,2,31,0,0,0,3,"married"
8253,2,42,6,5000,2084,3,"married"
8254,2,39,12,2667,684,0,"separated"
8255,1,40,10,0,0,4,"never married"
8256,1,39,12,15600,2600,3,"separated"
8257,1,50,10,0,0,5,"never married"
8258,2,34,14,0,0,2,"married"
8262,2,33,3,0,0,5,"married"
8268,2,43,9,10000,2060,3,"married"
8269,2,36,6,16417,2080,4,"married"
8271,2,43,7,0,0,3,"married"
8272,2,35,99,11000,2295,4,"divorced"
8274,172,33,6,1125,1800,0,"never married"
8275,1,39,5,0,0,3,"divorced"
8280,2,33,13,0,0,2,"married"
8281,2,43,14,6000,2015,3,"married"
8286,2,35,12,9000,1854,3,"married"
8289,2,39,3,0,0,4,"married"
8291,2,44,8,2000,120,6,"married"
8292,172,35,14,17000,1000,1,"never married"
8293,2,40,14,0,0,2,"married"
8296,170,31,12,22000,1788,0,"married"
8297,2,43,13,16000,1960,3,"married"
8299,1,40,16,29000,2040,1,"divorced"
8301,2,45,8,0,0,3,"married"
8305,2,33,12,16000,2000,1,"married"
8310,2,45,6,9000,2080,2,"married"
8311,2,36,3,8100,1387,4,"married"
8313,2,33,16,41558,2002,1,"divorced"
8313,172,34,13,17000,2080,1,"married"
8314,2,36,14,7000,1960,1,"married"
8322,2,33,6,0,0,4,"never married"
8323,2,32,14,39000,2008,1,"never married"
8324,2,38,12,15000,2080,1,"married"
8325,1,48,15,1606,120,2,"divorced"
8328,2,39,0,0,0,6,"married"
8334,2,38,8,4736,600,2,"separated"
8336,2,42,9,14000,1387,0,"married"
8338,1,38,10,0,0,4,"never married"
8340,5,34,12,10000,2000,2,"married"
8342,1,34,10,0,0,3,"separated"
8344,3,31,12,0,0,1,"divorced"
8350,1,48,99,0,0,3,"married"
8352,1,30,12,0,0,0,"never married"
8352,3,38,8,11284,1820,0,"never married"
8355,2,44,7,6000,2050,2,"married"
8357,2,42,12,0,0,4,"married"
8358,2,41,1,0,0,4,"never married"
8360,1,49,9,0,0,6,"divorced"
8360,2,49,8,0,0,0,"never married"
8361,2,30,12,0,0,2,"separated"
8365,2,40,8,14000,2040,1,"married"
8370,1,42,12,17000,1835,2,"divorced"
8377,2,31,99,0,0,3,"separated"
8378,2,38,8,3640,2080,4,"never married"
8379,2,39,12,0,0,2,"married"
8380,2,40,8,3157,400,2,"separated"
8381,2,49,3,0,0,5,"married"
8387,2,35,12,12000,1907,3,"married"
8392,173,33,14,0,0,2,"married"
8395,1,44,12,0,0,2,"divorced"
8397,1,37,14,49000,1718,0,"divorced"
8399,2,48,8,12000,2480,3,"married"
8408,2,31,12,4320,2000,1,"never married"
8413,2,49,12,0,0,2,"married"
8414,2,44,12,0,0,1,"widowed"
8417,1,42,16,0,0,2,"never married"
8425,2,35,12,11000,1480,3,"married"
8426,2,36,16,0,0,1,"married"
8429,171,36,99,0,0,2,"married"
8429,175,41,4,0,0,2,"never married"
8429,179,30,6,0,0,1,"married"
8430,1,32,9,0,0,1,"never married"
8431,2,39,1,4000,359,4,"married"
8433,1,33,9,32559,4049,4,"divorced"
8435,2,44,4,0,0,5,"married"
8438,2,39,12,12000,1785,3,"married"
8439,1,31,13,22000,1824,0,"married"
8441,2,39,99,7356,932,3,"married"
8443,176,30,11,2860,154,3,"married"
8444,2,48,8,21288,5160,99,"no histories"
8446,2,36,13,3000,827,5,"married"
8446,173,35,13,0,0,4,"married"
8448,1,43,12,0,0,4,"separated"
8449,2,34,12,16500,2000,2,"married"
8449,177,34,12,1500,251,4,"married"
8456,170,34,10,0,0,0,"married"
8458,1,44,11,34000,1827,0,"never married"
8459,2,49,6,0,0,0,"married"
8462,2,33,13,18500,1782,2,"married"
8463,2,49,14,0,0,2,"married"
8467,2,46,12,15788,1470,4,"married"
8469,2,34,7,0,0,3,"married"
8470,2,35,12,0,0,1,"married"
8471,2,37,14,4000,104,4,"married"
8474,2,44,3,0,0,7,"married"
8477,2,42,9,8840,1917,3,"married"
8480,2,39,17,6460,1196,2,"married"
8481,2,41,12,23000,1960,2,"married"
8484,2,44,6,13000,1999,6,"married"
8486,2,31,8,0,0,3,"married"
8488,2,32,16,19000,1906,3,"married"
8489,2,37,13,0,0,2,"married"
8494,1,47,12,25000,2000,3,"separated"
8496,2,36,7,16000,1960,2,"married"
8497,2,41,10,15700,2060,2,"married"
8499,2,46,12,0,0,4,"married"
8504,2,33,4,14000,1984,0,"married"
8505,2,39,3,9000,2080,5,"married"
8506,1,44,15,30000,1733,0,"never married"
8507,2,31,13,12000,2040,2,"divorced"
8508,2,36,15,900,64,2,"never married"
8511,2,30,12,19500,2040,4,"married"
8512,2,40,9,16000,1716,3,"divorced"
8515,171,41,98,0,0,3,"married"
8517,1,32,9,0,0,1,"never married"
8517,170,49,4,0,0,99,"no histories"
8522,2,40,99,38000,2076,2,"widowed"
8522,171,31,9,4800,1040,2,"married"
8523,2,36,6,19172,2429,3,"married"
8525,2,36,6,0,0,5,"married"
8526,2,38,3,0,0,4,"married"
8532,170,30,6,18000,2184,98,"married"
8533,2,34,6,0,0,3,"married"
8534,2,31,12,0,0,3,"married"
8535,2,46,6,15000,2250,3,"married"
8536,2,49,9,10000,693,3,"married"
8537,7,38,5,0,0,1,"married"
8537,172,33,8,0,0,98,"married"
8539,2,45,12,10000,2193,1,"married"
8543,170,50,12,0,0,99,"no histories"
8544,3,37,12,30000,2080,1,"never married"
8553,2,35,99,0,0,1,"married"
8559,2,35,12,12000,2000,4,"married"
8570,2,47,5,0,0,2,"married"
8572,2,34,12,14000,1896,3,"married"
8573,2,44,99,40000,3640,2,"married"
8583,2,40,12,0,0,2,"married"
8587,2,48,3,0,0,3,"married"
8589,2,34,11,1000,720,6,"married"
8593,3,31,98,26000,1820,0,"never married"
8595,2,33,12,0,0,1,"separated"
8596,2,47,3,0,0,3,"married"
8597,2,38,12,19000,2084,4,"married"
8601,2,48,6,0,0,9,"married"
8609,2,43,6,0,0,3,"married"
8612,2,40,12,22100,1944,2,"married"
8613,2,41,12,0,0,0,"never married"
8615,2,32,6,0,0,3,"married"
8617,2,43,12,0,0,3,"married"
8618,2,36,8,20000,1763,3,"married"
8620,3,34,99,0,0,2,"divorced"
8621,2,46,11,7800,2000,2,"married"
8623,2,31,14,0,0,1,"married"
8624,2,39,11,0,0,3,"married"
8625,2,30,11,0,0,3,"married"
8626,2,37,5,9360,1300,3,"married"
8627,170,34,10,0,0,98,"never married"
8629,2,32,99,16000,2145,2,"married"
8631,2,42,12,0,0,0,"never married"
8632,5,37,12,16801,2080,2,"never married"
8633,2,34,12,12000,2080,2,"married"
8634,1,44,12,2000,1120,6,"separated"
8637,171,30,0,0,0,98,"married"
8638,4,30,14,0,0,4,"married"
8647,2,45,6,0,0,4,"married"
8649,1,37,16,41000,2960,2,"divorced"
8652,2,48,1,0,0,98,"married"
8656,2,38,3,12000,2000,4,"married"
8657,2,41,13,8100,1200,2,"married"
8659,2,36,13,6333,867,2,"married"
8659,171,31,12,150,720,98,"never married"
8660,1,30,12,2500,472,4,"separated"
8662,2,40,99,4000,1096,2,"married"
8663,170,40,11,0,0,0,"never married"
8664,2,34,12,0,0,3,"married"
8665,2,37,12,16000,2040,3,"married"
8667,1,46,12,14000,1360,3,"divorced"
8669,1,44,11,14300,2080,5,"separated"
8672,2,36,4,5200,1920,2,"married"
8674,1,38,12,16000,2355,2,"divorced"
8676,2,37,12,20000,2080,3,"married"
8679,2,35,10,1000,1747,4,"never married"
8684,2,39,17,37000,984,2,"married"
8692,2,36,3,0,0,3,"married"
8693,2,35,13,9000,2257,2,"married"
8694,170,45,12,13000,2080,2,"married"
8696,1,36,7,18000,2058,3,"divorced"
8701,2,37,6,12600,2040,3,"married"
8702,2,41,14,15000,2040,3,"married"
8706,2,49,12,0,0,1,"married"
8708,2,43,9,0,0,2,"married"
8710,2,32,4,0,0,6,"married"
8713,2,35,5,8190,1920,1,"married"
8714,2,47,13,26988,2016,1,"married"
8716,1,49,12,17000,1856,5,"divorced"
8716,177,41,12,13000,2080,3,"married"
8717,2,33,9,0,0,4,"never married"
8719,1,43,8,0,0,4,"separated"
8722,1,32,9,0,0,3,"separated"
8725,2,33,11,0,0,3,"married"
8726,1,45,11,15000,2080,2,"divorced"
8728,2,30,12,0,0,3,"married"
8733,2,45,12,37000,2026,3,"married"
8736,2,43,8,0,0,4,"married"
8741,2,38,12,4000,1286,4,"married"
8742,2,44,99,0,0,5,"married"
8745,2,50,13,21000,1800,1,"married"
8750,4,31,13,0,0,0,"never married"
8755,3,35,2,0,0,0,"never married"
8755,171,34,9,100,17,4,"married"
8757,1,35,1,0,0,4,"separated"
8760,2,50,10,300,128,3,"married"
8762,1,45,13,0,0,3,"separated"
8763,2,35,6,0,0,4,"married"
8764,2,36,0,0,0,5,"never married"
8767,2,31,12,0,0,2,"married"
8769,2,33,3,4200,1387,3,"married"
8774,2,31,13,0,0,2,"married"
8775,1,40,10,10500,1008,2,"never married"
8776,1,43,12,0,0,1,"widowed"
8778,2,48,11,0,0,2,"married"
8780,2,30,12,0,0,3,"married"
8782,4,35,16,4000,1040,1,"divorced"
8784,3,34,16,32500,1925,2,"married"
8786,2,31,10,3500,960,3,"married"
8787,1,34,99,5000,819,6,"never married"
8788,172,35,12,0,0,0,"never married"
8789,2,38,12,12000,2000,2,"married"
8791,2,43,6,0,0,2,"married"
8799,2,43,11,13000,1785,2,"married"
8800,2,31,17,14000,2060,2,"married"
8802,2,45,12,24000,1776,2,"divorced"
8805,2,43,12,3000,561,1,"married"
8808,1,32,99,14000,1968,2,"divorced"
8812,2,30,12,0,0,3,"married"
8813,2,34,13,0,880,4,"married"
8814,1,45,0,7300,174,6,"widowed"
8815,170,44,12,18000,2080,0,"separated"
8817,2,49,10,0,0,2,"married"
8821,1,43,99,0,0,5,"never married"
8822,2,30,99,0,0,3,"never married"
8823,2,50,12,7000,1347,3,"married"
8825,1,35,99,0,0,2,"never married"
8826,4,30,16,22000,1400,0,"never married"
8828,1,32,13,0,0,3,"separated"
8829,2,39,11,12000,1400,2,"married"
8831,2,48,6,6000,2040,3,"married"
8832,2,45,11,15000,1994,3,"married"
8836,2,39,2,0,0,4,"married"
8837,2,33,13,11234,799,2,"married"
8844,170,49,16,37800,2340,99,"no histories"
8846,2,37,12,4000,1066,3,"married"
8847,2,37,5,14000,1899,5,"married"
8849,2,39,14,17000,2325,1,"married"
8852,2,43,13,25168,1880,3,"married"
8853,2,32,12,0,0,3,"married"
8856,2,48,12,11000,2142,2,"married"
8856,3,30,15,14000,2080,1,"married"
8862,2,33,4,0,0,3,"married"
8863,2,43,13,15000,1300,1,"married"
8866,2,46,99,9000,1860,3,"married"
8868,2,31,12,28000,1928,0,"married"
8870,2,35,3,3050,1122,4,"married"
8871,2,30,12,0,0,0,"never married"
8880,2,45,2,7800,2016,6,"married"
8881,2,45,9,5000,1004,6,"married"
8882,2,42,12,15000,1213,3,"married"
8882,172,42,12,0,0,3,"married"
8885,1,39,13,21000,2048,0,"never married"
8887,1,45,4,0,0,2,"divorced"
8888,2,37,8,0,0,5,"married"
8890,2,40,99,16000,2000,5,"married"
8891,2,45,99,0,0,2,"married"
8893,2,34,14,30000,1847,3,"married"
8894,2,47,0,0,0,7,"married"
8894,7,40,0,3000,1040,0,"never married"
8899,2,41,6,0,0,4,"married"
8902,2,33,5,0,0,2,"never married"
8903,170,47,99,20610,1919,98,"married"
8905,1,30,10,0,0,6,"separated"
8912,2,32,17,10000,976,3,"married"
8913,2,43,9,0,0,3,"married"
8916,2,44,12,5100,1366,0,"married"
8918,2,45,12,14700,2040,0,"married"
8919,2,45,8,20000,1880,2,"married"
8920,2,41,10,500,260,3,"married"
8923,2,42,12,15000,2000,2,"married"
8924,1,32,14,20240,1880,0,"divorced"
8925,170,47,12,0,0,99,"no histories"
8926,1,36,15,500,390,2,"never married"
8935,2,40,13,8000,2000,1,"married"
8937,1,36,12,8000,1127,99,"never married"
8940,1,42,7,25000,1987,2,"never married"
8940,4,31,12,18000,1799,2,"never married"
8943,2,46,6,0,0,3,"married"
8944,2,35,12,9000,1950,2,"divorced"
8945,2,36,13,24000,2010,4,"married"
8948,171,30,0,0,0,4,"never married"
8954,2,35,14,0,0,3,"married"
8955,2,50,11,32000,2080,98,"married"
8956,1,42,8,0,0,2,"separated"
8958,2,34,10,9568,2048,2,"married"
8958,171,42,12,0,0,0,"married"
8962,1,32,12,625,200,4,"married"
8963,2,35,6,3000,310,4,"married"
8965,2,32,11,13000,1620,3,"married"
8966,2,46,6,0,0,3,"married"
8967,2,32,7,0,0,5,"married"
8968,171,43,2,0,0,98,"married"
8971,2,46,9,11700,1968,1,"divorced"
8972,1,46,7,0,0,4,"widowed"
8975,1,32,9,8051,1020,3,"separated"
8977,2,36,9,12000,1955,3,"married"
8978,2,47,2,0,0,10,"married"
8985,1,42,7,5000,1354,4,"widowed"
8986,1,48,0,0,0,5,"married"
8987,2,48,12,1832,470,6,"married"
8989,2,47,12,0,0,3,"married"
8997,2,42,12,11000,2000,2,"married"
8998,2,35,12,3700,1348,2,"married"
9000,2,46,8,12000,1800,3,"married"
9002,2,39,16,24000,1960,0,"divorced"
9003,2,43,17,0,0,10,"married"
9004,2,49,99,0,0,98,"married"
