"spell","censor1","censor2","censor3","censor4","age","ui","reprate","disrate","logwage","tenure"
4,0,0,0,1,44,"yes",0.42,0.21,5.93754,5
4,0,0,1,0,24,"yes",0.224,0.112,6.56527,2
13,1,0,0,0,20,"yes",0.48,0.24,4.77068,1
5,1,0,0,0,41,"yes",0.21,0.105,6.63068,0
3,0,0,1,0,20,"no",0.48,0.24,4.95583,0
11,1,0,0,0,50,"yes",0.3,0.15,6.27288,16
15,0,0,0,1,43,"yes",0.336,0.168,6.16121,20
1,1,0,0,0,27,"no",0.291,0.146,6.30445,2
7,0,0,0,1,31,"yes",0.227,0.114,6.55251,3
2,0,0,0,1,23,"no",0.48,0.24,5.80513,0
12,0,0,0,1,37,"no",0.35,0.175,6.1203,2
2,1,0,0,0,35,"no",0.21,0.105,6.63068,15
2,1,0,0,0,36,"yes",0.336,0.168,6.16121,10
7,0,0,0,1,30,"no",0.48,0.24,5.46806,0
14,0,0,0,1,50,"yes",0.48,0.24,5.69036,17
7,0,0,0,1,38,"yes",0.48,0.24,5.64897,5
7,0,0,0,1,35,"yes",0.258,0.129,6.42325,1
1,1,0,0,0,49,"no",0.48,0.24,4.7362,7
17,0,0,0,1,41,"yes",0.305,0.153,6.25575,15
5,0,0,0,1,20,"yes",0.48,0.24,5.24175,1
10,0,0,0,1,32,"yes",0.24,0.12,6.49678,4
9,0,0,0,1,22,"yes",0.48,0.24,5.40717,1
13,0,0,0,1,38,"yes",0.336,0.168,6.16121,5
1,0,0,1,0,23,"no",0.5,0.1,4.55388,2
1,1,0,0,0,29,"no",0.5,0.1,5.46806,1
1,1,0,0,0,21,"no",0.5,0.1,5.46806,2
1,1,0,0,0,35,"no",0.49,0.098,5.64897,1
4,0,1,0,0,26,"yes",0.245,0.049,6.34212,1
16,0,0,1,0,47,"no",0.232,0.046,6.39859,2
1,0,0,1,0,21,"no",0.5,0.1,4.95583,0
11,0,0,0,1,39,"yes",0.27,0.054,6.24611,19
13,0,0,0,1,30,"yes",0.229,0.046,6.41017,3
8,0,0,1,0,25,"yes",0.5,0.1,5.36129,2
4,0,0,0,1,27,"yes",0.49,0.098,5.64897,1
16,1,0,0,0,37,"no",0.109,0.022,7.1507,10
1,1,0,0,0,48,"no",0.161,0.032,6.76504,5
3,0,0,0,1,25,"no",0.196,0.039,6.56527,0
3,0,0,0,1,24,"no",0.5,0.1,5.40717,0
2,1,0,0,0,40,"yes",0.368,0.074,5.93754,14
4,0,1,0,0,49,"no",0.34,0.068,6.01372,18
5,0,0,0,1,32,"no",0.5,0.1,5.48894,0
5,1,0,0,0,34,"yes",0.354,0.071,5.97381,14
11,0,0,0,1,38,"yes",0.5,0.1,5.02388,0
6,1,0,0,0,25,"yes",0.327,0.065,6.05444,1
12,1,0,0,0,31,"yes",0.459,0.092,5.71373,2
11,0,0,1,0,32,"yes",0.163,0.033,6.74759,4
2,1,0,0,0,45,"no",0.294,0.059,6.16121,26
4,0,0,0,1,34,"yes",0.432,0.086,5.77455,11
3,0,0,1,0,32,"yes",0.42,0.084,5.80513,13
2,1,0,0,0,36,"no",0.392,0.078,5.87212,0
6,0,0,0,1,34,"yes",0.5,0.1,5.56068,0
1,1,0,0,0,43,"no",0.5,0.1,5.24175,3
9,0,0,0,1,40,"yes",0.256,0.051,6.30079,5
4,1,0,0,0,20,"no",0.49,0.098,5.64897,0
27,0,0,0,1,21,"no",0.5,0.1,4.26268,3
5,0,0,1,0,37,"yes",0.306,0.061,6.1203,3
9,1,0,0,0,27,"yes",0.294,0.059,6.16121,4
8,0,0,0,1,42,"yes",0.147,0.029,6.8533,1
4,0,1,0,0,47,"no",0.245,0.049,6.34212,7
1,1,0,0,0,26,"yes",0.5,0.1,4.95583,0
3,0,0,1,0,27,"no",0.5,0.1,5.46806,2
1,0,1,0,0,52,"yes",0.294,0.059,6.16121,33
11,0,0,0,1,47,"yes",0.368,0.074,5.93754,3
3,1,0,0,0,47,"no",0.226,0.045,6.42325,9
3,0,0,0,1,40,"no",0.294,0.059,6.16121,0
12,0,0,0,1,46,"yes",0.5,0.1,5.04343,2
4,0,0,0,1,21,"yes",0.42,0.084,5.80513,0
10,1,0,0,0,24,"yes",0.462,0.092,5.70711,0
27,0,0,1,0,49,"yes",0.5,0.1,5.24175,2
5,0,1,0,0,22,"yes",0.5,0.1,4.94876,2
1,1,0,0,0,31,"no",0.387,0.077,5.8861,8
13,0,0,0,1,27,"no",0.5,0.1,5.24175,0
10,0,0,0,1,41,"yes",0.459,0.092,5.71373,9
3,0,1,0,0,22,"no",0.5,0.1,4.95583,0
5,0,0,0,1,47,"yes",0.5,0.025,5.24175,2
3,1,0,0,0,61,"yes",0.5,0.033,4.95583,4
4,1,0,0,0,43,"no",0.5,0.014,5.80513,1
13,1,0,0,0,40,"no",0.5,0.031,5.02388,0
3,0,0,0,1,48,"yes",0.5,0.031,5.02388,6
2,0,0,1,0,50,"yes",0.292,0.008,6.34212,2
5,0,0,1,0,41,"no",0.292,0.008,6.34212,1
2,1,0,0,0,34,"no",0.479,0.014,5.84644,2
1,1,0,0,0,34,"no",0.365,0.01,6.1203,4
3,1,0,0,0,43,"yes",0.438,0.013,5.93754,5
3,1,0,0,0,37,"no",0.461,0.013,5.8861,1
1,1,0,0,0,32,"no",0.5,0.02,5.44674,0
2,0,0,0,1,23,"no",0.5,0.025,5.24175,0
2,0,0,0,1,32,"no",0.5,0.028,5.1358,0
10,0,0,0,1,56,"yes",0.5,0.036,4.89035,5
2,0,0,1,0,35,"no",0.5,0.028,5.1358,1
2,0,0,1,0,33,"no",0.5,0.109,3.78419,0
3,0,0,0,1,30,"no",0.5,0.042,4.7362,1
1,1,0,0,0,46,"no",0.417,0.012,5.98645,13
5,1,0,0,0,51,"no",0.088,0.003,7.54592,28
2,1,0,0,0,23,"yes",0.5,0.016,5.71373,1
2,0,1,0,0,50,"no",0.5,0.017,5.64897,4
6,1,0,0,0,32,"yes",0.389,0.011,6.05444,6
1,0,1,0,0,37,"no",0.5,0.025,5.24175,0
7,0,0,0,1,48,"yes",0.5,0.025,5.24175,4
2,0,0,1,0,29,"yes",0.5,0.017,5.64897,2
1,1,0,0,0,25,"no",0.233,0.007,6.56527,3
7,1,0,0,0,30,"yes",0.269,0.008,6.42325,2
1,1,0,0,0,31,"no",0.318,0.009,6.25575,1
2,0,0,1,0,38,"no",0.5,0.031,5.02388,6
5,1,0,0,0,48,"yes",0.5,0.025,5.24175,5
12,0,0,0,1,37,"yes",0.5,0.029,5.11199,2
4,0,0,0,1,45,"no",0.5,0.025,5.24175,0
14,1,0,0,0,32,"no",0.38,0.011,6.07764,10
3,0,0,0,1,21,"no",0.5,0.031,5.02388,0
1,0,0,0,1,24,"no",0.5,0.02,5.46806,1
11,1,0,0,0,22,"yes",0.5,0.021,5.42495,1
18,1,0,0,0,29,"yes",0.5,0.018,5.56068,2
6,1,0,0,0,21,"no",0.5,0.031,5.02388,1
1,1,0,0,0,53,"no",0.438,0.013,5.93754,1
5,0,0,1,0,29,"yes",0.5,0.016,5.71373,0
2,0,0,1,0,27,"no",0.5,0.02,5.46806,2
11,1,0,0,0,54,"no",0.35,0.01,6.16121,1
2,1,0,0,0,30,"no",0.5,0.018,5.56068,0
1,1,0,0,0,41,"no",0.35,0.01,6.16121,0
1,0,1,0,0,23,"no",0.5,0.014,5.80513,1
1,0,0,1,0,23,"no",0.5,0.02,5.46806,0
7,0,0,1,0,55,"yes",0.438,0.013,5.93754,7
5,1,0,0,0,35,"no",0.219,0.006,6.63068,4
2,0,0,1,0,48,"no",0.5,0.022,5.36129,0
2,0,0,1,0,34,"no",0.5,0.071,4.18965,0
1,0,1,0,0,57,"yes",0.5,0.02,5.46806,4
2,1,0,0,0,55,"no",0.5,0.018,5.57973,0
4,1,0,0,0,28,"yes",0.5,0.022,5.3845,6
1,1,0,0,0,32,"no",0.5,0.018,5.56068,2
2,0,0,1,0,56,"no",0.5,0.025,5.24175,2
6,0,0,0,1,39,"yes",0.57,0.114,5.93754,0
2,0,0,0,1,44,"no",0.6,0.12,4.33073,0
2,1,0,0,0,48,"yes",0.6,0.12,5.73334,27
1,1,0,0,0,47,"no",0.216,0.043,6.90975,11
16,0,0,1,0,52,"yes",0.6,0.12,5.57973,10
7,0,0,0,1,52,"no",0.264,0.053,6.70808,3
1,0,0,1,0,53,"yes",0.424,0.085,6.23441,12
5,1,0,0,0,25,"yes",0.6,0.12,5.71373,1
13,0,0,0,1,52,"yes",0.6,0.12,5.7301,14
2,1,0,0,0,35,"yes",0.57,0.114,5.93754,0
1,1,0,0,0,43,"no",0.6,0.12,5.54518,6
2,0,0,1,0,34,"no",0.6,0.12,5.80513,2
3,1,0,0,0,43,"no",0.6,0.12,5.46806,2
3,1,0,0,0,42,"no",0.57,0.114,5.93754,0
2,1,0,0,0,30,"yes",0.6,0.12,5.56068,4
1,0,0,1,0,25,"no",0.6,0.12,5.46806,2
11,0,0,0,1,22,"no",0.6,0.12,4.95583,0
3,0,0,1,0,39,"no",0.6,0.12,5.80513,7
5,1,0,0,0,60,"yes",0.6,0.12,5.57973,7
4,0,0,0,1,50,"yes",0.438,0.088,6.20051,31
4,1,0,0,0,34,"yes",0.456,0.091,6.16121,1
1,1,0,0,0,32,"yes",0.495,0.099,6.07993,0
5,1,0,0,0,40,"no",0.282,0.056,6.63988,2
3,0,0,1,0,32,"no",0.6,0.12,5.64897,0
1,0,1,0,0,31,"no",0.152,0.03,7.25912,0
1,0,1,0,0,23,"no",0.5,0.138,5.24175,4
1,1,0,0,0,46,"no",0.283,0.042,6.42325,24
4,0,0,0,1,43,"yes",0.433,0.065,5.99894,0
5,0,0,0,1,52,"yes",0.5,0.138,5.24175,0
2,0,0,0,1,36,"no",0.5,0.153,5.1358,2
5,0,0,0,1,31,"yes",0.434,0.065,5.99645,0
7,1,0,0,0,30,"yes",0.5,0.148,5.17615,2
16,0,0,0,1,25,"no",0.5,0.077,5.83188,0
5,0,0,0,1,55,"yes",0.433,0.065,5.99894,11
1,0,0,1,0,24,"no",0.5,0.086,5.71373,4
5,0,0,0,1,26,"no",0.5,0.11,5.46806,4
2,1,0,0,0,22,"no",0.5,0.079,5.80513,1
2,1,0,0,0,20,"no",0.5,0.145,5.19296,0
1,1,0,0,0,54,"no",0.418,0.063,6.03309,30
15,1,0,0,0,45,"no",0.5,0.076,5.84644,3
1,1,0,0,0,30,"yes",0.46,0.069,5.93754,4
9,1,0,0,0,46,"yes",0.368,0.055,6.16121,9
3,0,0,0,1,46,"yes",0.5,0.206,4.84419,0
1,0,0,1,0,23,"no",0.5,0.118,5.40268,0
1,1,0,0,0,28,"no",0.5,0.092,5.64897,0
1,1,0,0,0,34,"no",0.5,0.099,5.57973,3
2,1,0,0,0,33,"no",0.5,0.16,5.09987,0
4,0,0,1,0,31,"yes",0.5,0.079,5.80513,3
3,1,0,0,0,25,"no",0.5,0.155,5.1299,1
3,0,0,0,1,44,"yes",0.5,0.13,5.3033,15
6,0,0,0,1,45,"yes",0.5,0.1,5.56068,5
7,1,0,0,0,33,"yes",0.368,0.055,6.16121,4
1,0,1,0,0,53,"no",0.368,0.055,6.16121,2
2,0,0,0,1,37,"no",0.23,0.035,6.63068,1
3,0,0,0,1,43,"yes",0.5,0.167,5.04986,1
3,0,0,0,1,32,"yes",0.5,0.125,5.33754,0
5,0,0,1,0,37,"no",0.5,0.154,5.1358,0
4,0,1,0,0,26,"no",0.5,0.158,5.11199,0
14,0,0,0,1,43,"no",0.5,0.11,5.46806,2
3,0,1,0,0,27,"no",0.5,0.092,5.64897,2
17,1,0,0,0,28,"no",0.5,0.138,5.24175,1
1,1,0,0,0,22,"no",0.5,0.153,5.1358,4
1,0,0,1,0,21,"no",0.5,0.11,5.46806,0
3,0,0,1,0,28,"no",0.5,0.184,4.95583,4
6,1,0,0,0,24,"no",0.5,0.251,4.64439,0
6,0,1,0,0,26,"no",0.5,0.162,5.0814,5
5,0,0,1,0,58,"no",0.5,0.276,4.55388,0
3,0,0,1,0,36,"no",0.5,0.125,5.42495,0
1,0,0,1,0,46,"yes",0.489,0.067,6.05444,3
3,0,0,0,1,53,"yes",0.393,0.054,6.27288,10
5,0,0,1,0,42,"yes",0.489,0.067,6.05444,0
5,1,0,0,0,26,"yes",0.489,0.067,6.05444,2
3,0,1,0,0,24,"no",0.5,0.107,5.57973,0
1,1,0,0,0,44,"no",0.5,0.07,6.00881,13
15,1,0,0,0,54,"yes",0.5,0.111,5.54908,24
5,1,0,0,0,34,"yes",0.5,0.088,5.77455,6
3,0,0,0,1,32,"yes",0.5,0.136,5.33754,1
1,1,0,0,0,41,"no",0.5,0.107,5.57973,0
1,1,0,0,0,31,"no",0.5,0.075,5.93754,4
4,0,0,0,1,34,"yes",0.4,0.055,6.25575,4
3,0,0,1,0,41,"no",0.5,0.18,5.06259,0
2,1,0,0,0,40,"no",0.44,0.06,6.16121,1
7,0,0,0,1,46,"yes",0.22,0.03,6.8533,12
2,0,0,0,1,27,"yes",0.5,0.125,5.42495,2
6,0,0,1,0,26,"yes",0.379,0.052,6.3081,0
1,0,1,0,0,45,"yes",0.5,0.12,5.46806,13
19,1,0,0,0,40,"yes",0.5,0.2,4.89035,7
10,0,0,0,1,58,"yes",0.5,0.075,5.93754,18
11,0,0,0,1,29,"yes",0.5,0.075,5.93754,6
12,0,0,0,1,57,"yes",0.5,0.197,4.96981,2
7,0,0,0,1,53,"no",0.306,0.042,6.52503,1
3,1,0,0,0,50,"yes",0.396,0.054,6.2672,4
3,1,0,0,0,42,"yes",0.5,0.068,6.03309,23
5,0,0,0,1,39,"yes",0.352,0.048,6.38351,1
1,0,0,1,0,35,"no",0.5,0.09,5.75257,1
14,0,1,0,0,59,"yes",0.5,0.107,5.57973,2
7,0,0,0,1,32,"yes",0.5,0.1,5.64897,0
4,0,0,0,1,24,"yes",0.5,0.109,5.56068,0
5,0,0,1,0,22,"no",0.5,0.15,5.24175,0
4,0,0,1,0,56,"yes",0.156,0.031,6.36819,7
5,0,0,1,0,32,"no",0.143,0.029,6.45677,6
1,0,1,0,0,28,"no",0.48,0.096,5.24175,0
6,0,0,0,1,23,"no",0.384,0.077,5.46806,0
2,0,0,1,0,51,"yes",0.343,0.069,5.57973,0
11,0,1,0,0,44,"yes",0.192,0.038,6.16121,7
3,0,0,0,1,20,"no",0.384,0.077,5.46806,0
11,0,0,1,0,27,"no",0.393,0.079,5.44242,5
2,1,0,0,0,22,"no",0.274,0.055,5.80513,1
2,0,0,1,0,21,"no",0.4,0.08,5.42495,0
1,1,0,0,0,25,"no",0.343,0.069,5.57973,0
5,1,0,0,0,28,"no",0.343,0.069,5.57973,1
13,0,0,1,0,26,"yes",0.32,0.064,5.64897,3
4,0,0,1,0,35,"yes",0.274,0.055,5.80513,12
10,0,0,0,1,48,"no",0.559,0.112,4.95583,1
1,0,0,1,0,27,"yes",0.16,0.032,6.34212,0
8,1,0,0,0,24,"yes",0.414,0.023,5.80513,3
2,1,0,0,0,27,"yes",0.414,0.023,5.80513,3
14,0,0,0,1,21,"no",0.52,0.06,4.84419,0
2,1,0,0,0,28,"yes",0.43,0.024,5.76519,2
2,0,0,0,1,26,"yes",0.29,0.016,6.16121,0
5,0,0,0,1,30,"yes",0.52,0.033,5.42495,3
2,0,0,1,0,28,"yes",0.518,0.029,5.57973,0
6,1,0,0,0,32,"yes",0.343,0.019,5.99396,2
3,0,0,0,1,26,"no",0.52,0.044,5.1358,0
5,0,1,0,0,25,"yes",0.52,0.062,4.81218,4
2,1,0,0,0,23,"no",0.483,0.027,5.64897,1
17,0,0,1,0,41,"yes",0.52,0.032,5.46806,2
5,1,0,0,0,40,"yes",0.52,0.08,4.55388,1
2,1,0,0,0,33,"no",0.483,0.027,5.64897,2
16,0,0,0,1,32,"no",0.52,0.062,4.81218,0
5,0,0,1,0,59,"yes",0.38,0.057,6.03309,36
2,1,0,0,0,30,"no",0.378,0.057,6.03787,1
2,1,0,0,0,22,"no",0.52,0.093,5.54126,0
5,1,0,0,0,25,"no",0.477,0.071,5.80513,2
2,0,0,1,0,28,"no",0.514,0.077,5.7301,11
5,1,0,0,0,50,"yes",0.52,0.097,5.50126,0
2,1,0,0,0,39,"no",0.52,0.083,5.64897,13
1,1,0,0,0,28,"no",0.371,0.056,6.05444,4
1,0,1,0,0,25,"no",0.52,0.179,4.89035,0
14,0,1,0,0,57,"yes",0.445,0.067,5.87212,22
1,0,0,1,0,27,"no",0.52,0.142,5.11799,0
1,0,1,0,0,40,"yes",0.304,0.045,6.25575,18
1,1,0,0,0,29,"no",0.52,0.125,5.24175,1
4,0,1,0,0,27,"no",0.52,0.111,5.36129,0
8,0,1,0,0,55,"yes",0.355,0.053,6.09807,31
3,0,1,0,0,25,"no",0.52,0.125,5.24175,0
7,1,0,0,0,28,"yes",0.542,0.042,5.42495,0
1,0,1,0,0,24,"no",0.473,0.036,5.56068,1
1,1,0,0,0,55,"no",0.325,0.025,5.93754,14
3,0,0,1,0,27,"no",0.072,0.006,7.44132,0
4,0,0,0,1,48,"yes",0.325,0.025,5.93754,0
1,1,0,0,0,33,"no",0.325,0.025,5.93754,5
6,1,0,0,0,23,"yes",0.578,0.044,5.36129,0
8,0,0,0,1,42,"yes",0.13,0.01,6.8533,20
3,1,0,0,0,36,"no",0.325,0.025,5.93754,0
1,0,0,1,0,44,"no",0.401,0.031,5.72685,7
5,0,0,0,1,23,"yes",0.585,0.061,5.04986,3
9,0,0,0,1,33,"yes",0.306,0.024,5.99894,6
2,1,0,0,0,28,"no",0.302,0.023,6.00881,5
3,0,1,0,0,32,"no",0.585,0.047,5.30827,0
9,0,0,1,0,32,"yes",0.289,0.022,6.05444,0
4,0,0,1,0,39,"yes",0.52,0.04,5.46806,3
8,0,0,0,1,39,"yes",0.236,0.055,6.25575,19
3,1,0,0,0,42,"yes",0.291,0.067,6.04737,17
2,0,1,0,0,25,"no",0.419,0.171,5.11199,0
7,0,0,0,1,39,"yes",0.419,0.135,5.34711,18
2,1,0,0,0,41,"no",0.163,0.038,6.63068,0
5,0,0,0,1,29,"no",0.236,0.055,6.25575,2
1,1,0,0,0,40,"no",0.163,0.038,6.63068,7
1,0,1,0,0,29,"no",0.419,0.133,5.36129,2
24,0,0,0,1,49,"yes",0.325,0.075,5.93754,18
1,0,0,0,1,55,"yes",0.419,0.15,5.24175,19
7,0,1,0,0,24,"yes",0.419,0.13,5.3845,1
2,0,1,0,0,45,"yes",0.542,0.167,5.2933,13
5,0,0,0,1,30,"yes",0.542,0.174,5.24702,0
15,0,0,0,1,58,"yes",0.542,0.1,5.80513,35
1,0,0,1,0,35,"no",0.542,0.1,5.80513,0
11,1,0,0,0,41,"yes",0.542,0.117,5.64897,20
9,0,0,0,1,24,"yes",0.542,0.136,5.49717,0
9,1,0,0,0,38,"yes",0.375,0.067,6.20051,2
3,0,0,0,1,50,"no",0.289,0.052,6.4599,0
3,0,0,0,1,54,"yes",0.542,0.14,5.46806,0
4,0,0,0,1,59,"yes",0.279,0.05,6.49678,0
1,1,0,0,0,23,"yes",0.542,0.175,5.24175,2
3,0,0,0,1,35,"yes",0.52,0.182,5.56068,2
2,0,0,1,0,35,"yes",0.52,0.26,4.84419,2
3,0,0,1,0,21,"no",0.342,0.083,6.34212,1
7,0,0,1,0,23,"yes",0.52,0.25,5.24175,3
5,0,0,0,1,46,"yes",0.41,0.1,6.16121,11
3,0,0,1,0,32,"yes",0.52,0.217,5.3845,4
5,0,0,1,0,24,"yes",0.52,0.26,5.1358,2
4,1,0,0,0,23,"yes",0.52,0.26,5.1358,2
6,0,0,0,1,30,"no",0.52,0.26,4.89035,0
3,0,0,1,0,22,"no",0.52,0.26,4.8752,0
1,1,0,0,0,41,"no",0.52,0.132,5.8861,0
3,0,0,1,0,33,"no",0.52,0.26,5.02388,3
2,0,0,1,0,47,"yes",0.52,0.25,5.24175,5
4,0,0,0,1,25,"yes",0.456,0.111,6.05444,1
1,1,0,0,0,42,"no",0.52,0.203,5.45104,19
4,0,0,1,0,54,"no",0.427,0.104,6.1203,0
3,0,0,1,0,27,"no",0.427,0.104,6.1203,0
5,1,0,0,0,24,"no",0.52,0.2,5.46806,1
11,0,0,0,1,44,"no",0.41,0.1,6.16121,0
2,1,0,0,0,20,"no",0.52,0.25,5.24175,0
1,0,0,1,0,59,"no",0.273,0.034,6.03309,3
13,0,0,0,1,31,"yes",0.5,0.063,5.42495,0
4,0,0,0,1,35,"yes",0.343,0.043,5.80513,0
2,0,1,0,0,27,"no",0.542,0.075,5.24175,10
2,1,0,0,0,61,"no",0.3,0.038,5.93754,30
27,0,0,0,1,43,"no",0.542,0.134,4.66344,4
15,0,0,0,1,33,"yes",0.5,0.063,5.42495,0
16,0,0,0,1,49,"yes",0.369,0.046,5.7301,26
21,0,0,0,1,22,"no",0.4,0.05,5.64897,3
15,0,0,0,1,26,"no",0.385,0.096,5.7301,0
1,0,1,0,0,35,"no",0.5,0.125,5.33754,3
2,0,0,1,0,45,"no",0.321,0.08,5.90808,0
1,1,0,0,0,31,"no",0.5,0.125,5.46806,5
5,0,0,0,1,54,"yes",0.321,0.08,5.9108,0
3,0,0,0,1,34,"yes",0.5,0.125,5.24175,4
3,0,0,1,0,40,"no",0.5,0.125,4.84419,1
3,1,0,0,0,48,"no",0.5,0.125,4.95583,11
3,0,0,0,1,40,"no",0.52,0.022,5.71373,1
15,1,0,0,0,42,"yes",0.52,0.039,5.1358,1
5,1,0,0,0,30,"yes",0.394,0.014,6.16121,1
2,0,0,0,1,40,"no",0.281,0.01,6.49678,3
9,0,0,0,1,60,"yes",0.394,0.014,6.16121,13
3,0,0,0,1,23,"no",0.52,0.056,4.76217,0
18,1,0,0,0,24,"no",0.52,0.02,5.80513,4
1,1,0,0,0,26,"no",0.52,0.04,5.11199,3
4,1,0,0,0,24,"yes",0.52,0.031,5.36129,1
14,0,0,0,1,38,"yes",0.461,0.016,6.00141,1
9,1,0,0,0,25,"no",0.52,0.028,5.46806,0
1,0,1,0,0,59,"no",0.32,0.011,6.36819,38
2,0,0,0,1,27,"yes",0.52,0.023,5.64897,0
3,1,0,0,0,37,"yes",0.493,0.018,5.93754,1
15,0,0,0,1,25,"yes",0.52,0.031,5.36129,2
1,1,0,0,0,31,"no",0.493,0.018,5.93754,0
1,0,0,1,0,29,"no",0.52,0.07,4.55388,0
7,1,0,0,0,29,"yes",0.52,0.028,5.46806,1
1,1,0,0,0,52,"no",0.448,0.016,6.03309,31
3,0,0,1,0,42,"no",0.453,0.016,6.02102,0
3,1,0,0,0,51,"yes",0.52,0.021,5.7589,11
5,0,0,0,1,32,"yes",0.438,0.016,6.05444,3
14,0,0,0,1,52,"yes",0.328,0.012,6.34212,3
21,0,1,0,0,40,"yes",0.565,0.141,5.46806,0
6,1,0,0,0,20,"no",0.565,0.141,5.42495,0
2,1,0,0,0,35,"no",0.54,0.135,5.64897,2
1,1,0,0,0,47,"no",0.565,0.141,5.59099,20
3,0,0,1,0,27,"yes",0.565,0.141,5.11199,3
5,0,0,0,1,37,"no",0.565,0.141,4.55388,0
5,1,0,0,0,35,"no",0.463,0.116,5.80513,10
5,0,0,1,0,58,"yes",0.565,0.141,5.24175,0
1,1,0,0,0,43,"no",0.565,0.141,5.25227,4
5,0,0,0,1,38,"yes",0.369,0.092,6.30445,0
4,0,0,1,0,31,"no",0.6,0.15,5.50533,1
2,0,0,1,0,24,"no",0.6,0.15,5.24175,0
26,0,0,0,1,58,"no",0.6,0.15,5.64897,0
4,1,0,0,0,54,"no",0.355,0.089,6.34212,20
1,0,0,1,0,31,"no",0.304,0.076,6.49678,5
1,0,0,0,1,26,"yes",0.355,0.089,6.34212,1
5,0,0,0,1,24,"no",0.387,0.097,6.25575,0
2,0,0,1,0,33,"no",0.6,0.15,5.42495,0
1,0,0,1,0,30,"no",0.6,0.15,5.64897,1
1,1,0,0,0,28,"no",0.6,0.15,5.11199,0
6,0,0,0,1,58,"yes",0.304,0.076,6.49678,5
2,0,0,0,1,50,"no",0.266,0.067,6.63068,5
1,1,0,0,0,53,"no",0.284,0.071,6.56527,4
14,1,0,0,0,37,"yes",0.592,0.148,5.83188,5
4,0,0,0,1,25,"no",0.6,0.15,5.1358,0
7,1,0,0,0,28,"no",0.6,0.15,5.80513,10
4,0,0,0,1,39,"yes",0.533,0.133,5.93754,7
3,1,0,0,0,29,"no",0.355,0.089,6.34212,5
6,0,0,0,1,29,"no",0.426,0.107,6.16121,0
8,1,0,0,0,33,"yes",0.225,0.025,6.34212,2
6,1,0,0,0,27,"yes",0.338,0.038,5.93754,0
1,1,0,0,0,29,"no",0.241,0.027,6.27288,2
3,0,0,1,0,27,"no",0.45,0.05,5.64897,3
2,0,0,0,1,27,"no",0.45,0.05,5.64897,2
1,1,0,0,0,39,"no",0.208,0.023,6.42325,6
4,0,1,0,0,51,"yes",0.281,0.031,6.1203,0
1,1,0,0,0,34,"no",0.169,0.019,6.63068,7
3,1,0,0,0,22,"yes",0.386,0.043,5.80513,2
10,0,0,1,0,21,"yes",0.52,0.1,4.95583,0
7,0,0,0,1,34,"yes",0.443,0.049,5.66643,2
5,0,0,1,0,42,"no",0.27,0.03,6.16121,3
12,0,0,1,0,44,"yes",0.65,0.216,5.54908,12
1,1,0,0,0,61,"no",0.432,0.144,6.16121,19
1,0,0,1,0,31,"yes",0.54,0.18,5.93754,7
1,1,0,0,0,48,"yes",0.45,0.15,6.1203,5
3,0,0,1,0,23,"no",0.65,0.216,4.91998,0
3,0,0,0,1,28,"yes",0.65,0.216,5.64897,0
27,0,0,0,1,33,"yes",0.36,0.12,6.34212,9
7,0,0,1,0,21,"no",0.65,0.216,4.95583,0
1,1,0,0,0,39,"no",0.5,0.022,5.36129,4
20,0,0,0,1,42,"no",0.5,0.021,5.40717,10
2,1,0,0,0,24,"yes",0.367,0.014,5.81413,2
26,1,0,0,0,23,"no",0.5,0.036,4.89035,0
7,0,0,0,1,36,"no",0.5,0.025,5.24175,4
9,1,0,0,0,53,"yes",0.5,0.031,5.02388,5
13,0,0,0,1,20,"no",0.388,0.015,5.7589,2
1,1,0,0,0,24,"no",0.419,0.016,5.68358,3
9,0,0,0,1,32,"yes",0.382,0.015,5.77455,1
2,0,0,0,1,27,"no",0.5,0.037,4.85203,4
5,1,0,0,0,21,"no",0.5,0.025,5.24175,2
5,0,0,0,1,47,"yes",0.351,0.014,5.85793,7
1,1,0,0,0,29,"no",0.433,0.017,5.64897,0
9,0,0,1,0,28,"yes",0.5,0.023,5.33754,0
1,1,0,0,0,27,"no",0.371,0.014,5.80513,1
7,1,0,0,0,20,"no",0.5,0.025,5.24175,0
4,1,0,0,0,33,"yes",0.163,0.006,6.63068,3
4,0,0,0,1,20,"no",0.5,0.024,5.2832,1
5,0,0,1,0,36,"no",0.5,0.019,5.50533,2
2,0,0,1,0,43,"no",0.553,0.138,5.42495,0
1,1,0,0,0,23,"no",0.394,0.094,6.16121,1
27,0,0,0,1,31,"yes",0.553,0.138,5.64897,4
14,1,0,0,0,25,"no",0.557,0.139,4.41884,0
2,1,0,0,0,40,"yes",0.493,0.118,5.93754,1
1,1,0,0,0,44,"yes",0.246,0.059,6.63068,0
2,0,0,1,0,29,"no",0.281,0.067,6.49678,3
1,0,0,1,0,48,"no",0.448,0.107,6.03309,0
1,1,0,0,0,42,"no",0.303,0.072,6.42325,22
2,1,0,0,0,26,"no",0.5,0.2,5.46806,3
3,0,0,0,1,39,"yes",0.5,0.2,5.72685,19
2,1,0,0,0,44,"no",0.49,0.196,5.93754,8
6,0,0,1,0,44,"no",0.49,0.196,5.93754,1
2,1,0,0,0,28,"no",0.5,0.2,5.80513,5
5,0,0,1,0,28,"no",0.5,0.2,4.55388,2
7,0,0,0,1,21,"yes",0.5,0.2,5.24175,0
