"HomeTeam","AwayTeam","HomeGoals","AwayGoals","Round","Year","Date"
"VfB Stuttgart","Borussia Moenchengladbach",1,1,31,1990,1991-05-25 09:30:00
"FC St. Pauli","1. FC Koeln",2,0,31,1990,1991-05-25 09:30:00
"Bayer Leverkusen","Hamburger SV",2,2,31,1990,1991-05-25 09:30:00
"Bayern Muenchen","Hertha BSC Berlin",7,3,31,1990,1991-05-25 09:30:00
"Wattenscheid 09","Fortuna Duesseldorf",2,0,31,1990,1991-05-25 09:30:00
"Eintracht Frankfurt","Bayer Leverkusen",3,1,32,1990,1991-05-30 14:00:00
"Fortuna Duesseldorf","VfL Bochum",3,4,32,1990,1991-05-31 14:00:00
"Borussia Dortmund","Bayer Uerdingen",1,0,32,1990,1991-05-31 14:00:00
"Hertha BSC Berlin","1. FC Nuernberg",2,4,32,1990,1991-06-01 09:30:00
"Hamburger SV","FC St. Pauli",5,0,32,1990,1991-06-01 09:30:00
"1. FC Koeln","VfB Stuttgart",1,6,32,1990,1991-06-01 09:30:00
"Borussia Moenchengladbach","Karlsruher SC",2,1,32,1990,1991-06-01 09:30:00
"Werder Bremen","1. FC Kaiserslautern",1,2,32,1990,1991-06-01 09:30:00
"Wattenscheid 09","Bayern Muenchen",3,2,32,1990,1991-06-01 09:30:00
"VfL Bochum","Wattenscheid 09",0,0,33,1990,1991-06-08 09:30:00
"Fortuna Duesseldorf","Werder Bremen",1,2,33,1990,1991-06-08 09:30:00
"1. FC Kaiserslautern","Borussia Moenchengladbach",2,3,33,1990,1991-06-08 09:30:00
"Karlsruher SC","1. FC Koeln",1,1,33,1990,1991-06-08 09:30:00
"VfB Stuttgart","Hamburger SV",2,0,33,1990,1991-06-08 09:30:00
"FC St. Pauli","Eintracht Frankfurt",1,1,33,1990,1991-06-08 09:30:00
"Bayer Leverkusen","Borussia Dortmund",1,2,33,1990,1991-06-08 09:30:00
"Bayer Uerdingen","Hertha BSC Berlin",1,2,33,1990,1991-06-08 09:30:00
"1. FC Nuernberg","Bayern Muenchen",0,1,33,1990,1991-06-08 09:30:00
"Bayern Muenchen","Bayer Uerdingen",2,2,34,1990,1991-06-15 09:30:00
"Hertha BSC Berlin","Bayer Leverkusen",1,2,34,1990,1991-06-15 09:30:00
"Borussia Dortmund","FC St. Pauli",5,2,34,1990,1991-06-15 09:30:00
"Eintracht Frankfurt","VfB Stuttgart",4,0,34,1990,1991-06-15 09:30:00
"Hamburger SV","Karlsruher SC",2,2,34,1990,1991-06-15 09:30:00
"1. FC Koeln","1. FC Kaiserslautern",2,6,34,1990,1991-06-15 09:30:00
"Borussia Moenchengladbach","Fortuna Duesseldorf",2,0,34,1990,1991-06-15 09:30:00
"Werder Bremen","VfL Bochum",2,1,34,1990,1991-06-15 09:30:00
"Wattenscheid 09","1. FC Nuernberg",0,1,34,1990,1991-06-15 09:30:00
"VfL Bochum","1. FC Koeln",2,2,1,1991,1991-08-02 14:00:00
"MSV Duisburg","VfB Stuttgart",1,0,1,1991,1991-08-02 14:00:00
"Bayer Leverkusen","Borussia Moenchengladbach",1,0,1,1991,1991-08-02 14:00:00
"Dynamo Dresden","1. FC Kaiserslautern",0,1,1,1991,1991-08-03 09:30:00
"Schalke 04","Hamburger SV",0,0,1,1991,1991-08-03 09:30:00
"Fortuna Duesseldorf","Eintracht Frankfurt",1,2,1,1991,1991-08-03 09:30:00
"Hansa Rostock","1. FC Nuernberg",4,0,1,1991,1991-08-03 09:30:00
"Werder Bremen","Bayern Muenchen",1,1,1,1991,1991-08-03 09:30:00
"Karlsruher SC","Borussia Dortmund",2,2,1,1991,1991-08-03 09:30:00
"Stuttgarter Kickers","Wattenscheid 09",3,0,1,1991,1991-08-03 09:30:00
"Borussia Moenchengladbach","MSV Duisburg",0,0,2,1991,1991-08-09 14:00:00
"Hamburger SV","Dynamo Dresden",2,0,2,1991,1991-08-09 14:00:00
"Wattenscheid 09","Bayer Leverkusen",3,0,2,1991,1991-08-09 14:00:00
"VfB Stuttgart","Karlsruher SC",1,0,2,1991,1991-08-10 09:30:00
"Borussia Dortmund","Werder Bremen",2,1,2,1991,1991-08-10 09:30:00
"Bayern Muenchen","Hansa Rostock",1,2,2,1991,1991-08-10 09:30:00
"1. FC Nuernberg","Fortuna Duesseldorf",3,1,2,1991,1991-08-10 09:30:00
"Eintracht Frankfurt","Schalke 04",5,0,2,1991,1991-08-10 09:30:00
"1. FC Kaiserslautern","VfL Bochum",1,1,2,1991,1991-08-10 09:30:00
"1. FC Koeln","Stuttgarter Kickers",0,0,2,1991,1991-08-10 09:30:00
"VfL Bochum","Hamburger SV",2,3,3,1991,1991-08-13 14:00:00
"Dynamo Dresden","Eintracht Frankfurt",2,1,3,1991,1991-08-13 14:00:00
"Karlsruher SC","Borussia Moenchengladbach",2,0,3,1991,1991-08-13 14:00:00
"MSV Duisburg","Wattenscheid 09",0,0,3,1991,1991-08-13 14:00:00
"1. FC Koeln","1. FC Kaiserslautern",1,1,3,1991,1991-08-14 14:00:00
"Schalke 04","1. FC Nuernberg",1,0,3,1991,1991-08-14 14:00:00
"Fortuna Duesseldorf","Bayern Muenchen",0,1,3,1991,1991-08-14 14:00:00
"Hansa Rostock","Borussia Dortmund",5,1,3,1991,1991-08-14 14:00:00
"Werder Bremen","VfB Stuttgart",1,1,3,1991,1991-08-14 14:00:00
"Stuttgarter Kickers","Bayer Leverkusen",0,1,3,1991,1991-08-14 14:00:00
"Borussia Moenchengladbach","Werder Bremen",0,2,4,1991,1991-08-20 14:00:00
"Borussia Dortmund","Fortuna Duesseldorf",3,1,4,1991,1991-08-20 14:00:00
"Bayern Muenchen","Schalke 04",3,2,4,1991,1991-08-20 14:00:00
"1. FC Nuernberg","Dynamo Dresden",1,1,4,1991,1991-08-20 14:00:00
"Bayer Leverkusen","MSV Duisburg",2,1,4,1991,1991-08-21 14:00:00
"VfB Stuttgart","Hansa Rostock",3,0,4,1991,1991-08-21 14:00:00
"Eintracht Frankfurt","VfL Bochum",2,1,4,1991,1991-08-21 14:00:00
"Hamburger SV","1. FC Koeln",1,1,4,1991,1991-08-21 14:00:00
"1. FC Kaiserslautern","Stuttgarter Kickers",4,3,4,1991,1991-08-21 14:00:00
"Wattenscheid 09","Karlsruher SC",1,1,4,1991,1991-08-21 14:00:00
"Dynamo Dresden","Bayern Muenchen",0,2,5,1991,1991-08-23 09:30:00
"1. FC Kaiserslautern","Hamburger SV",0,0,5,1991,1991-08-24 09:30:00
"1. FC Koeln","Eintracht Frankfurt",1,1,5,1991,1991-08-24 09:30:00
"Schalke 04","Borussia Dortmund",5,2,5,1991,1991-08-24 09:30:00
"Hansa Rostock","Borussia Moenchengladbach",2,1,5,1991,1991-08-24 09:30:00
"Werder Bremen","Wattenscheid 09",2,2,5,1991,1991-08-24 09:30:00
"Karlsruher SC","Bayer Leverkusen",0,0,5,1991,1991-08-24 09:30:00
"Fortuna Duesseldorf","VfB Stuttgart",0,3,5,1991,1991-08-24 14:00:00
"VfL Bochum","1. FC Nuernberg",0,3,5,1991,1991-08-25 14:00:00
"Stuttgarter Kickers","MSV Duisburg",0,1,5,1991,1991-10-09 15:00:00
"Borussia Moenchengladbach","Fortuna Duesseldorf",3,1,6,1991,1991-08-27 14:00:00
"VfB Stuttgart","Schalke 04",1,0,6,1991,1991-08-27 14:00:00
"MSV Duisburg","Karlsruher SC",6,2,6,1991,1991-08-27 14:00:00
"Bayer Leverkusen","Werder Bremen",0,0,6,1991,1991-08-27 14:00:00
"Wattenscheid 09","Hansa Rostock",0,0,6,1991,1991-08-27 14:00:00
"Bayern Muenchen","VfL Bochum",0,2,6,1991,1991-08-28 14:00:00
"Borussia Dortmund","Dynamo Dresden",4,0,6,1991,1991-08-28 14:00:00
"1. FC Nuernberg","1. FC Koeln",4,0,6,1991,1991-08-28 14:00:00
"Eintracht Frankfurt","1. FC Kaiserslautern",2,0,6,1991,1991-08-28 14:00:00
"Hamburger SV","Stuttgarter Kickers",0,3,6,1991,1991-08-28 14:00:00
"Schalke 04","Borussia Moenchengladbach",3,1,7,1991,1991-08-30 14:00:00
"Fortuna Duesseldorf","Wattenscheid 09",4,3,7,1991,1991-08-30 14:00:00
"Werder Bremen","MSV Duisburg",5,1,7,1991,1991-08-30 14:00:00
"Hamburger SV","Eintracht Frankfurt",2,1,7,1991,1991-08-31 09:30:00
"1. FC Kaiserslautern","1. FC Nuernberg",3,0,7,1991,1991-08-31 09:30:00
"1. FC Koeln","Bayern Muenchen",1,1,7,1991,1991-08-31 09:30:00
"VfL Bochum","Borussia Dortmund",0,0,7,1991,1991-08-31 09:30:00
"Dynamo Dresden","VfB Stuttgart",1,0,7,1991,1991-08-31 09:30:00
"Hansa Rostock","Bayer Leverkusen",2,2,7,1991,1991-08-31 09:30:00
"Stuttgarter Kickers","Karlsruher SC",1,1,7,1991,1991-08-31 09:30:00
"Borussia Dortmund","1. FC Koeln",3,1,8,1991,1991-09-06 14:00:00
"Eintracht Frankfurt","Stuttgarter Kickers",6,1,8,1991,1991-09-06 14:00:00
"Borussia Moenchengladbach","Dynamo Dresden",1,0,8,1991,1991-09-07 09:30:00
"VfB Stuttgart","VfL Bochum",4,1,8,1991,1991-09-07 09:30:00
"Bayern Muenchen","1. FC Kaiserslautern",1,0,8,1991,1991-09-07 09:30:00
"1. FC Nuernberg","Hamburger SV",1,1,8,1991,1991-09-07 09:30:00
"Karlsruher SC","Werder Bremen",2,1,8,1991,1991-09-07 09:30:00
"Bayer Leverkusen","Fortuna Duesseldorf",1,1,8,1991,1991-09-07 09:30:00
"Wattenscheid 09","Schalke 04",1,2,8,1991,1991-09-07 09:30:00
"MSV Duisburg","Hansa Rostock",2,0,8,1991,1991-09-08 14:00:00
"VfL Bochum","Borussia Moenchengladbach",3,1,9,1991,1991-09-13 14:00:00
"Fortuna Duesseldorf","MSV Duisburg",1,1,9,1991,1991-09-13 14:00:00
"Hansa Rostock","Karlsruher SC",1,2,9,1991,1991-09-13 14:00:00
"Hamburger SV","Bayern Muenchen",1,0,9,1991,1991-09-14 09:30:00
"1. FC Kaiserslautern","Borussia Dortmund",4,0,9,1991,1991-09-14 09:30:00
"1. FC Koeln","VfB Stuttgart",1,1,9,1991,1991-09-14 09:30:00
"Dynamo Dresden","Wattenscheid 09",3,0,9,1991,1991-09-14 09:30:00
"Schalke 04","Bayer Leverkusen",0,0,9,1991,1991-09-14 09:30:00
"Stuttgarter Kickers","Werder Bremen",2,1,9,1991,1991-09-14 09:30:00
"Eintracht Frankfurt","1. FC Nuernberg",2,2,9,1991,1991-09-15 09:30:00
"Wattenscheid 09","VfL Bochum",1,2,10,1991,1991-09-20 09:30:00
"Borussia Moenchengladbach","1. FC Koeln",2,2,10,1991,1991-09-20 14:00:00
"Karlsruher SC","Fortuna Duesseldorf",1,5,10,1991,1991-09-20 14:00:00
"VfB Stuttgart","1. FC Kaiserslautern",4,1,10,1991,1991-09-21 09:30:00
"Borussia Dortmund","Hamburger SV",2,2,10,1991,1991-09-21 09:30:00
"Bayern Muenchen","Eintracht Frankfurt",3,3,10,1991,1991-09-21 09:30:00
"1. FC Nuernberg","Stuttgarter Kickers",2,0,10,1991,1991-09-21 09:30:00
"Werder Bremen","Hansa Rostock",1,0,10,1991,1991-09-21 09:30:00
"Bayer Leverkusen","Dynamo Dresden",4,0,10,1991,1991-09-21 09:30:00
"MSV Duisburg","Schalke 04",2,0,10,1991,1991-09-22 14:00:00
"1. FC Nuernberg","Bayern Muenchen",1,1,11,1991,1991-09-27 14:00:00
"1. FC Koeln","Wattenscheid 09",1,1,11,1991,1991-09-27 14:00:00
"VfL Bochum","Bayer Leverkusen",0,2,11,1991,1991-09-27 14:00:00
"Eintracht Frankfurt","Borussia Dortmund",3,0,11,1991,1991-09-28 09:30:00
"Hamburger SV","VfB Stuttgart",1,1,11,1991,1991-09-28 09:30:00
"1. FC Kaiserslautern","Borussia Moenchengladbach",4,2,11,1991,1991-09-28 09:30:00
"Dynamo Dresden","MSV Duisburg",0,0,11,1991,1991-09-28 09:30:00
"Schalke 04","Karlsruher SC",3,1,11,1991,1991-09-28 09:30:00
"Fortuna Duesseldorf","Werder Bremen",0,0,11,1991,1991-09-28 09:30:00
"Stuttgarter Kickers","Hansa Rostock",1,1,11,1991,1991-09-28 09:30:00
"Borussia Dortmund","1. FC Nuernberg",3,2,12,1991,1991-10-04 15:00:00
"Karlsruher SC","Dynamo Dresden",1,0,12,1991,1991-10-04 15:00:00
"MSV Duisburg","VfL Bochum",1,1,12,1991,1991-10-04 15:00:00
"Borussia Moenchengladbach","Hamburger SV",1,0,12,1991,1991-10-05 10:30:00
"VfB Stuttgart","Eintracht Frankfurt",1,2,12,1991,1991-10-05 10:30:00
"Bayern Muenchen","Stuttgarter Kickers",1,4,12,1991,1991-10-05 10:30:00
"Hansa Rostock","Fortuna Duesseldorf",3,1,12,1991,1991-10-05 10:30:00
"Werder Bremen","Schalke 04",2,1,12,1991,1991-10-05 10:30:00
"Bayer Leverkusen","1. FC Koeln",1,1,12,1991,1991-10-05 10:30:00
"Wattenscheid 09","1. FC Kaiserslautern",1,0,12,1991,1991-10-05 10:30:00
"1. FC Nuernberg","VfB Stuttgart",4,3,13,1991,1991-10-11 15:00:00
"Eintracht Frankfurt","Borussia Moenchengladbach",0,0,13,1991,1991-10-11 15:00:00
"VfL Bochum","Karlsruher SC",1,3,13,1991,1991-10-11 15:00:00
"Bayern Muenchen","Borussia Dortmund",0,3,13,1991,1991-10-12 10:30:00
"Hamburger SV","Wattenscheid 09",0,1,13,1991,1991-10-12 10:30:00
"1. FC Kaiserslautern","Bayer Leverkusen",2,1,13,1991,1991-10-12 10:30:00
"1. FC Koeln","MSV Duisburg",1,1,13,1991,1991-10-12 10:30:00
"Dynamo Dresden","Werder Bremen",2,1,13,1991,1991-10-12 10:30:00
"Schalke 04","Hansa Rostock",5,0,13,1991,1991-10-12 10:30:00
"Stuttgarter Kickers","Fortuna Duesseldorf",0,1,13,1991,1991-10-12 10:30:00
"Borussia Moenchengladbach","1. FC Nuernberg",1,0,14,1991,1991-10-18 15:00:00
"Werder Bremen","VfL Bochum",3,0,14,1991,1991-10-18 15:00:00
"MSV Duisburg","1. FC Kaiserslautern",1,1,14,1991,1991-10-18 15:00:00
"VfB Stuttgart","Bayern Muenchen",3,2,14,1991,1991-10-19 10:30:00
"Fortuna Duesseldorf","Schalke 04",1,1,14,1991,1991-10-19 10:30:00
"Hansa Rostock","Dynamo Dresden",3,0,14,1991,1991-10-19 10:30:00
"Karlsruher SC","1. FC Koeln",0,1,14,1991,1991-10-19 10:30:00
"Bayer Leverkusen","Hamburger SV",1,1,14,1991,1991-10-19 10:30:00
"Wattenscheid 09","Eintracht Frankfurt",2,4,14,1991,1991-10-19 10:30:00
"Borussia Dortmund","Stuttgarter Kickers",3,1,14,1991,1991-10-20 15:00:00
"1. FC Nuernberg","Wattenscheid 09",3,1,15,1991,1991-10-25 15:00:00
"VfL Bochum","Hansa Rostock",3,2,15,1991,1991-10-25 15:00:00
"Dynamo Dresden","Fortuna Duesseldorf",2,0,15,1991,1991-10-25 15:00:00
"Borussia Dortmund","VfB Stuttgart",0,0,15,1991,1991-10-26 10:30:00
"Bayern Muenchen","Borussia Moenchengladbach",3,0,15,1991,1991-10-26 10:30:00
"Eintracht Frankfurt","Bayer Leverkusen",0,1,15,1991,1991-10-26 10:30:00
"Hamburger SV","MSV Duisburg",1,1,15,1991,1991-10-26 10:30:00
"1. FC Kaiserslautern","Karlsruher SC",3,0,15,1991,1991-10-26 10:30:00
"1. FC Koeln","Werder Bremen",5,0,15,1991,1991-10-26 10:30:00
"Stuttgarter Kickers","Schalke 04",1,1,15,1991,1991-10-26 10:30:00
"Werder Bremen","1. FC Kaiserslautern",0,2,16,1991,1991-11-01 14:00:00
"MSV Duisburg","Eintracht Frankfurt",3,6,16,1991,1991-11-01 14:00:00
"Wattenscheid 09","Bayern Muenchen",0,0,16,1991,1991-11-01 14:00:00
"Borussia Moenchengladbach","Borussia Dortmund",1,1,16,1991,1991-11-02 09:30:00
"VfB Stuttgart","Stuttgarter Kickers",3,1,16,1991,1991-11-02 09:30:00
"Schalke 04","Dynamo Dresden",1,1,16,1991,1991-11-02 09:30:00
"Fortuna Duesseldorf","VfL Bochum",3,0,16,1991,1991-11-02 09:30:00
"Hansa Rostock","1. FC Koeln",1,1,16,1991,1991-11-02 09:30:00
"Karlsruher SC","Hamburger SV",4,1,16,1991,1991-11-02 09:30:00
"Bayer Leverkusen","1. FC Nuernberg",0,1,16,1991,1991-11-02 09:30:00
"Borussia Dortmund","Wattenscheid 09",1,1,17,1991,1991-11-08 14:00:00
"1. FC Nuernberg","MSV Duisburg",1,1,17,1991,1991-11-08 14:00:00
"VfB Stuttgart","Borussia Moenchengladbach",0,1,17,1991,1991-11-09 09:30:00
"Bayern Muenchen","Bayer Leverkusen",2,2,17,1991,1991-11-09 09:30:00
"Eintracht Frankfurt","Karlsruher SC",1,1,17,1991,1991-11-09 09:30:00
"1. FC Kaiserslautern","Hansa Rostock",3,0,17,1991,1991-11-09 09:30:00
"1. FC Koeln","Fortuna Duesseldorf",4,1,17,1991,1991-11-09 09:30:00
"VfL Bochum","Schalke 04",1,0,17,1991,1991-11-09 09:30:00
"Dynamo Dresden","Stuttgarter Kickers",2,2,17,1991,1991-11-09 09:30:00
"Hamburger SV","Werder Bremen",0,1,17,1991,1991-11-10 14:00:00
"Werder Bremen","Eintracht Frankfurt",1,0,18,1991,1991-11-15 14:00:00
"MSV Duisburg","Bayern Muenchen",1,1,18,1991,1991-11-15 14:00:00
"Wattenscheid 09","VfB Stuttgart",1,3,18,1991,1991-11-15 14:00:00
"Dynamo Dresden","VfL Bochum",0,0,18,1991,1991-11-16 09:30:00
"Schalke 04","1. FC Koeln",3,0,18,1991,1991-11-16 09:30:00
"Fortuna Duesseldorf","1. FC Kaiserslautern",1,0,18,1991,1991-11-16 09:30:00
"Hansa Rostock","Hamburger SV",1,2,18,1991,1991-11-16 09:30:00
"Karlsruher SC","1. FC Nuernberg",1,0,18,1991,1991-11-16 09:30:00
"Bayer Leverkusen","Borussia Dortmund",0,2,18,1991,1991-11-16 09:30:00
"Stuttgarter Kickers","Borussia Moenchengladbach",3,0,18,1991,1991-11-16 09:30:00
"Borussia Moenchengladbach","Wattenscheid 09",1,0,19,1991,1991-11-22 14:00:00
"VfL Bochum","Stuttgarter Kickers",2,2,19,1991,1991-11-22 14:00:00
"VfB Stuttgart","Bayer Leverkusen",2,0,19,1991,1991-11-23 09:30:00
"Borussia Dortmund","MSV Duisburg",2,1,19,1991,1991-11-23 09:30:00
"Bayern Muenchen","Karlsruher SC",1,0,19,1991,1991-11-23 09:30:00
"1. FC Nuernberg","Werder Bremen",1,0,19,1991,1991-11-23 09:30:00
"Eintracht Frankfurt","Hansa Rostock",2,0,19,1991,1991-11-23 09:30:00
"Hamburger SV","Fortuna Duesseldorf",1,1,19,1991,1991-11-23 09:30:00
"1. FC Kaiserslautern","Schalke 04",1,1,19,1991,1991-11-23 09:30:00
"1. FC Koeln","Dynamo Dresden",1,1,19,1991,1991-12-10 14:00:00
"Borussia Moenchengladbach","Bayer Leverkusen",2,2,20,1991,1991-11-29 14:00:00
"Borussia Dortmund","Karlsruher SC",1,0,20,1991,1991-11-29 14:00:00
"Wattenscheid 09","Stuttgarter Kickers",4,1,20,1991,1991-11-29 14:00:00
"VfB Stuttgart","MSV Duisburg",2,0,20,1991,1991-11-30 09:30:00
"Bayern Muenchen","Werder Bremen",3,4,20,1991,1991-11-30 09:30:00
"1. FC Nuernberg","Hansa Rostock",0,0,20,1991,1991-11-30 09:30:00
"Eintracht Frankfurt","Fortuna Duesseldorf",1,1,20,1991,1991-11-30 09:30:00
"Hamburger SV","Schalke 04",2,1,20,1991,1991-11-30 09:30:00
"1. FC Kaiserslautern","Dynamo Dresden",4,1,20,1991,1991-11-30 09:30:00
"1. FC Koeln","VfL Bochum",1,0,20,1991,1991-11-30 09:30:00
"Schalke 04","Eintracht Frankfurt",1,1,21,1991,1991-12-05 14:00:00
"Fortuna Duesseldorf","1. FC Nuernberg",1,2,21,1991,1991-12-06 14:00:00
"Werder Bremen","Borussia Dortmund",0,1,21,1991,1991-12-06 14:00:00
"VfL Bochum","1. FC Kaiserslautern",0,0,21,1991,1991-12-07 09:30:00
"Dynamo Dresden","Hamburger SV",3,0,21,1991,1991-12-07 09:30:00
"Hansa Rostock","Bayern Muenchen",2,1,21,1991,1991-12-07 09:30:00
"Karlsruher SC","VfB Stuttgart",0,0,21,1991,1991-12-07 09:30:00
"Bayer Leverkusen","Wattenscheid 09",6,1,21,1991,1991-12-07 09:30:00
"Stuttgarter Kickers","1. FC Koeln",0,3,21,1991,1991-12-07 09:30:00
"MSV Duisburg","Borussia Moenchengladbach",1,1,21,1991,1991-12-08 14:00:00
"Borussia Moenchengladbach","Karlsruher SC",1,0,22,1991,1991-12-13 14:00:00
"Borussia Dortmund","Hansa Rostock",4,1,22,1991,1991-12-13 14:00:00
"Hamburger SV","VfL Bochum",0,0,22,1991,1991-12-13 14:00:00
"VfB Stuttgart","Werder Bremen",1,1,22,1991,1991-12-14 09:30:00
"Bayern Muenchen","Fortuna Duesseldorf",3,1,22,1991,1991-12-14 09:30:00
"1. FC Nuernberg","Schalke 04",0,1,22,1991,1991-12-14 09:30:00
"Eintracht Frankfurt","Dynamo Dresden",3,0,22,1991,1991-12-14 09:30:00
"1. FC Kaiserslautern","1. FC Koeln",2,1,22,1991,1991-12-14 09:30:00
"Bayer Leverkusen","Stuttgarter Kickers",3,1,22,1991,1991-12-14 09:30:00
"Wattenscheid 09","MSV Duisburg",2,0,22,1991,1991-12-14 09:30:00
"VfL Bochum","Eintracht Frankfurt",0,0,23,1991,1992-02-07 14:00:00
"Dynamo Dresden","1. FC Nuernberg",1,2,23,1991,1992-02-07 14:00:00
"Karlsruher SC","Wattenscheid 09",1,2,23,1991,1992-02-07 14:00:00
"1. FC Koeln","Hamburger SV",0,0,23,1991,1992-02-08 09:30:00
"Schalke 04","Bayern Muenchen",1,1,23,1991,1992-02-08 09:30:00
"Fortuna Duesseldorf","Borussia Dortmund",1,1,23,1991,1992-02-08 09:30:00
"Hansa Rostock","VfB Stuttgart",2,0,23,1991,1992-02-08 09:30:00
"Werder Bremen","Borussia Moenchengladbach",0,0,23,1991,1992-02-08 09:30:00
"Stuttgarter Kickers","1. FC Kaiserslautern",1,1,23,1991,1992-02-08 09:30:00
"MSV Duisburg","Bayer Leverkusen",1,2,23,1991,1992-02-09 14:00:00
"1. FC Nuernberg","VfL Bochum",1,0,24,1991,1992-02-14 14:00:00
"MSV Duisburg","Stuttgarter Kickers",1,1,24,1991,1992-02-14 14:00:00
"Wattenscheid 09","Werder Bremen",0,1,24,1991,1992-02-14 14:00:00
"Borussia Moenchengladbach","Hansa Rostock",1,1,24,1991,1992-02-15 09:30:00
"VfB Stuttgart","Fortuna Duesseldorf",3,1,24,1991,1992-02-15 09:30:00
"Borussia Dortmund","Schalke 04",2,0,24,1991,1992-02-15 09:30:00
"Bayern Muenchen","Dynamo Dresden",1,2,24,1991,1992-02-15 09:30:00
"Eintracht Frankfurt","1. FC Koeln",1,2,24,1991,1992-02-15 09:30:00
"Bayer Leverkusen","Karlsruher SC",2,0,24,1991,1992-02-15 09:30:00
"Hamburger SV","1. FC Kaiserslautern",0,1,24,1991,1992-02-16 14:00:00
"VfL Bochum","Bayern Muenchen",0,5,25,1991,1992-02-20 14:00:00
"Werder Bremen","Bayer Leverkusen",1,1,25,1991,1992-02-21 14:00:00
"Karlsruher SC","MSV Duisburg",2,2,25,1991,1992-02-21 14:00:00
"1. FC Kaiserslautern","Eintracht Frankfurt",1,1,25,1991,1992-02-22 09:30:00
"1. FC Koeln","1. FC Nuernberg",4,0,25,1991,1992-02-22 09:30:00
"Dynamo Dresden","Borussia Dortmund",0,0,25,1991,1992-02-22 09:30:00
"Schalke 04","VfB Stuttgart",0,1,25,1991,1992-02-22 09:30:00
"Fortuna Duesseldorf","Borussia Moenchengladbach",1,1,25,1991,1992-02-22 09:30:00
"Hansa Rostock","Wattenscheid 09",1,1,25,1991,1992-02-22 09:30:00
"Stuttgarter Kickers","Hamburger SV",1,1,25,1991,1992-02-22 09:30:00
"MSV Duisburg","Werder Bremen",0,0,26,1991,1992-02-28 14:00:00
"Bayer Leverkusen","Hansa Rostock",3,0,26,1991,1992-02-28 14:00:00
"Wattenscheid 09","Fortuna Duesseldorf",4,1,26,1991,1992-02-28 14:00:00
"Borussia Moenchengladbach","Schalke 04",1,1,26,1991,1992-02-29 09:30:00
"VfB Stuttgart","Dynamo Dresden",1,1,26,1991,1992-02-29 09:30:00
"Borussia Dortmund","VfL Bochum",1,1,26,1991,1992-02-29 09:30:00
"Bayern Muenchen","1. FC Koeln",0,0,26,1991,1992-02-29 09:30:00
"1. FC Nuernberg","1. FC Kaiserslautern",3,2,26,1991,1992-02-29 09:30:00
"Eintracht Frankfurt","Hamburger SV",2,1,26,1991,1992-02-29 09:30:00
"Karlsruher SC","Stuttgarter Kickers",3,1,26,1991,1992-02-29 09:30:00
"Dynamo Dresden","Borussia Moenchengladbach",1,2,27,1991,1992-03-06 14:00:00
"Schalke 04","Wattenscheid 09",1,1,27,1991,1992-03-06 14:00:00
"Hansa Rostock","MSV Duisburg",0,0,27,1991,1992-03-06 14:00:00
"1. FC Kaiserslautern","Bayern Muenchen",4,0,27,1991,1992-03-07 09:30:00
"1. FC Koeln","Borussia Dortmund",1,2,27,1991,1992-03-07 09:30:00
"VfL Bochum","VfB Stuttgart",0,2,27,1991,1992-03-07 09:30:00
"Fortuna Duesseldorf","Bayer Leverkusen",1,1,27,1991,1992-03-07 09:30:00
"Werder Bremen","Karlsruher SC",0,0,27,1991,1992-03-07 09:30:00
"Stuttgarter Kickers","Eintracht Frankfurt",0,2,27,1991,1992-03-07 09:30:00
"Hamburger SV","1. FC Nuernberg",0,2,27,1991,1992-03-08 14:00:00
"Borussia Moenchengladbach","VfL Bochum",1,2,28,1991,1992-03-13 14:00:00
"1. FC Nuernberg","Eintracht Frankfurt",1,3,28,1991,1992-03-13 14:00:00
"Werder Bremen","Stuttgarter Kickers",1,3,28,1991,1992-03-13 14:00:00
"VfB Stuttgart","1. FC Koeln",1,0,28,1991,1992-03-14 09:30:00
"Borussia Dortmund","1. FC Kaiserslautern",3,1,28,1991,1992-03-14 09:30:00
"Bayern Muenchen","Hamburger SV",2,0,28,1991,1992-03-14 09:30:00
"Karlsruher SC","Hansa Rostock",2,1,28,1991,1992-03-14 09:30:00
"Bayer Leverkusen","Schalke 04",2,1,28,1991,1992-03-14 09:30:00
"MSV Duisburg","Fortuna Duesseldorf",2,2,28,1991,1992-03-17 14:00:00
"Wattenscheid 09","Dynamo Dresden",3,0,28,1991,1992-03-31 13:00:00
"Hamburger SV","Borussia Dortmund",1,1,29,1991,1992-03-20 14:00:00
"VfL Bochum","Wattenscheid 09",1,1,29,1991,1992-03-20 14:00:00
"Dynamo Dresden","Bayer Leverkusen",1,0,29,1991,1992-03-20 14:00:00
"Eintracht Frankfurt","Bayern Muenchen",3,2,29,1991,1992-03-21 09:30:00
"1. FC Kaiserslautern","VfB Stuttgart",0,0,29,1991,1992-03-21 09:30:00
"1. FC Koeln","Borussia Moenchengladbach",1,1,29,1991,1992-03-21 09:30:00
"Schalke 04","MSV Duisburg",3,0,29,1991,1992-03-21 09:30:00
"Fortuna Duesseldorf","Karlsruher SC",2,3,29,1991,1992-03-21 09:30:00
"Hansa Rostock","Werder Bremen",0,0,29,1991,1992-03-21 09:30:00
"Stuttgarter Kickers","1. FC Nuernberg",3,1,29,1991,1992-03-21 09:30:00
