"hours","income","age","education","child5","child13","child17","nonwhite","owned","mortgage","occupation","unemp"
1944,561,41,15,0,1,0,1,1,1,"swcc",7
2165,251,21,12,0,0,0,0,0,0,"swcc",3
0,288,58,10,0,0,0,0,1,1,"other",5
2115,50,37,12,0,2,2,0,1,1,"swcc",5
255,345,32,12,1,1,0,0,1,1,"swcc",5
1868,200,27,14,0,0,0,0,1,1,"mp",4
1913,173,29,16,0,0,0,0,0,0,"other",4
1760,386,48,12,0,0,0,0,1,1,"mp",4
563,333,28,14,2,0,0,0,1,1,"mp",5
0,200,33,12,1,1,0,1,1,1,"swcc",4
1648,378,54,11,0,0,0,1,1,1,"mp",4
2070,91,20,12,0,0,0,1,1,1,"other",2
2020,80,49,8,0,0,0,1,1,0,"other",4
1960,210,33,12,0,2,0,1,1,1,"swcc",4
2000,130,27,12,1,1,0,1,0,0,"other",4
1984,40,62,9,0,0,0,1,1,1,"other",4
1742,195,35,12,0,0,1,1,1,1,"other",4
2050,280,26,12,0,0,0,1,1,1,"other",6
1880,270,31,12,1,0,0,1,1,1,"swcc",4
1040,100,48,10,0,0,0,1,1,0,"fr",11
1297,260,21,14,2,0,0,1,0,0,"other",5
1092,270,53,12,0,0,0,0,1,0,"swcc",4
880,316,27,12,2,0,0,0,1,1,"mp",8
2500,175,23,16,0,0,0,0,0,0,"mp",9
1883,-139,25,15,0,0,0,0,0,0,"fr",4
0,416,41,12,1,1,1,0,1,1,"mp",8
876,33,64,5,0,0,0,1,1,0,"other",11
2104,129,32,12,0,2,0,0,1,1,"other",9
1300,156,42,14,1,1,1,1,0,0,"fr",9
0,130,46,7,1,0,1,1,1,0,"fr",9
1368,50,31,12,1,1,0,1,0,0,"other",9
595,36,33,13,0,0,0,0,0,0,"other",9
2722,109,31,13,0,3,0,0,1,1,"swcc",9
500,365,37,17,0,2,0,0,1,1,"swcc",9
1960,214,39,14,0,0,0,1,1,0,"other",9
1376,285,37,16,0,1,1,1,0,0,"swcc",9
1908,205,32,14,1,0,0,0,1,1,"mp",8
0,200,43,11,0,2,1,1,1,0,"other",9
0,76,58,10,0,0,0,0,1,0,"other",9
524,295,35,12,0,2,0,0,0,0,"mp",9
1736,69,27,12,1,0,0,0,0,0,"other",9
1296,194,26,12,1,1,0,1,1,1,"other",9
0,152,55,10,0,0,0,1,1,0,"other",9
2000,220,31,12,1,1,0,1,0,0,"other",9
1950,116,30,8,0,4,0,1,0,0,"fr",9
0,123,25,11,3,0,0,1,0,0,"other",12
300,264,26,12,1,0,0,0,1,0,"swcc",9
1984,525,40,14,0,2,1,0,1,1,"swcc",9
0,175,62,12,0,0,0,0,1,0,"other",9
261,96,19,12,1,0,0,0,0,0,"swcc",9
1900,8,53,9,0,0,0,1,1,0,"other",4
2024,313,25,13,0,0,0,1,0,0,"mp",9
0,94,25,12,1,2,0,1,1,1,"swcc",11
1146,70,58,13,2,0,0,1,1,1,"other",11
2162,80,29,11,1,3,0,1,1,0,"swcc",11
906,137,49,9,1,0,1,1,1,1,"fr",11
528,90,21,12,4,0,0,1,0,0,"other",5
1837,80,28,12,1,2,0,1,1,1,"other",11
1960,160,27,15,0,1,0,1,1,0,"other",4
1792,142,35,13,0,3,0,1,1,0,"other",4
1888,170,27,17,1,0,0,1,1,0,"other",4
0,280,57,5,0,0,0,1,1,0,"other",7
0,730,31,9,0,0,0,0,1,1,"mp",4
2732,32,30,13,2,2,0,1,0,0,"other",3
400,280,22,15,0,0,0,1,0,0,"mp",11
688,324,40,12,1,0,0,1,0,0,"other",5
0,43,27,12,2,0,0,1,0,0,"other",5
2008,152,29,13,0,0,2,1,1,1,"other",3
1560,110,24,13,1,0,0,1,0,0,"other",6
1269,220,24,14,1,0,0,1,0,0,"swcc",5
196,506,31,12,1,1,0,1,1,1,"other",5
1960,370,28,15,1,0,0,1,0,0,"mp",4
1960,70,32,10,0,1,1,1,0,0,"other",4
968,145,21,12,1,0,0,1,0,0,"other",11
0,244,43,12,1,2,1,1,1,1,"swcc",6
2040,122,24,12,1,0,0,1,0,0,"other",7
1712,73,28,13,2,0,0,1,0,0,"swcc",7
2340,565,46,12,0,0,2,0,0,0,"swcc",4
1967,111,20,12,1,0,0,0,0,0,"swcc",4
0,113,27,12,2,0,0,0,0,0,"swcc",4
2000,3,33,15,1,0,1,1,1,1,"other",6
0,191,55,10,0,0,0,1,1,1,"swcc",6
2096,240,41,12,0,1,1,1,0,0,"other",2
1664,135,25,12,1,1,0,1,0,0,"other",6
2040,270,31,12,0,2,1,1,1,0,"other",8
612,220,31,9,0,1,0,1,0,0,"swcc",6
0,390,61,6,0,0,0,1,0,0,"other",7
1840,1430,30,17,0,0,0,0,1,1,"mp",6
2389,300,28,12,0,0,0,0,0,0,"swcc",3
0,150,22,10,3,0,0,0,1,1,"swcc",3
0,88,43,11,0,0,0,0,0,0,"other",7
970,90,18,10,1,0,0,0,0,0,"mp",7
558,1168,43,16,0,2,1,0,1,1,"mp",5
0,300,33,10,0,0,1,1,0,0,"swcc",6
1040,191,38,12,0,1,0,1,0,0,"swcc",3
2218,761,38,15,0,0,0,0,1,1,"mp",6
0,66,62,7,0,0,0,0,0,0,"other",8
760,195,21,12,2,0,0,1,0,0,"other",6
2080,142,24,16,0,0,0,1,0,0,"swcc",3
756,764,40,16,0,1,1,0,1,1,"mp",8
1911,132,27,13,1,0,0,1,0,0,"swcc",6
1456,689,46,11,0,0,1,1,1,1,"swcc",6
0,374,47,12,0,0,1,1,1,1,"swcc",3
0,300,44,11,0,1,0,1,1,1,"other",6
738,210,25,12,1,1,0,1,0,0,"other",6
1565,144,25,13,0,0,0,1,0,0,"mp",6
2024,120,27,12,0,1,0,1,0,0,"other",6
0,87,44,11,1,0,1,1,0,0,"other",6
1816,317,24,12,1,0,0,1,0,0,"swcc",3
622,350,24,10,3,0,0,1,0,0,"mp",6
0,46,26,8,2,0,0,0,0,0,"other",5
0,95,23,8,1,1,0,1,0,0,"other",21
1960,806,43,12,0,1,1,0,1,1,"swcc",4
1512,430,21,12,0,0,0,0,0,0,"swcc",4
362,286,42,12,0,0,1,0,1,1,"other",5
72,265,49,8,0,0,0,1,1,1,"other",6
0,46,29,12,1,3,1,1,0,0,"other",6
1280,80,29,12,0,0,0,1,0,0,"swcc",5
1960,752,38,12,0,1,1,1,0,0,"other",6
1908,172,36,14,0,1,2,1,0,0,"other",7
0,192,35,13,2,1,1,1,1,1,"other",7
1500,302,36,12,0,2,0,0,1,1,"mp",5
0,1105,38,16,1,1,0,0,1,1,"mp",6
1927,302,24,12,2,0,0,1,1,1,"other",5
2000,276,46,12,0,0,0,1,1,1,"other",6
1982,320,42,14,0,0,0,1,1,1,"mp",2
0,150,26,12,1,0,0,1,1,1,"swcc",8
0,260,51,9,0,2,0,1,1,0,"other",3
2346,82,29,12,1,2,0,1,0,0,"swcc",6
1200,96,19,12,2,0,0,1,0,0,"swcc",3
0,285,61,9,1,1,0,1,1,1,"other",6
2000,422,52,12,0,0,0,1,0,0,"other",6
1040,222,33,11,0,1,2,1,1,1,"other",6
2201,60,21,12,0,0,0,1,0,0,"other",6
1872,175,30,12,2,1,0,1,0,0,"other",6
0,209,46,12,0,0,1,1,1,1,"other",7
1610,483,43,17,0,2,0,1,1,1,"mp",3
0,76,64,11,0,0,1,1,0,0,"other",6
0,112,62,10,0,0,0,1,1,0,"other",4
1761,121,49,9,2,0,1,1,1,0,"other",4
600,170,29,8,2,2,0,1,1,1,"swcc",4
2310,30,26,12,0,0,0,1,0,0,"swcc",4
1880,113,25,11,2,0,0,1,1,0,"other",4
1560,115,47,11,0,1,2,1,1,0,"other",4
936,61,37,12,1,2,1,1,1,1,"other",4
301,120,39,12,0,0,0,1,1,0,"mp",16
0,64,62,10,0,0,0,1,0,0,"other",7
0,153,24,13,2,0,1,1,0,0,"other",7
129,158,26,12,2,1,0,1,1,1,"other",6
0,276,37,11,0,0,1,1,1,1,"other",9
0,190,26,9,1,3,0,1,0,0,"swcc",5
0,230,36,10,0,1,1,1,1,1,"other",7
1763,129,22,12,0,0,0,1,0,0,"swcc",4
2000,661,42,16,0,0,0,0,1,1,"swcc",5
0,1028,39,15,0,1,1,0,1,1,"mp",4
0,80,40,11,1,2,0,1,0,0,"other",2
1736,386,29,16,0,0,0,1,1,1,"mp",4
1560,116,33,14,1,2,0,1,1,1,"swcc",4
1720,215,27,12,0,1,0,1,1,1,"swcc",4
696,80,32,14,1,2,0,1,1,0,"other",4
2000,29,44,12,0,0,0,1,1,0,"other",4
125,332,30,12,1,2,0,1,1,1,"swcc",4
1719,215,33,17,0,0,0,1,0,0,"mp",4
2050,201,28,13,0,0,0,1,0,0,"mp",6
0,150,25,11,2,1,0,1,0,0,"other",9
2040,145,52,9,1,0,0,1,1,1,"other",9
0,200,30,12,2,0,0,1,1,1,"other",9
1900,230,40,17,0,2,0,0,1,0,"swcc",5
1056,158,54,12,0,0,0,1,0,0,"other",7
648,200,37,13,0,0,1,1,1,1,"other",7
0,148,52,6,0,3,0,1,0,0,"other",6
520,218,27,8,0,1,0,1,0,0,"other",5
1766,81,25,13,1,0,0,1,0,0,"other",5
507,415,36,13,1,0,2,1,1,1,"swcc",5
1008,330,32,16,0,2,1,1,0,0,"swcc",5
2004,350,31,13,0,1,0,1,0,0,"mp",5
967,387,37,17,1,0,0,1,1,1,"swcc",5
0,181,28,16,0,0,0,0,0,0,"swcc",5
1224,310,37,11,0,0,1,0,0,0,"swcc",3
0,200,30,14,2,0,0,1,0,0,"swcc",5
1468,180,30,16,0,3,0,1,0,0,"other",5
0,88,33,12,0,3,1,1,0,0,"swcc",9
0,200,35,6,0,2,0,1,0,0,"swcc",13
0,260,30,12,1,2,0,1,1,1,"swcc",17
600,0,37,12,1,2,1,1,0,0,"other",9
0,70,32,9,0,0,1,1,0,0,"other",17
0,93,61,0,0,0,0,1,0,0,"other",17
0,50,40,6,0,2,1,1,0,0,"fr",17
1536,348,36,17,0,2,0,1,1,0,"swcc",17
1283,170,30,10,2,1,0,1,1,0,"other",17
0,220,53,10,0,1,0,1,1,0,"swcc",17
1781,498,40,16,0,1,2,1,1,1,"mp",9
1972,212,42,16,0,0,0,0,1,1,"swcc",5
1813,912,45,17,0,0,1,0,1,1,"swcc",5
1631,530,40,16,0,0,1,0,1,1,"mp",4
1972,182,33,12,0,1,0,0,1,1,"other",11
0,880,35,16,2,2,0,0,1,1,"mp",8
1442,290,38,15,0,2,1,0,1,1,"swcc",8
1828,186,26,13,0,0,0,0,0,0,"mp",4
424,330,29,12,1,1,0,1,0,0,"other",5
1748,230,27,13,1,0,0,1,0,0,"other",5
1880,330,58,12,0,0,0,1,1,1,"other",5
1168,360,19,11,1,0,0,1,0,0,"other",5
2160,431,34,12,0,1,1,0,1,1,"swcc",5
1388,72,43,12,0,0,0,1,1,0,"other",12
0,229,31,13,1,1,0,1,0,0,"other",5
1784,151,44,11,0,0,1,1,0,0,"fr",4
0,80,62,10,0,0,1,1,0,0,"other",4
370,120,21,12,0,0,0,1,0,0,"swcc",4
0,140,27,13,2,0,0,1,0,0,"other",4
1552,421,39,13,0,1,1,1,1,1,"other",4
0,139,36,12,1,1,1,1,0,0,"other",5
0,453,52,11,0,2,0,1,0,0,"mp",5
0,471,51,12,0,2,0,1,0,0,"other",5
1612,230,19,12,0,0,0,1,0,0,"other",3
2080,230,25,12,1,0,0,1,0,0,"other",5
1785,136,33,12,1,1,0,0,0,0,"other",5
0,165,40,12,1,2,0,1,0,0,"other",5
0,320,43,7,0,1,0,1,1,0,"swcc",4
2010,270,46,12,0,1,0,1,1,0,"swcc",4
0,58,64,5,0,0,0,1,1,0,"other",4
264,151,46,11,0,0,1,1,1,0,"mp",7
1020,200,33,12,1,2,0,1,1,1,"other",9
1984,120,31,12,0,2,0,1,0,0,"other",9
0,150,64,9,0,3,2,1,1,0,"other",9
344,369,42,11,0,0,0,1,0,0,"other",9
0,70,23,13,2,0,0,1,0,0,"other",9
784,301,25,15,1,0,0,0,0,0,"swcc",6
1938,409,37,9,0,2,1,1,0,0,"other",9
