"wage76","grade76","exp76","black","south76","smsa76","region","smsa66","momdad14","sinmom14","nodaded","nomomed","daded","momed","famed","age76","col4"
0.5128,3,16,1,1,0,5,0,0,1,1,0,9.9372,5,9,25,1
NA,NA,NA,1,NA,0,5,0,0,0,1,1,9.9372,10.251,9,27,1
1.4183,13,5,1,0,1,5,0,1,0,0,0,4,5,8,24,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,0,4,8,27,1
1.7047,12,7,1,1,0,5,0,1,0,0,0,0,4,8,25,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,1,1,8,28,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,1,1,8,24,1
1.4929,12,6,0,1,1,5,0,1,0,0,0,9,7,8,24,1
0.9163,10,10,1,1,0,5,0,1,0,0,0,3,4,8,26,1
1.5581,12,8,0,1,0,5,0,1,0,0,0,10,12,6,26,1
1.3863,16,6,0,1,0,5,1,1,0,0,0,16,16,1,28,1
1.3813,18,0,0,1,0,5,0,1,0,0,0,16,16,1,24,1
1.2528,12,7,1,0,1,5,0,1,0,0,0,3,5,8,25,1
1.6544,12,15,1,1,0,5,0,1,0,1,1,9.9372,10.251,9,33,1
0.9933,10,15,1,1,0,5,0,1,0,0,0,4,8,8,31,1
1.1314,9,15,1,1,0,5,0,1,0,1,0,9.9372,1,9,30,1
NA,NA,NA,1,NA,0,5,0,0,0,1,1,9.9372,10.251,9,29,1
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,4,9,30,1
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,4,9,32,1
1.0986,6,19,1,1,0,5,0,0,0,1,1,9.9372,10.251,9,31,1
1.1787,12,10,1,1,0,5,0,0,0,1,1,9.9372,10.251,9,28,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,8,10,8,33,1
2.1972,12,6,0,1,1,5,1,1,0,0,0,18,12,2,24,1
NA,18,10,0,1,0,5,1,1,0,0,0,6,8,8,34,0
NA,NA,NA,0,NA,0,5,1,0,0,0,1,12,10.251,5,24,0
2.0149,13,7,0,1,1,5,1,1,0,0,0,12,12,3,26,0
NA,13,6,0,1,0,5,0,1,0,0,0,16,16,1,25,0
1.0473,8,12,1,1,1,5,1,0,1,1,0,9.9372,6,9,26,0
NA,NA,NA,1,NA,0,5,1,0,0,1,1,9.9372,10.251,9,25,0
1.0225,12,6,0,1,1,5,1,1,0,0,0,12,12,3,24,0
1.6094,13,10,1,1,1,5,1,1,0,0,0,13,10,5,29,0
NA,NA,NA,1,NA,0,5,1,1,0,0,0,13,10,5,26,0
1.9459,8,16,0,1,1,5,1,1,0,0,0,5,8,8,30,0
1.0986,9,11,0,1,1,5,1,1,0,0,0,5,8,8,26,0
1.3661,8,20,0,1,1,5,1,1,0,0,0,5,8,8,34,0
NA,15,3,1,1,1,5,1,1,0,0,0,8,2,8,24,0
1.6312,12,16,0,1,1,5,1,1,0,0,0,5,12,6,34,0
1.831,16,9,0,1,1,5,1,1,0,0,0,8,11,8,31,0
0.892,12,9,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,27,0
1.2892,12,9,0,1,1,5,1,1,0,0,1,7,10.251,9,27,0
NA,NA,NA,0,NA,0,5,1,1,0,0,0,7,6,8,26,0
0.6931,NA,NA,0,1,1,5,1,1,0,0,0,7,6,8,24,0
NA,NA,NA,0,NA,0,5,1,1,0,1,0,9.9372,7,9,34,0
NA,NA,NA,0,NA,0,5,1,1,0,0,0,2,7,8,34,0
NA,NA,NA,1,NA,0,7,1,0,1,1,0,9.9372,6,9,26,0
1.8017,16,5,0,1,1,7,0,0,1,1,0,9.9372,4,9,27,0
2.0281,12,7,0,1,1,7,1,0,1,1,0,9.9372,9,9,25,0
NA,16,9,0,1,1,7,1,1,0,0,0,12,15,2,31,0
NA,NA,NA,0,NA,0,7,1,0,0,0,0,12,12,3,26,0
NA,9,9,0,1,1,7,1,0,0,0,0,12,12,3,24,0
NA,6,22,1,0,1,7,1,0,0,1,0,9.9372,0,9,34,0
NA,NA,NA,1,NA,0,7,1,0,0,0,0,4,9,8,28,0
1.3481,14,11,0,1,1,7,1,1,0,0,0,12,12,3,31,0
NA,NA,NA,0,NA,0,7,0,0,1,0,0,12,13,2,24,0
NA,NA,NA,0,NA,0,7,0,0,0,1,1,9.9372,10.251,9,34,0
NA,13,6,0,1,0,7,0,1,0,0,0,9,9,7,25,0
NA,15,6,0,1,0,7,0,1,0,0,0,12,12,3,27,0
1.5994,12,14,1,1,1,7,1,1,0,0,0,8,8,8,32,0
2.1138,16,5,0,1,1,7,0,1,0,0,0,8,10,8,27,0
1.3962,12,7,0,1,1,7,1,0,1,1,0,9.9372,12,4,25,0
0.9821,15,6,0,1,0,7,1,1,0,0,0,10,12,6,27,0
NA,NA,NA,0,1,1,7,0,1,0,0,0,5,14,6,25,0
1.4816,12,16,0,1,0,7,0,1,0,0,0,5,8,8,34,0
NA,16,3,0,1,1,7,0,1,0,0,0,12,12,3,25,0
1.3218,14,8,0,1,0,7,0,0,1,1,0,9.9372,12,4,28,0
1.1019,10,8,0,1,0,7,0,1,0,0,0,2,8,8,24,0
1.884,12,16,0,1,0,7,0,1,0,0,0,8,12,6,34,0
1.6371,15,3,1,0,1,7,0,1,0,0,0,7,10,8,24,0
1.0986,12,8,1,1,0,7,0,0,1,1,0,9.9372,7,9,26,0
NA,NA,NA,1,NA,0,7,1,0,1,1,0,9.9372,7,9,30,0
0.8329,12,8,1,1,0,7,0,0,0,0,0,10,7,8,26,0
NA,NA,NA,1,NA,0,7,0,1,0,1,0,9.9372,7,9,26,0
NA,NA,NA,1,NA,0,7,0,0,1,1,0,9.9372,6,9,25,0
NA,NA,NA,1,NA,0,7,0,1,0,0,0,3,4,8,28,0
0.9555,10,15,1,1,0,7,0,0,0,1,1,9.9372,10.251,9,31,0
1.1151,12,6,1,1,0,7,0,0,0,0,0,8,9,8,24,0
1.4586,8,17,1,1,0,7,0,1,0,0,0,0,0,8,31,0
0.9555,8,10,1,1,0,7,0,1,0,0,0,0,0,8,24,0
1.7527,16,2,0,1,1,7,0,1,0,0,0,12,12,3,24,0
NA,NA,NA,0,NA,0,7,0,1,0,0,0,6,12,6,26,0
1.4469,11,12,1,1,0,7,0,1,0,0,0,4,2,8,29,0
1.1474,12,7,1,1,0,7,0,1,0,0,0,4,2,8,25,0
1.3218,13,10,0,1,0,7,0,1,0,0,0,7,10,8,29,0
1.6094,9,18,1,1,0,7,0,1,0,0,0,1,2,8,33,0
1.6094,12,7,0,1,1,7,0,1,0,0,0,1,6,8,25,0
1.2528,12,14,1,1,1,7,0,1,0,0,0,3,1,8,32,0
1.6582,10,13,1,1,1,7,0,1,0,0,0,3,1,8,29,0
1.6094,17,3,0,1,0,7,0,1,0,0,0,13,12,2,26,0
1.3481,16,3,0,1,1,7,0,1,0,0,0,13,12,2,25,0
NA,NA,NA,1,NA,0,7,1,0,0,1,1,9.9372,10.251,9,28,1
0,9,10,1,1,1,7,1,1,0,0,0,12,8,5,25,1
1.0986,15,5,1,1,1,7,1,0,0,0,0,6,7,8,26,1
0.6313,12,6,1,1,1,7,1,0,0,0,0,6,7,8,24,1
1.2669,8,19,1,1,1,7,1,0,1,1,0,9.9372,3,9,33,1
NA,NA,NA,1,NA,0,7,1,0,1,1,0,9.9372,12,4,28,1
0.9821,12,7,1,1,1,7,1,1,0,0,0,4,4,8,25,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,6,7,8,32,1
0.9821,12,10,1,1,1,7,1,1,0,0,0,6,7,8,28,1
1.7681,12,16,0,1,1,7,1,1,0,0,0,8,8,8,34,1
1.3218,12,6,1,1,0,5,0,0,0,1,0,9.9372,5,9,24,1
NA,9,11,1,1,0,5,0,0,0,1,0,9.9372,5,9,26,1
NA,6,18,1,1,0,5,0,1,0,1,0,9.9372,5,9,30,1
1.2413,12,13,1,1,0,5,0,0,0,1,1,9.9372,10.251,9,31,1
NA,NA,NA,1,NA,0,5,0,0,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,1,NA,0,5,0,0,1,1,1,9.9372,10.251,9,32,1
1.6956,16,6,0,1,1,5,0,1,0,0,0,14,12,2,28,1
1.7263,14,5,0,1,1,5,0,1,0,0,0,14,12,2,25,1
1.7527,12,8,0,0,1,5,0,1,0,0,0,12,12,3,26,1
NA,16,2,0,0,1,5,0,1,0,0,0,16,16,1,24,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,8,12,6,28,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,12,3,26,1
2.1861,15,5,0,0,1,5,0,1,0,0,0,10,12,6,26,1
1.6658,NA,NA,0,1,0,5,0,1,0,0,0,7,9,8,28,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,12,12,3,29,1
1.8326,13,7,0,1,0,5,0,1,0,0,1,6,10.251,9,26,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,16,17,1,30,1
1.4255,13,7,0,1,0,5,0,1,0,0,0,6,12,6,26,1
1.9213,6,19,0,1,0,5,0,1,0,0,1,4,10.251,9,31,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,8,10,8,27,1
1.8326,11,13,1,1,1,5,1,1,0,1,0,9.9372,9,9,30,0
1.1314,9,12,1,1,1,5,1,0,1,1,1,9.9372,10.251,9,27,0
1.8931,12,10,1,1,1,5,1,0,1,1,1,9.9372,10.251,9,28,0
NA,NA,NA,0,NA,0,5,1,0,1,1,1,9.9372,10.251,9,33,0
NA,NA,NA,0,NA,0,5,1,1,0,0,0,18,14,1,25,0
NA,16,2,0,1,1,5,1,1,0,0,0,18,14,1,24,0
1.0508,11,15,0,1,1,5,1,1,0,1,1,9.9372,10.251,9,32,0
NA,NA,NA,1,NA,0,5,1,1,0,1,1,9.9372,10.251,9,30,0
1.7918,12,8,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,26,0
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,8,9,29,0
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,12,3,27,0
2.0042,16,7,1,0,1,5,1,1,0,0,0,12,12,3,29,0
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,7,9,26,0
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,9,9,25,0
0.8109,11,10,1,1,1,5,1,1,0,0,0,2,5,8,27,0
1.8294,12,16,0,1,1,5,1,1,0,1,0,9.9372,8,9,34,0
1.7967,12,6,0,1,1,5,1,0,1,1,0,9.9372,8,9,24,0
1.7047,12,11,0,1,1,5,1,1,0,0,0,11,10,7,29,0
NA,NA,NA,1,NA,0,5,0,1,0,0,0,7,7,8,26,0
NA,NA,NA,1,NA,0,5,0,0,0,1,1,9.9372,10.251,9,24,0
NA,12,11,0,1,0,5,0,1,0,0,0,10,12,6,29,0
2.0807,16,5,0,1,0,5,0,1,0,0,0,10,12,6,27,0
NA,NA,NA,1,NA,0,5,0,1,0,1,1,9.9372,10.251,9,25,0
NA,NA,NA,0,NA,0,7,1,0,1,1,0,9.9372,16,4,33,1
1.1939,14,10,0,1,1,7,1,1,0,0,0,12,12,3,30,1
1.9228,16,12,0,1,1,7,1,1,0,0,0,4,12,6,34,1
2.3026,15,8,0,0,1,7,1,1,0,0,0,18,12,2,29,1
2.3897,16,8,0,1,1,7,1,1,0,1,1,9.9372,10.251,9,30,1
1.5602,13,5,1,1,1,7,1,0,1,1,0,9.9372,10,9,24,1
1.6094,12,6,1,1,1,7,1,1,0,1,0,9.9372,3,9,24,1
2.2513,14,5,1,1,1,7,1,1,0,0,0,6,10,8,25,1
2.4354,18,6,1,1,1,7,1,1,0,0,0,14,12,2,30,1
1.5041,12,14,1,1,1,7,1,0,1,1,0,9.9372,9,9,32,1
1.4996,12,7,0,1,1,7,1,0,0,0,0,7,12,6,25,1
NA,NA,NA,0,NA,0,7,1,1,0,1,0,9.9372,1,9,31,1
1.2837,16,5,0,1,1,7,1,1,0,0,0,12,12,3,27,1
1.6771,13,5,0,1,1,7,1,1,0,0,0,12,12,3,24,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,7,10,8,28,1
NA,6,12,0,1,1,7,1,0,0,0,0,0,0,8,24,1
1.8181,17,2,0,1,1,7,1,1,0,0,0,6,8,8,25,1
1.5892,14,4,0,1,1,7,1,1,0,0,0,17,14,1,24,1
1.4231,12,8,0,1,1,7,1,1,0,0,0,8,9,8,26,1
NA,17,8,0,0,1,7,1,1,0,1,1,9.9372,10.251,9,31,1
NA,NA,NA,0,NA,0,7,1,1,0,1,1,9.9372,10.251,9,27,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,13,6,5,31,0
0.9163,13,5,1,1,1,5,1,0,1,1,0,9.9372,9,9,24,0
NA,NA,NA,1,NA,0,5,1,0,1,0,1,9,10.251,9,26,0
NA,NA,NA,1,NA,0,5,1,1,0,0,1,4,10.251,9,32,0
NA,14,13,0,1,0,5,0,0,0,0,1,6,10.251,9,33,0
1.6094,13,9,0,1,0,5,0,1,0,0,0,9,6,8,28,0
2.4467,18,4,0,1,1,5,0,1,0,0,0,10,10,7,28,0
1.6582,12,14,0,1,0,5,0,1,0,0,0,8,7,8,32,0
NA,NA,NA,0,NA,0,5,0,0,1,1,0,9.9372,12,4,26,0
1.0986,11,7,0,1,1,5,0,0,1,1,0,9.9372,12,4,24,0
1.1249,9,11,0,1,0,5,0,1,0,0,0,8,12,6,26,0
1.8326,8,15,0,1,0,5,0,1,0,0,0,8,12,6,29,0
1.2528,13,5,0,1,1,5,0,1,0,0,0,8,7,8,24,0
1.9066,16,8,0,1,0,5,0,1,0,0,0,7,11,8,30,0
1.7192,13,9,0,1,0,5,0,1,0,1,0,9.9372,7,9,28,0
NA,8,11,0,1,0,5,0,0,1,1,0,9.9372,7,9,25,0
NA,NA,NA,1,NA,0,5,0,0,0,1,1,9.9372,10.251,9,27,0
1.2556,12,10,1,1,0,5,0,1,0,0,0,6,7,8,28,0
1.9782,12,10,1,0,1,5,0,1,0,0,0,5,9,8,28,0
1.7387,15,6,1,1,0,5,0,0,0,0,0,9,12,6,27,0
0.8755,11,8,1,1,1,5,1,1,0,0,0,6,12,6,25,0
1.5041,8,18,0,1,0,5,0,1,0,0,0,7,4,8,32,0
1.2179,11,16,1,1,0,5,0,1,0,0,0,3,3,8,33,0
1.0578,10,13,1,1,0,5,0,1,0,0,0,0,7,8,29,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,8,9,24,0
NA,NA,NA,1,NA,0,5,0,0,1,1,0,9.9372,8,9,26,0
NA,8,14,0,1,0,5,0,1,0,0,0,5,3,8,28,0
1.4183,17,1,0,1,0,5,0,1,0,0,0,12,12,3,24,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,14,13,1,24,1
2.1377,12,11,0,1,0,5,0,1,0,0,0,8,12,6,29,1
2.1679,16,10,0,1,0,5,0,1,0,0,0,7,16,6,32,1
NA,NA,NA,1,NA,0,5,0,0,0,1,1,9.9372,10.251,9,27,1
1.0818,11,12,1,1,0,5,0,1,0,0,1,12,10.251,5,29,1
1.0986,8,12,1,1,0,5,0,1,0,1,1,9.9372,10.251,9,26,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,9,10,7,24,1
NA,18,2,1,1,0,5,0,1,0,0,0,12,12,3,26,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,0,8,8,26,1
1.0613,16,4,1,1,1,5,0,1,0,0,0,9,12,6,26,1
NA,NA,NA,1,NA,0,5,0,1,0,0,0,9,12,6,25,1
NA,NA,NA,0,NA,0,5,0,0,1,1,0,9.9372,6,9,30,1
NA,NA,NA,0,NA,0,5,0,0,1,1,0,9.9372,6,9,27,1
1.0919,9,14,1,1,0,5,0,1,0,0,0,6,14,6,29,1
1.2837,5,21,1,1,0,5,0,1,0,0,0,2,5,8,32,1
NA,NA,NA,1,NA,0,5,0,1,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,1,NA,0,5,1,0,0,1,0,9.9372,10,9,27,1
NA,13,5,1,1,1,5,1,1,0,0,0,12,10,5,24,1
2.3952,12,12,1,0,1,5,0,0,0,1,1,9.9372,10.251,9,30,1
1.5369,16,11,1,0,1,5,1,0,1,1,0,9.9372,8,9,33,1
0.9746,14,7,1,1,0,5,0,1,0,1,0,9.9372,8,9,27,1
NA,18,4,0,1,1,5,0,0,1,1,1,9.9372,10.251,9,28,1
2.127,16,8,0,1,1,5,0,0,1,0,0,12,12,3,30,1
1.7527,16,9,0,1,0,5,0,1,0,0,0,8,14,6,31,1
0.8109,10,11,1,1,0,5,0,1,0,0,0,5,5,8,27,1
0.8544,12,7,1,1,0,5,0,1,0,0,0,5,5,8,25,1
0.9163,12,8,1,1,1,5,0,1,0,0,0,2,8,8,26,1
NA,11,7,0,1,0,5,0,1,0,0,0,5,4,8,24,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,11,12,6,25,1
0.6729,12,10,0,1,0,5,0,1,0,0,0,4,1,8,28,1
NA,NA,NA,0,NA,0,5,0,1,0,0,0,7,12,6,34,1
1.5581,12,14,1,1,0,5,0,1,0,0,0,0,4,8,32,1
NA,NA,NA,0,NA,0,5,0,1,0,1,0,9.9372,9,9,33,1
NA,NA,NA,0,NA,0,5,0,1,0,1,0,9.9372,9,9,29,1
1.6094,11,9,0,1,0,5,0,1,0,0,0,7,4,8,26,1
1.206,8,15,1,1,0,5,0,1,0,1,0,9.9372,1,9,29,1
1.5129,10,11,1,1,0,5,0,1,0,1,0,9.9372,1,9,27,1
2.246,16,3,0,1,1,5,0,1,0,0,0,16,12,2,25,1
1.0682,13,5,0,1,0,5,0,1,0,0,0,8,16,6,24,1
1.6487,16,5,0,1,0,6,0,1,0,0,0,8,10,8,27,1
1.556,15,7,0,1,0,6,0,1,0,0,0,5,11,8,28,1
1.0852,8,18,0,1,0,6,0,1,0,0,0,8,6,8,32,1
NA,NA,NA,0,NA,0,6,1,1,0,0,0,8,6,8,31,1
1.4351,12,15,0,1,1,6,1,1,0,0,1,3,10.251,9,33,1
1.6467,12,8,0,1,0,6,0,0,0,1,1,9.9372,10.251,9,26,1
NA,12,7,0,1,0,6,0,1,0,0,0,7,10,8,25,1
1.1506,12,14,0,1,0,6,0,1,0,0,0,8,8,8,32,1
1.3218,12,10,0,1,0,6,0,1,0,0,0,8,6,8,28,1
1.7047,13,6,1,1,0,6,0,1,0,0,0,8,8,8,25,1
2.245,8,19,0,1,0,6,0,0,0,1,1,9.9372,10.251,9,33,1
1.5581,16,5,0,1,1,7,1,1,0,0,0,12,12,3,27,1
1.3686,16,5,0,1,1,7,1,1,0,0,0,11,12,6,27,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,10,10,7,33,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,12,9,5,32,1
NA,13,7,0,1,1,7,1,0,1,1,0,9.9372,12,4,26,1
2.0149,11,7,0,1,1,7,1,1,0,0,0,12,10,5,24,1
NA,NA,NA,0,NA,0,7,1,0,0,0,0,12,15,2,30,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,8,7,8,25,1
NA,NA,NA,0,NA,0,7,1,1,0,0,0,8,7,8,24,1
1.5933,13,9,0,1,1,7,1,1,0,0,0,3,3,8,28,1
NA,NA,NA,1,NA,0,7,1,1,0,1,1,9.9372,10.251,9,30,1
NA,NA,NA,1,NA,0,7,1,0,1,1,0,9.9372,11,9,28,1
1.6094,12,10,1,1,1,7,1,1,0,0,0,8,8,8,28,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,7,7,8,25,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,7,7,8,24,1
NA,9,16,1,0,1,7,1,1,0,1,1,9.9372,10.251,9,31,1
NA,NA,NA,1,NA,0,7,1,1,0,0,0,1,3,8,28,1
0.9858,11,7,1,1,1,7,1,1,0,0,0,1,3,8,24,1
1.5581,12,15,1,1,1,7,1,0,1,1,0,9.9372,12,4,33,1
NA,12,14,0,1,1,5,1,1,0,0,0,12,12,3,32,1
1.2947,12,13,1,1,1,5,1,0,1,1,0,9.9372,8,9,31,1
1.0332,11,9,1,1,1,5,1,0,1,1,1,9.9372,10.251,9,26,1
0.9163,14,4,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,24,1
0.967,12,15,1,1,1,5,1,0,1,1,0,9.9372,6,9,33,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,6,9,25,1
2.3145,18,5,0,0,1,5,1,1,0,0,0,11,12,6,29,1
2.1199,17,5,0,1,1,5,1,1,0,0,0,11,12,6,28,1
1.141,16,2,0,0,1,5,1,1,0,0,0,11,12,6,24,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,12,12,3,26,1
2.2638,14,12,0,1,1,5,1,1,0,0,0,12,12,3,32,1
1.2413,9,14,1,1,1,5,1,1,0,0,0,7,5,8,29,1
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,12,4,25,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,12,3,25,1
1.0986,11,8,1,1,1,5,1,0,0,0,1,5,10.251,9,25,1
1.3218,11,15,1,1,1,5,1,0,1,1,0,9.9372,11,9,32,1
1.6094,14,4,0,1,1,5,1,1,0,0,0,10,8,8,24,1
1.2413,12,7,0,1,1,5,1,1,0,0,0,6,9,8,25,1
1.16,9,19,1,1,1,5,1,1,0,0,0,12,6,5,34,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,6,5,32,1
NA,10,13,1,1,1,5,1,1,0,0,0,12,6,5,29,1
1.3863,11,9,1,1,1,5,1,1,0,0,0,12,6,5,26,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,6,5,25,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,12,6,5,24,1
NA,NA,NA,1,NA,0,5,1,0,0,0,1,4,10.251,9,26,1
NA,NA,NA,1,NA,0,5,1,0,0,0,1,4,10.251,9,25,1
1.7011,13,8,1,1,1,5,1,0,1,0,0,9,8,8,27,1
NA,18,2,1,1,1,5,1,0,1,1,0,9.9372,12,4,26,1
0.8329,7,12,1,1,1,5,1,0,1,1,0,9.9372,12,4,25,1
1.4303,12,8,0,1,0,5,1,1,0,0,0,7,7,8,26,1
1.662,13,10,0,1,1,5,1,1,0,0,0,11,10,7,29,1
NA,16,10,0,1,1,5,1,1,0,0,0,15,16,1,32,1
NA,NA,NA,0,NA,0,5,1,0,1,1,0,9.9372,10,9,34,1
2.1576,10,17,0,1,1,5,1,1,0,0,0,8,12,6,33,1
1.6467,13,15,0,1,1,5,1,0,1,1,0,9.9372,6,9,34,1
1.7527,NA,NA,0,1,1,5,1,1,0,0,0,12,12,3,27,1
1.209,11,12,0,1,1,5,1,1,0,0,0,8,8,8,29,1
2.1576,13,14,0,1,1,5,1,1,0,1,0,9.9372,12,4,33,1
NA,NA,NA,0,NA,0,5,1,0,0,0,0,11,9,7,28,1
1.6487,8,13,0,1,0,5,1,0,0,0,1,7,10.251,9,27,1
2.1459,17,4,0,1,1,6,1,1,0,0,0,16,12,2,27,1
1.1506,12,6,0,1,0,6,1,1,0,0,0,6,9,8,24,1
NA,7,15,0,1,1,6,1,1,0,1,0,9.9372,4,9,28,1
2.1175,18,9,0,1,1,6,1,1,0,0,0,18,17,1,33,1
2.1691,16,9,0,1,1,6,1,1,0,0,0,18,17,1,31,1
2.6203,14,13,0,1,1,6,1,1,0,0,0,4,8,8,33,1
1.5063,16,12,0,1,1,5,1,0,1,1,0,9.9372,8,9,34,1
NA,12,15,0,1,1,5,1,1,0,0,0,11,10,7,33,1
1.9228,18,10,0,1,0,5,1,1,0,0,0,12,17,2,34,1
1.4702,13,9,0,1,1,5,1,0,1,1,0,9.9372,12,4,28,1
2.2116,13,13,0,1,1,5,1,1,0,0,0,12,12,3,32,1
2.1459,13,14,0,1,0,5,1,1,0,1,0,9.9372,12,4,33,1
1.7918,10,18,0,1,1,5,1,0,1,1,0,9.9372,10,9,34,1
0.94,12,10,1,1,1,5,1,1,0,1,1,9.9372,10.251,9,28,1
1.3218,12,11,1,1,1,5,1,0,1,1,0,9.9372,12,4,29,1
1.4839,16,5,1,1,1,5,1,0,1,1,0,9.9372,5,9,27,1
1.3987,13,6,1,1,1,5,1,0,1,1,0,9.9372,5,9,25,1
1.411,12,14,1,1,1,5,1,0,1,1,0,9.9372,7,9,32,1
1.0986,15,6,0,1,1,5,1,1,0,0,0,15,12,2,27,1
1.9359,16,4,0,1,1,5,1,1,0,0,0,14,16,1,26,1
NA,NA,NA,0,NA,0,5,1,0,0,0,0,12,12,3,26,1
2.3145,18,6,0,0,1,5,1,1,0,1,0,9.9372,10,9,30,1
1.6292,17,6,1,1,1,5,1,1,0,0,0,16,13,1,29,0
1.5085,15,5,1,1,1,5,1,1,0,0,0,15,12,2,26,0
NA,15,3,0,1,1,5,1,1,0,0,0,14,12,2,24,0
NA,NA,NA,1,NA,0,5,1,0,1,1,0,9.9372,7,9,25,0
NA,13,14,1,1,1,5,1,0,0,0,0,12,12,3,33,0
1.3558,12,10,0,1,1,5,1,1,0,0,0,11,12,6,28,0
NA,NA,NA,0,NA,0,5,1,0,0,0,0,7,8,8,25,0
1.5933,18,3,0,1,0,5,1,1,0,0,0,13,16,1,27,0
NA,NA,NA,0,NA,0,5,1,1,0,0,0,18,12,2,28,0
NA,12,7,0,1,1,5,1,1,0,0,0,18,12,2,25,0
1.141,5,20,0,1,0,5,1,0,0,1,1,9.9372,10.251,9,31,0
NA,NA,NA,0,NA,0,5,1,1,0,0,0,1,8,8,31,0
NA,8,15,0,1,1,5,1,1,0,0,0,4,3,8,29,0
NA,13,9,1,1,1,5,1,1,0,0,0,1,4,8,28,1
1.7527,14,6,0,1,1,5,1,1,0,0,0,12,12,3,26,1
1.3218,12,6,0,1,1,5,1,1,0,0,0,12,12,3,24,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,13,12,2,28,1
NA,15,5,0,1,0,5,1,1,0,0,0,12,12,3,26,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,10,11,7,24,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,9,9,7,26,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,12,15,2,31,1
1.8795,12,15,0,0,1,5,1,0,1,1,0,9.9372,10,9,33,1
1.9587,16,4,0,1,1,5,1,1,0,0,0,10,11,7,26,1
NA,NA,NA,1,NA,0,5,1,1,0,1,0,9.9372,7,9,31,1
1.6312,14,6,1,1,1,5,1,0,0,0,0,3,9,8,26,1
NA,NA,NA,0,NA,0,5,1,1,0,1,0,9.9372,8,9,34,1
1.8326,12,16,0,1,1,5,1,1,0,0,0,4,1,8,34,1
NA,NA,NA,0,NA,0,5,1,1,0,0,0,10,12,6,33,1
1.5261,14,5,0,1,1,5,1,1,0,0,0,11,10,7,25,1
1.8326,14,13,0,1,1,5,1,1,0,0,0,9,7,8,33,1
NA,12,7,0,1,1,5,1,1,0,0,0,10,9,7,25,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,8,7,8,26,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,8,7,8,24,1
1.7492,12,10,1,1,1,5,1,0,0,1,1,9.9372,10.251,9,28,1
NA,NA,NA,1,NA,0,5,1,1,0,0,0,6,6,8,32,1
NA,NA,NA,1,NA,0,5,1,0,0,1,1,9.9372,10.251,9,25,1
1.6094,12,7,1,1,1,5,1,0,1,1,0,9.9372,8,9,25,1
1.4207,13,8,1,0,1,5,1,0,0,1,0,9.9372,4,9,27,1
1.5497,13,7,1,0,1,5,1,0,0,1,1,9.9372,10.251,9,26,1
1.6487,12,11,1,1,1,5,1,0,0,0,0,4,3,8,29,1
2.0149,13,8,1,0,1,5,1,1,0,0,0,10,7,8,27,1
