"tmathssk","treadssk","classk","totexpk","sex","freelunk","race","schidkn"
602,518,"regular.with.aide",13,"girl","no","white",11
513,434,"small.class",9,"girl","yes","white",12
559,503,"small.class",4,"boy","no","white",63
405,414,"regular.with.aide",11,"girl","yes","black",31
405,405,"regular.with.aide",8,"boy","no","black",74
626,565,"regular.with.aide",3,"boy","no","white",42
576,460,"small.class",10,"girl","no","white",3
449,425,"regular",4,"boy","no","white",80
439,384,"small.class",13,"boy","yes","white",8
444,414,"regular",6,"boy","yes","black",19
506,431,"regular",3,"boy","yes","black",56
444,422,"small.class",1,"boy","yes","black",16
500,431,"regular",12,"boy","no","white",46
520,463,"regular.with.aide",6,"girl","no","white",69
520,455,"small.class",5,"girl","yes","black",29
459,425,"regular.with.aide",5,"girl","no","white",39
429,395,"regular",1,"boy","yes","black",22
500,421,"small.class",6,"boy","no","white",50
473,451,"regular.with.aide",11,"girl","no","white",37
405,393,"regular.with.aide",12,"boy","yes","white",79
468,411,"regular.with.aide",5,"girl","yes","white",39
520,487,"regular",10,"boy","yes","white",68
602,472,"small.class",12,"boy","no","white",74
449,407,"regular.with.aide",10,"girl","yes","white",72
547,439,"small.class",12,"girl","yes","white",50
423,397,"small.class",8,"girl","no","white",70
494,433,"regular",12,"boy","yes","black",45
478,463,"regular.with.aide",3,"boy","no","white",42
468,450,"regular",4,"girl","yes","white",80
468,403,"regular.with.aide",11,"boy","yes","black",18
547,422,"regular",0,"girl","no","white",17
484,460,"small.class",7,"girl","yes","white",9
468,413,"small.class",8,"girl","no","white",8
484,424,"regular.with.aide",21,"girl","yes","white",40
602,474,"regular",24,"girl","no","black",22
365,402,"regular.with.aide",7,"boy","no","white",56
444,448,"small.class",17,"boy","yes","black",48
459,416,"regular",10,"girl","yes","black",18
459,431,"regular.with.aide",21,"boy","yes","white",40
528,421,"regular.with.aide",2,"boy","no","white",71
576,483,"regular.with.aide",8,"girl","yes","black",17
489,418,"regular.with.aide",12,"boy","no","white",63
454,422,"small.class",2,"boy","yes","black",16
576,439,"small.class",0,"boy","no","black",23
536,463,"small.class",15,"girl","no","white",70
506,497,"regular",5,"girl","no","white",9
500,421,"regular",4,"boy","no","black",35
459,393,"regular.with.aide",17,"boy","yes","black",16
536,421,"regular.with.aide",11,"boy","no","white",18
484,443,"small.class",15,"girl","yes","white",65
463,431,"small.class",11,"boy","no","white",59
454,393,"regular.with.aide",5,"girl","yes","white",34
528,450,"regular.with.aide",12,"girl","no","white",51
494,445,"regular",1,"boy","no","white",76
434,424,"small.class",12,"boy","yes","white",6
439,434,"regular",1,"girl","yes","white",6
536,456,"regular.with.aide",15,"boy","yes","black",21
602,468,"small.class",14,"boy","no","white",74
576,468,"regular",15,"boy","no","white",7
489,443,"small.class",6,"boy","no","white",68
473,419,"regular.with.aide",6,"boy","no","black",26
418,403,"small.class",21,"girl","yes","white",48
536,450,"regular",1,"girl","no","black",23
513,460,"small.class",14,"girl","no","white",1
489,413,"regular.with.aide",3,"boy","no","white",7
449,407,"regular.with.aide",2,"boy","no","white",71
434,422,"regular.with.aide",1,"boy","yes","black",14
484,465,"regular",13,"girl","yes","white",38
384,400,"small.class",11,"boy","no","black",61
412,397,"small.class",3,"girl","no","white",56
412,403,"regular.with.aide",8,"boy","no","white",5
449,413,"regular",11,"boy","yes","white",64
506,442,"regular.with.aide",13,"girl","yes","white",48
429,413,"regular.with.aide",15,"girl","yes","white",47
520,450,"small.class",6,"boy","yes","black",31
473,414,"regular.with.aide",12,"girl","yes","white",10
506,480,"small.class",1,"girl","no","white",60
494,437,"small.class",13,"girl","no","white",37
547,450,"regular.with.aide",14,"girl","no","white",70
500,497,"regular.with.aide",11,"girl","no","white",9
626,545,"regular.with.aide",24,"girl","yes","black",30
547,474,"small.class",14,"girl","no","white",52
459,410,"regular",22,"girl","no","white",61
602,490,"regular",20,"girl","yes","black",23
559,431,"regular",0,"boy","yes","white",7
473,447,"regular.with.aide",9,"boy","yes","white",53
513,450,"small.class",5,"boy","no","white",58
520,485,"regular",13,"girl","no","white",51
405,411,"regular",7,"girl","yes","black",28
423,410,"regular.with.aide",6,"girl","no","black",16
547,527,"small.class",15,"boy","no","white",51
494,447,"regular",12,"boy","no","white",52
528,451,"regular",11,"girl","yes","black",22
459,428,"small.class",22,"boy","no","white",76
434,398,"small.class",5,"boy","yes","white",35
473,433,"regular",2,"girl","no","white",76
392,388,"regular",8,"boy","yes","white",5
439,418,"small.class",21,"boy","yes","black",20
500,428,"regular",0,"girl","yes","white",7
449,425,"regular.with.aide",1,"girl","yes","black",14
418,397,"regular",13,"girl","no","white",56
478,468,"small.class",15,"boy","no","white",65
506,453,"regular.with.aide",2,"boy","no","white",25
449,421,"regular.with.aide",13,"girl","no","white",80
559,465,"regular",13,"boy","no","white",51
520,427,"regular",13,"boy","no","white",55
494,450,"small.class",10,"boy","yes","white",3
528,447,"small.class",13,"boy","no","white",37
484,440,"small.class",21,"boy","yes","black",48
418,382,"regular.with.aide",8,"girl","no","white",57
405,414,"regular.with.aide",8,"girl","yes","white",61
506,451,"regular.with.aide",11,"girl","no","white",37
454,445,"regular.with.aide",5,"boy","no","white",51
384,405,"small.class",21,"boy","no","white",56
513,436,"regular",10,"girl","no","white",70
473,447,"regular.with.aide",2,"girl","yes","black",25
528,453,"regular.with.aide",15,"boy","no","white",21
506,448,"regular",0,"girl","no","white",17
500,445,"regular",16,"boy","yes","white",68
513,416,"regular",1,"girl","no","white",23
439,413,"regular.with.aide",3,"girl","no","white",66
429,413,"regular.with.aide",17,"girl","yes","black",16
439,418,"regular",6,"girl","yes","black",27
434,408,"regular",5,"girl","yes","black",29
454,443,"regular.with.aide",9,"boy","yes","white",3
418,411,"regular",11,"girl","yes","black",22
489,433,"regular.with.aide",13,"girl","no","white",48
478,467,"regular",11,"boy","yes","white",11
513,411,"regular.with.aide",12,"girl","yes","white",50
484,445,"regular",2,"boy","no","white",57
489,411,"small.class",6,"boy","no","white",39
513,437,"regular",13,"boy","no","white",50
513,433,"regular.with.aide",14,"boy","no","white",73
484,414,"regular",8,"boy","no","white",78
528,443,"small.class",7,"girl","no","white",61
459,427,"small.class",10,"girl","no","black",3
429,419,"regular.with.aide",5,"boy","yes","white",60
559,455,"regular",3,"boy","no","white",58
454,425,"regular",13,"girl","no","white",55
576,463,"regular",6,"girl","yes","black",27
513,476,"small.class",11,"girl","no","white",11
444,403,"small.class",15,"boy","no","white",70
468,411,"regular.with.aide",8,"boy","no","white",57
459,424,"regular.with.aide",14,"girl","yes","white",73
473,437,"regular.with.aide",12,"boy","yes","black",35
439,407,"regular.with.aide",6,"boy","yes","black",26
454,418,"regular",13,"boy","no","white",55
536,445,"regular.with.aide",14,"girl","yes","white",70
429,465,"regular.with.aide",17,"boy","yes","black",29
478,458,"regular.with.aide",7,"boy","yes","black",22
454,402,"regular",13,"boy","yes","white",75
547,458,"regular",2,"girl","yes","white",40
494,476,"regular.with.aide",8,"boy","no","white",74
384,384,"regular",4,"boy","no","white",35
500,407,"small.class",8,"boy","yes","white",70
478,403,"regular.with.aide",10,"boy","yes","white",72
454,398,"regular.with.aide",12,"girl","no","white",35
528,439,"regular",22,"girl","yes","white",61
484,418,"regular",6,"boy","no","white",71
547,442,"regular",24,"girl","yes","black",44
576,468,"regular.with.aide",3,"boy","no","white",7
576,532,"regular",13,"girl","no","white",79
520,450,"regular",24,"boy","yes","black",22
463,413,"small.class",6,"boy","no","white",71
494,433,"regular.with.aide",12,"girl","no","white",35
506,422,"regular.with.aide",2,"girl","yes","white",25
559,450,"regular.with.aide",12,"boy","no","white",51
536,474,"small.class",12,"boy","no","white",10
439,398,"small.class",12,"boy","yes","black",25
439,410,"small.class",13,"boy","yes","black",14
500,453,"regular",9,"girl","no","white",18
449,445,"regular.with.aide",17,"boy","no","white",58
423,393,"regular",13,"boy","no","white",56
513,453,"small.class",13,"girl","no","white",37
423,405,"regular",11,"boy","yes","black",15
478,410,"regular",1,"boy","yes","black",22
547,453,"small.class",14,"boy","yes","white",1
489,445,"regular",1,"boy","yes","black",22
626,497,"small.class",4,"boy","no","white",40
478,439,"regular",12,"girl","no","white",52
513,467,"regular",12,"girl","no","white",65
576,580,"regular.with.aide",7,"boy","no","white",54
513,437,"regular.with.aide",5,"girl","yes","black",33
434,405,"small.class",2,"boy","no","white",34
528,443,"small.class",14,"boy","no","white",21
454,419,"small.class",10,"girl","yes","black",18
489,440,"small.class",1,"boy","no","white",60
459,400,"regular",5,"boy","yes","white",47
484,455,"small.class",2,"girl","no","black",19
626,467,"small.class",20,"girl","no","white",17
449,448,"regular.with.aide",2,"boy","yes","white",25
513,492,"regular",13,"boy","no","white",75
459,400,"regular",1,"boy","no","white",76
468,416,"regular",11,"boy","yes","white",49
489,456,"regular",11,"boy","no","white",49
459,422,"regular.with.aide",5,"boy","no","white",34
463,456,"regular.with.aide",13,"boy","no","white",66
459,416,"regular",4,"girl","no","white",39
405,410,"small.class",9,"boy","yes","white",53
547,480,"small.class",3,"girl","yes","black",44
536,461,"regular.with.aide",20,"boy","no","black",27
468,430,"regular",10,"boy","yes","white",70
459,434,"regular",20,"girl","yes","white",12
449,413,"regular",22,"girl","no","white",61
399,403,"regular.with.aide",11,"boy","yes","black",45
473,467,"small.class",8,"boy","no","white",41
405,388,"small.class",9,"girl","yes","white",12
473,422,"regular",22,"boy","no","white",61
528,461,"regular",2,"girl","yes","black",32
506,439,"regular",0,"boy","no","white",59
506,451,"small.class",0,"boy","no","white",4
500,460,"small.class",21,"girl","no","black",20
513,448,"regular",3,"girl","no","white",10
484,433,"small.class",15,"girl","yes","white",70
454,410,"regular.with.aide",9,"boy","no","black",53
463,437,"regular.with.aide",11,"boy","yes","black",31
405,403,"regular",1,"boy","yes","black",22
418,391,"regular",12,"boy","yes","black",45
528,434,"regular",24,"girl","yes","black",44
444,427,"regular",5,"girl","yes","black",37
513,428,"regular.with.aide",7,"girl","no","white",63
463,403,"regular",3,"boy","no","white",43
484,460,"regular.with.aide",14,"boy","yes","white",73
489,448,"regular.with.aide",10,"girl","no","white",72
399,411,"regular",6,"boy","yes","black",33
429,414,"regular",15,"girl","yes","black",26
547,522,"small.class",11,"girl","no","white",11
463,455,"regular.with.aide",20,"boy","no","white",3
489,433,"regular",4,"girl","no","white",39
434,405,"small.class",15,"boy","no","white",55
494,448,"small.class",12,"girl","yes","white",34
473,453,"regular",7,"girl","yes","black",28
468,440,"small.class",8,"girl","no","white",41
478,439,"regular",10,"boy","no","white",70
468,425,"small.class",10,"boy","no","white",66
547,455,"regular",6,"girl","yes","white",13
454,442,"regular.with.aide",27,"girl","no","white",70
478,451,"regular",11,"boy","no","white",51
489,448,"regular",8,"boy","no","white",72
484,434,"regular.with.aide",4,"boy","no","white",62
528,456,"regular.with.aide",7,"girl","no","white",63
459,424,"regular",5,"boy","yes","black",29
449,425,"regular",15,"girl","no","white",36
528,425,"regular.with.aide",11,"girl","yes","black",31
559,455,"regular.with.aide",16,"girl","no","white",41
506,470,"regular",20,"boy","no","white",64
434,430,"regular",4,"boy","no","black",35
513,411,"small.class",8,"boy","yes","white",49
449,410,"small.class",1,"boy","yes","white",60
434,422,"regular.with.aide",8,"boy","no","white",61
392,398,"small.class",10,"boy","yes","white",66
494,460,"regular",2,"girl","no","white",57
439,410,"small.class",13,"boy","no","black",14
559,460,"regular.with.aide",15,"boy","yes","white",21
478,436,"regular.with.aide",6,"girl","no","white",69
468,421,"small.class",8,"girl","yes","white",8
559,490,"regular",11,"boy","no","white",51
559,474,"regular",10,"girl","yes","white",70
576,487,"regular",19,"girl","no","white",73
463,402,"regular.with.aide",8,"boy","no","white",61
463,421,"regular",12,"girl","yes","white",8
513,461,"regular.with.aide",17,"girl","no","white",58
520,467,"regular.with.aide",3,"girl","no","white",58
463,427,"regular",13,"girl","yes","white",38
459,430,"small.class",17,"boy","yes","white",48
547,453,"regular.with.aide",9,"boy","no","white",7
444,431,"small.class",12,"girl","no","white",34
547,455,"small.class",8,"boy","yes","black",49
439,431,"regular",15,"boy","no","white",36
513,428,"regular",15,"boy","yes","black",7
463,437,"regular.with.aide",21,"boy","no","white",40
489,448,"regular.with.aide",10,"boy","yes","white",72
536,472,"regular.with.aide",12,"girl","yes","white",63
559,483,"regular",10,"boy","no","white",68
459,445,"regular.with.aide",17,"boy","yes","black",29
439,424,"regular.with.aide",6,"boy","yes","black",16
506,410,"regular",24,"boy","no","black",44
547,518,"regular.with.aide",3,"girl","no","white",58
547,461,"small.class",3,"girl","no","white",75
528,436,"regular.with.aide",8,"boy","no","white",5
489,472,"regular",0,"girl","no","white",7
559,468,"regular",12,"boy","no","white",65
520,427,"small.class",3,"girl","no","white",75
536,436,"regular",24,"girl","yes","black",22
506,463,"small.class",7,"boy","no","white",9
454,405,"regular.with.aide",12,"boy","no","black",20
506,451,"small.class",6,"boy","yes","white",39
439,393,"regular",16,"girl","yes","white",62
449,407,"regular.with.aide",24,"boy","yes","black",30
500,450,"small.class",19,"girl","no","white",64
559,437,"small.class",12,"girl","yes","white",50
473,403,"regular.with.aide",7,"boy","no","white",4
576,458,"regular.with.aide",12,"girl","yes","white",50
439,398,"regular",8,"boy","no","white",66
478,419,"regular.with.aide",6,"boy","no","white",13
444,410,"small.class",12,"girl","no","white",34
468,461,"regular.with.aide",21,"girl","yes","white",40
602,458,"regular.with.aide",13,"boy","yes","white",80
439,421,"regular.with.aide",0,"boy","yes","black",37
513,443,"small.class",6,"boy","yes","black",31
513,434,"small.class",12,"boy","yes","white",50
626,500,"regular",20,"boy","no","black",23
520,448,"regular.with.aide",3,"boy","no","white",66
506,430,"small.class",8,"boy","no","white",76
449,402,"regular.with.aide",2,"boy","yes","white",71
520,442,"regular.with.aide",6,"boy","no","white",69
478,443,"regular",16,"girl","no","white",69
444,440,"regular.with.aide",7,"boy","no","white",56
449,421,"regular",13,"girl","yes","white",8
547,433,"regular",12,"girl","yes","white",72
478,419,"regular",17,"girl","no","white",34
429,431,"regular.with.aide",3,"boy","yes","white",7
489,403,"regular",18,"girl","yes","black",25
602,495,"small.class",6,"boy","yes","black",68
423,393,"regular",6,"boy","yes","black",19
478,503,"small.class",10,"boy","no","other",66
520,478,"small.class",2,"boy","yes","black",30
