"stateur","statemb","state","age","tenure","joblost","nwhite","school12","sex","bluecol","smsa","married","dkids","dykids","yrdispl","rr","head","ui"
8,120,62,32,1,"slack_work","no","no","male","yes","no","yes","yes","yes",5,0.4194915,"yes","yes"
8.1,171,81,29,10,"other","no","no","male","yes","no","no","no","no",5,0.4274809,"yes","no"
3.7,140,45,32,2,"other","no","yes","male","yes","no","no","no","no",9,0.504065,"yes","no"
4.3,176,54,33,8,"other","no","yes","male","yes","yes","yes","no","no",9,0.1956815,"yes","no"
6.3,171,88,43,1,"slack_work","no","yes","male","yes","no","yes","yes","no",6,0.2852113,"yes","yes"
5.3,96,32,36,1,"slack_work","no","yes","male","yes","yes","no","no","no",9,0.3003802,"yes","no"
7.3,225,59,33,4,"other","no","no","male","yes","no","yes","yes","yes",10,0.502439,"yes","yes"
10.3,115,64,56,25,"position_abolished","no","no","male","yes","no","yes","no","no",4,0.2090909,"yes","yes"
8.2,191,41,39,1,"seasonal_job_ended","no","no","male","yes","no","yes","yes","no",2,0.5,"yes","yes"
6.7,258,15,42,5,"slack_work","no","yes","male","yes","yes","no","no","no",9,0.5133172,"no","yes"
7.5,177,41,30,3,"other","no","no","male","yes","no","yes","yes","yes",1,0.3924303,"yes","no"
8.2,191,41,31,6,"other","no","no","male","yes","no","yes","yes","no",2,0.5021459,"yes","no"
8.4,203,74,36,6,"slack_work","yes","no","female","yes","yes","no","yes","no",6,0.5182482,"yes","no"
7.2,170,21,30,8,"slack_work","yes","no","male","yes","yes","no","no","no",3,0.5020576,"yes","yes"
11.6,84,32,37,12,"slack_work","no","no","male","yes","no","yes","yes","no",1,0.1296552,"yes","yes"
7.5,210,93,57,5,"slack_work","no","no","male","yes","yes","no","no","no",10,0.2101266,"yes","yes"
10.1,169,95,29,2,"other","no","yes","female","yes","no","yes","yes","yes",1,0.519403,"no","yes"
7.5,177,41,30,9,"slack_work","no","no","male","yes","no","yes","yes","no",1,0.2944694,"yes","yes"
4.5,184,56,44,15,"other","yes","no","female","yes","no","no","no","no",6,0.4975124,"yes","yes"
6,157,31,39,4,"other","no","no","female","yes","no","yes","no","no",7,0.495935,"no","yes"
7.8,166,93,41,5,"other","no","yes","male","yes","yes","yes","yes","no",3,0.3460765,"yes","yes"
9.2,276,34,43,15,"other","no","yes","female","yes","yes","yes","yes","no",10,0.3942134,"yes","no"
6.9,153,52,36,3,"slack_work","no","no","male","yes","yes","yes","yes","no",2,0.2301255,"yes","yes"
7.8,132,12,34,1,"other","no","no","male","yes","no","yes","yes","no",1,0.6210526,"yes","yes"
6.9,188,94,41,5,"slack_work","no","yes","male","yes","no","yes","yes","no",9,0.1710817,"no","yes"
7.6,140,52,51,24,"other","no","no","male","yes","yes","yes","no","no",1,0.2915888,"yes","yes"
5.6,197,73,56,2,"position_abolished","no","no","male","yes","no","yes","no","no",9,0.5157894,"yes","no"
9.4,136,93,29,9,"other","no","no","male","yes","no","no","no","no",1,0.4201681,"yes","yes"
6.5,180,21,39,4,"slack_work","no","no","female","yes","yes","no","yes","no",4,0.5028571,"yes","yes"
7.5,210,93,25,4,"slack_work","yes","yes","male","yes","yes","yes","no","no",10,0.3120301,"yes","yes"
6.9,153,52,21,2,"slack_work","yes","no","female","yes","yes","no","no","no",2,0.5433526,"no","yes"
10.5,251,55,35,12,"other","no","no","male","yes","no","yes","yes","yes",10,0.5189394,"yes","yes"
4.9,194,88,33,1,"other","no","no","male","yes","yes","no","no","no",9,0.519337,"yes","yes"
6.9,153,52,30,2,"slack_work","yes","yes","male","yes","yes","no","no","no",2,0.5092593,"no","no"
7.5,177,41,27,3,"slack_work","no","no","male","yes","no","yes","yes","yes",1,0.5013193,"yes","yes"
10.3,115,64,30,5,"other","no","no","male","yes","yes","yes","yes","yes",4,0.2693208,"yes","yes"
5.4,225,35,35,4,"other","no","no","male","yes","no","yes","no","no",10,0.4091954,"no","no"
7.2,196,35,48,3,"other","no","no","male","yes","yes","yes","yes","no",4,0.4355555,"yes","yes"
8.2,197,34,60,1,"slack_work","no","no","male","yes","yes","yes","no","no",6,0.2903727,"yes","yes"
11.7,140,61,30,4,"slack_work","no","no","male","yes","yes","yes","yes","yes",2,0.3038229,"yes","no"
11.8,205,23,34,13,"other","yes","no","male","yes","yes","yes","yes","yes",2,0.4793926,"yes","yes"
6,156,16,58,17,"slack_work","yes","no","female","yes","yes","yes","no","no",2,0.3912037,"no","yes"
12.3,147,31,29,1,"slack_work","no","no","male","yes","yes","yes","no","no",1,0.4982079,"yes","no"
7.7,171,81,29,3,"other","no","no","male","yes","yes","no","no","no",4,0.342,"yes","yes"
7.8,132,12,41,5,"slack_work","no","no","male","yes","no","yes","yes","no",1,0.438806,"yes","yes"
9.9,105,43,48,30,"other","no","no","male","yes","no","yes","no","no",2,0.2769608,"yes","yes"
14.6,90,64,26,2,"slack_work","yes","no","male","yes","no","no","no","no",1,0.502994,"no","yes"
10.8,175,92,42,5,"slack_work","no","no","male","yes","yes","yes","yes","no",2,0.5833333,"yes","yes"
11.4,168,33,30,5,"slack_work","no","no","male","yes","yes","no","no","no",2,0.5,"no","yes"
8.8,158,81,22,4,"slack_work","no","no","male","yes","no","no","no","no",2,0.5,"yes","no"
9,161,33,43,22,"position_abolished","yes","no","male","yes","yes","no","no","no",4,0.3305955,"yes","yes"
9.7,166,93,51,1,"other","no","yes","female","yes","yes","no","no","no",2,0.3935185,"no","no"
7.4,168,33,35,15,"other","no","no","male","yes","no","yes","yes","no",6,0.2097625,"yes","no"
6.2,199,33,29,1,"slack_work","no","no","female","yes","yes","yes","no","no",9,0.4859813,"no","no"
9,282,14,22,1,"slack_work","no","no","male","yes","yes","no","no","no",10,0.5,"no","no"
8.6,125,59,60,4,"other","no","no","female","yes","yes","yes","no","no",2,0.5033113,"no","no"
7.5,210,93,28,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",10,0.3936652,"yes","yes"
7.1,263,34,40,9,"position_abolished","no","no","female","yes","yes","no","yes","no",8,0.3756178,"yes","no"
8.4,203,74,34,2,"other","no","yes","female","yes","yes","yes","yes","no",6,0.5175439,"no","yes"
7.7,147,74,25,2,"slack_work","no","yes","male","yes","yes","no","no","no",1,0.5192308,"no","yes"
8.7,189,71,61,3,"slack_work","no","no","male","yes","no","yes","no","no",5,0.5020408,"yes","yes"
11,179,35,37,10,"other","no","yes","male","yes","yes","yes","yes","no",1,0.2989537,"yes","no"
5.6,197,73,42,6,"other","no","no","female","yes","no","yes","yes","no",8,0.5263158,"no","yes"
9.3,140,61,26,1,"slack_work","no","no","female","yes","no","yes","yes","yes",3,0.4662379,"no","yes"
11,179,35,30,3,"slack_work","no","yes","male","yes","yes","no","no","no",1,0.3984064,"no","yes"
6,187,33,25,3,"slack_work","yes","no","male","yes","yes","no","no","no",8,0.4903846,"no","yes"
7.9,173,82,20,2,"seasonal_job_ended","no","no","male","yes","no","no","no","no",4,0.5,"no","no"
13.7,90,63,56,10,"other","no","no","male","yes","yes","no","no","no",2,0.3211921,"yes","yes"
4.9,174,15,29,2,"slack_work","no","no","male","yes","yes","yes","yes","no",4,0.55,"yes","yes"
5.4,190,47,56,7,"other","no","no","male","yes","no","yes","no","no",5,0.4710327,"yes","no"
6,198,41,42,7,"other","no","no","male","yes","no","yes","yes","yes",4,0.5018182,"yes","yes"
6.2,216,92,33,9,"other","no","no","male","yes","no","no","no","no",6,0.3609155,"no","yes"
11.7,148,33,33,10,"other","no","no","male","yes","no","yes","yes","no",1,0.4983713,"yes","no"
3.8,207,14,20,1,"other","no","no","male","yes","yes","no","yes","no",5,0.5,"no","no"
5.8,166,93,40,2,"other","no","yes","male","yes","yes","yes","yes","yes",6,0.1275386,"yes","no"
7,189,74,34,2,"slack_work","no","yes","male","yes","yes","yes","yes","yes",4,0.4896373,"yes","yes"
9.2,154,85,37,7,"other","no","no","male","yes","no","yes","yes","no",5,0.4983051,"yes","yes"
5.1,200,83,31,6,"slack_work","yes","no","male","yes","no","yes","yes","yes",10,0.5189874,"yes","yes"
8.9,115,58,41,1,"other","no","yes","male","yes","yes","yes","yes","no",1,0.5201794,"yes","yes"
3,216,16,44,15,"other","yes","no","male","yes","yes","yes","yes","no",7,0.3589744,"yes","yes"
7.2,260,21,29,7,"slack_work","no","no","female","yes","no","yes","yes","no",10,0.4981949,"no","yes"
6,187,33,37,1,"slack_work","no","yes","male","yes","yes","no","no","no",8,0.4153846,"no","yes"
6.6,190,84,32,3,"slack_work","no","no","male","yes","yes","yes","yes","yes",2,0.2962428,"yes","no"
7.7,147,74,32,6,"slack_work","no","no","male","yes","yes","yes","yes","no",1,0.3266932,"yes","no"
8.9,115,58,29,9,"slack_work","no","no","male","yes","no","yes","no","no",1,0.2869955,"yes","yes"
8.6,198,83,44,1,"other","no","no","male","yes","no","yes","yes","no",6,0.3966245,"yes","no"
5.5,169,31,43,2,"other","no","no","male","yes","yes","yes","yes","no",8,0.5018587,"yes","yes"
7.5,115,58,21,3,"slack_work","no","no","male","yes","no","yes","yes","yes",2,0.2701525,"yes","yes"
7.5,115,58,33,15,"other","yes","no","male","yes","no","yes","yes","yes",2,0.5188679,"yes","no"
4.4,200,35,56,2,"slack_work","no","yes","male","yes","no","no","no","no",8,0.5,"yes","yes"
7.5,275,34,33,2,"other","no","no","male","yes","no","yes","yes","yes",9,0.5252525,"yes","no"
6.2,170,22,58,27,"other","no","no","male","yes","yes","no","yes","no",3,0.3397684,"yes","yes"
5.4,167,56,26,4,"seasonal_job_ended","no","no","male","yes","no","no","yes","no",4,0.5,"no","no"
8.4,180,83,37,14,"other","no","no","male","yes","no","yes","yes","yes",2,0.5185185,"yes","no"
11.8,205,23,41,15,"slack_work","no","no","male","yes","yes","yes","yes","no",2,0.5115741,"yes","yes"
6.1,138,54,45,5,"slack_work","no","yes","male","yes","no","yes","no","no",2,0.1724537,"yes","yes"
5.6,125,57,48,11,"position_abolished","yes","no","female","yes","yes","yes","no","no",6,0.5,"no","no"
6.3,135,13,36,4,"position_abolished","no","no","female","yes","no","no","yes","no",1,0.5022421,"yes","yes"
7.3,225,59,31,8,"other","no","no","female","yes","yes","no","yes","no",10,0.5,"yes","no"
11,179,35,22,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.5,"yes","yes"
6.1,138,54,59,40,"slack_work","yes","no","female","yes","yes","no","no","no",2,0.5217391,"yes","yes"
9.9,105,43,20,3,"other","no","no","female","yes","no","yes","yes","yes",2,0.583815,"no","no"
6.2,209,91,49,8,"position_abolished","no","no","female","yes","yes","yes","no","no",8,0.2780338,"no","yes"
14.6,90,64,48,6,"other","no","yes","male","yes","no","yes","yes","no",1,0.0897666,"yes","no"
8,224,23,30,3,"other","no","yes","male","yes","yes","yes","yes","yes",4,0.32,"yes","yes"
8.1,158,42,36,2,"slack_work","no","no","female","yes","no","yes","yes","no",2,0.5661765,"no","yes"
9.9,225,55,37,2,"slack_work","no","no","female","yes","no","no","yes","no",7,0.519685,"yes","yes"
6.8,232,23,34,14,"other","no","no","male","yes","yes","no","no","no",5,0.4643584,"yes","yes"
6.4,213,84,30,1,"other","no","yes","male","yes","yes","no","no","no",7,0.6009175,"yes","no"
9.4,136,93,32,4,"other","no","no","female","yes","yes","yes","yes","no",1,0.4198895,"no","no"
7.4,199,61,45,20,"position_abolished","no","no","male","yes","yes","yes","yes","no",10,0.4968354,"yes","yes"
9.9,105,43,32,12,"slack_work","no","no","male","yes","yes","yes","yes","yes",2,0.2092593,"yes","yes"
9.9,105,43,28,4,"other","no","no","male","yes","yes","yes","yes","yes",2,0.2092593,"yes","no"
5.6,200,59,34,3,"other","yes","no","female","yes","yes","no","no","no",8,0.5041322,"no","no"
3.1,134,46,30,3,"other","no","yes","female","yes","yes","yes","no","no",8,0.3304843,"no","no"
5.7,184,31,50,2,"other","no","no","male","yes","yes","yes","no","no",9,0.5,"yes","yes"
7.7,147,74,30,2,"slack_work","no","no","male","yes","yes","yes","yes","no",1,0.5201794,"yes","yes"
12.3,147,31,29,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.367713,"yes","yes"
7.2,166,93,25,7,"slack_work","yes","no","male","yes","yes","no","no","no",4,0.3924051,"no","no"
9.9,105,43,46,3,"slack_work","no","yes","male","yes","yes","no","no","no",2,0.1047266,"yes","yes"
6,156,16,27,3,"position_abolished","no","no","male","yes","yes","no","no","no",2,0.4977974,"no","yes"
4.3,129,45,24,6,"slack_work","no","no","male","yes","yes","yes","no","no",3,0.5,"yes","no"
7.4,168,33,20,1,"position_abolished","no","no","male","yes","no","no","yes","no",6,0.4814815,"no","yes"
9,192,83,38,8,"slack_work","no","yes","male","yes","no","yes","yes","yes",5,0.2126697,"yes","yes"
9.9,105,43,26,3,"slack_work","no","no","male","yes","yes","no","no","no",2,0.2177264,"yes","no"
8,168,74,34,2,"other","no","no","male","yes","yes","yes","yes","yes",2,0.5156695,"yes","yes"
6.8,232,23,45,10,"slack_work","no","no","male","yes","no","yes","no","no",5,0.519084,"yes","yes"
5.6,200,59,39,2,"slack_work","yes","no","male","yes","yes","no","yes","yes",8,0.5,"yes","no"
14.3,182,34,34,1,"slack_work","no","yes","male","yes","yes","yes","no","no",1,0.2827298,"yes","yes"
8,168,74,33,1,"other","no","no","male","yes","yes","yes","yes","yes",2,0.5185185,"yes","yes"
8.7,189,71,33,13,"slack_work","no","no","male","yes","yes","yes","yes","no",5,0.4208145,"yes","yes"
5.6,150,54,24,3,"slack_work","no","no","female","yes","yes","no","no","no",4,0.5050505,"no","yes"
11.9,110,62,60,5,"slack_work","no","no","male","yes","yes","no","yes","no",1,0.4170403,"no","yes"
6.6,170,43,21,1,"slack_work","no","no","female","yes","no","yes","no","no",10,0.5654008,"no","yes"
9.7,152,56,60,32,"other","no","no","male","yes","yes","yes","no","no",1,0.4982079,"yes","yes"
6,157,31,42,21,"position_abolished","yes","no","female","yes","yes","no","no","no",7,0.4880546,"yes","no"
9.4,197,92,48,10,"position_abolished","no","no","female","yes","no","yes","no","no",3,0.6486486,"no","yes"
4.1,258,22,32,1,"other","yes","no","male","yes","yes","yes","no","no",8,0.5990784,"yes","no"
7.4,168,33,50,16,"position_abolished","no","no","male","yes","yes","yes","yes","no",6,0.3,"yes","yes"
9.1,145,81,57,3,"slack_work","no","yes","male","yes","no","yes","no","no",1,0.2421525,"yes","yes"
8.9,115,58,26,2,"other","no","yes","male","yes","no","yes","yes","yes",1,0.5209581,"yes","no"
3.5,205,51,47,10,"other","no","no","male","yes","no","yes","yes","no",8,0.2279129,"yes","no"
5.8,198,54,28,2,"slack_work","yes","no","male","yes","no","no","no","no",10,0.515873,"no","no"
6.7,270,16,21,3,"slack_work","no","no","male","yes","yes","no","no","no",10,0.4493671,"yes","yes"
4.3,141,12,36,14,"position_abolished","no","no","male","yes","no","yes","yes","no",3,0.6231884,"yes","yes"
6,247,92,45,1,"slack_work","no","yes","female","yes","yes","no","no","no",10,0.6498195,"yes","yes"
9.7,152,56,21,1,"slack_work","yes","no","male","yes","yes","no","yes","no",1,0.5,"no","no"
9.1,161,33,43,10,"slack_work","no","no","male","yes","yes","yes","yes","no",3,0.4033816,"yes","yes"
8,224,23,32,1,"slack_work","no","yes","female","yes","yes","yes","yes","yes",4,0.52,"no","yes"
6.6,190,84,23,1,"slack_work","no","no","female","yes","yes","no","yes","yes",2,0.6,"yes","yes"
9.1,214,23,60,41,"other","no","no","male","yes","yes","yes","no","no",3,0.5212355,"yes","no"
8.9,189,74,36,5,"other","no","no","male","yes","no","yes","yes","no",5,0.5186441,"yes","no"
5.8,245,56,27,4,"slack_work","no","no","male","yes","no","no","no","no",10,0.5,"no","yes"
9.1,161,33,34,5,"position_abolished","yes","yes","female","yes","yes","no","yes","no",3,0.3583691,"yes","yes"
11.1,84,32,51,15,"other","yes","no","male","yes","yes","yes","no","no",2,0.4212963,"yes","no"
9.4,136,93,29,4,"slack_work","no","yes","male","yes","yes","no","no","no",1,0.2235294,"no","yes"
4.9,174,15,31,5,"other","no","no","female","yes","yes","yes","yes","yes",4,0.5529412,"no","yes"
11.1,84,32,21,1,"slack_work","no","no","male","yes","yes","no","yes","no",2,0.5260116,"no","yes"
11.6,84,32,22,1,"other","no","no","female","yes","yes","no","no","no",1,0.5568863,"no","no"
6.3,180,21,55,35,"other","no","no","male","yes","yes","yes","no","no",5,0.3005093,"yes","no"
5.4,280,23,35,2,"position_abolished","no","no","male","yes","yes","no","no","no",9,0.5197569,"yes","yes"
11.6,84,32,39,19,"other","no","no","female","yes","no","yes","yes","no",1,0.3369175,"no","yes"
7.2,105,43,33,8,"other","yes","no","male","yes","no","yes","yes","no",3,0.301105,"yes","yes"
11.1,84,32,44,16,"slack_work","no","yes","male","yes","yes","no","no","no",2,0.1619217,"yes","no"
7.6,140,52,44,2,"slack_work","no","no","male","yes","yes","yes","yes","no",1,0.2096774,"yes","yes"
14.2,197,34,23,1,"other","no","no","male","yes","yes","no","yes","no",2,0.5231788,"no","no"
7.8,166,93,52,3,"other","no","no","male","yes","yes","yes","yes","yes",3,0.392283,"yes","yes"
11.8,205,23,52,10,"slack_work","no","no","male","yes","no","no","yes","no",2,0.520436,"yes","no"
6.6,291,22,50,20,"other","yes","no","male","yes","yes","yes","yes","no",10,0.6,"yes","yes"
11.1,84,32,50,16,"slack_work","no","no","female","yes","no","yes","no","no",2,0.4008811,"no","yes"
11.1,84,32,33,6,"slack_work","no","no","female","yes","yes","yes","yes","yes",2,0.2339332,"no","yes"
5.6,175,44,43,11,"other","no","no","male","yes","no","yes","yes","no",2,0.1751622,"yes","yes"
7.8,145,64,30,12,"other","yes","no","male","yes","no","no","no","no",8,0.4976959,"yes","yes"
7,189,74,21,4,"slack_work","no","no","male","yes","yes","yes","no","no",4,0.52,"yes","yes"
5.2,252,23,26,5,"other","no","no","male","yes","no","yes","no","no",7,0.5201342,"yes","yes"
2.8,256,95,30,10,"other","yes","no","male","yes","yes","yes","yes","yes",9,0.4271255,"yes","no"
14.4,194,55,28,6,"slack_work","no","no","male","yes","no","yes","no","no",1,0.1940701,"no","yes"
7.8,166,93,58,13,"other","no","no","male","yes","yes","yes","no","no",3,0.2372414,"yes","no"
5.1,166,93,39,2,"slack_work","no","yes","male","yes","no","no","no","no",8,0.3453237,"yes","yes"
6.7,166,56,43,2,"slack_work","yes","no","male","yes","no","yes","yes","yes",3,0.5,"yes","yes"
6.6,170,43,43,14,"other","no","no","male","yes","yes","yes","yes","no",10,0.308046,"yes","yes"
5.9,206,84,20,1,"slack_work","no","no","female","yes","yes","no","yes","no",4,0.6,"no","no"
6.3,149,47,47,1,"slack_work","no","no","male","yes","yes","yes","no","no",1,0.3915094,"yes","yes"
9.4,136,93,30,9,"slack_work","no","no","male","yes","yes","no","no","no",1,0.2272048,"yes","no"
9.7,166,93,29,4,"position_abolished","no","no","male","yes","yes","no","no","no",2,0.3950617,"no","yes"
8.9,189,74,44,5,"other","no","no","male","yes","yes","yes","yes","no",5,0.4732825,"yes","yes"
6.9,172,14,47,2,"slack_work","no","no","male","yes","yes","yes","yes","no",2,0.5,"yes","yes"
11.6,84,32,30,4,"slack_work","no","no","male","yes","yes","no","no","no",1,0.1684588,"yes","yes"
5.4,175,58,23,1,"other","no","no","male","yes","yes","yes","no","no",9,0.5182186,"yes","yes"
6.3,150,59,24,5,"other","yes","no","male","yes","yes","no","no","no",3,0.4983923,"no","no"
7.8,132,12,39,4,"other","no","no","female","yes","no","yes","yes","no",1,0.4117647,"no","no"
6.7,166,93,44,8,"position_abolished","yes","no","female","yes","yes","yes","yes","no",5,0.3319755,"no","no"
11.7,148,33,59,33,"slack_work","yes","no","male","yes","yes","yes","yes","no",1,0.3286853,"yes","yes"
4.1,236,56,50,17,"other","yes","no","female","yes","yes","no","no","no",9,0.4320713,"yes","yes"
7.4,197,73,51,11,"other","no","no","female","yes","no","no","no","no",6,0.5205047,"yes","yes"
6.6,224,74,29,8,"slack_work","no","no","male","yes","yes","no","no","no",10,0.5086207,"no","no"
