"smsa66","smsa76","nearc2","nearc4","nearc4a","nearc4b","ed76","ed66","age76","daded","nodaded","momed","nomomed","momdad14","sinmom14","step14","south66","south76","lwage76","famed","black","wage76","enroll76","kww","iqscore","mar76","libcrd14","exp76"
"yes","yes","yes","yes","no","yes",17,13,28,18,"no",14,"no","yes","no","no","yes","yes",6.259582,1,"no",523,"no",38,125,"yes","yes",5
"yes","yes","yes","yes","no","yes",12,7,24,0,"no",3,"no","yes","no","no","yes","yes",6.070738,8,"no",433,"no",26,NA,"yes","no",6
"yes","yes","yes","yes","no","yes",14,9,25,5,"no",4,"no","yes","no","no","yes","yes",6.135565,8,"no",462,"yes",22,89,"yes","yes",5
"yes","yes","yes","yes","no","yes",12,7,24,5,"no",4,"no","yes","no","no","yes","yes",5.983936,8,"no",397,"no",16,NA,"yes","yes",6
"yes","yes","yes","yes","no","yes",15,10,26,9,"no",5,"no","yes","no","no","yes","yes",5.991465,8,"no",400,"yes",26,92,"yes","yes",5
"yes","yes","yes","yes","no","yes",18,12,28,14,"no",8,"no","yes","no","no","yes","no",6.77079,5,"no",872,"no",28,127,"4","yes",4
"yes","yes","yes","yes","no","yes",12,9,26,7,"no",10,"no","yes","no","no","yes","yes",5.934894,8,"no",378,"no",38,80,"yes","yes",8
"yes","yes","yes","yes","no","yes",12,11,27,5,"no",8,"no","yes","no","no","yes","yes",5.897154,8,"no",364,"no",24,NA,"yes","yes",9
"yes","yes","yes","yes","no","yes",15,14,31,12,"no",10,"no","yes","no","no","yes","yes",6.869014,5,"no",962,"no",44,NA,"yes","yes",10
"yes","yes","yes","yes","no","yes",15,13,30,12,"no",15,"no","yes","no","no","yes","yes",6.685861,2,"no",801,"no",36,112,"4","yes",9
"yes","yes","yes","yes","no","yes",5,4,32,0,"no",4,"no","yes","no","no","yes","yes",5.991465,8,"no",400,"no",12,NA,"yes","no",21
"yes","yes","yes","yes","no","yes",13,11,29,9.94,"yes",12,"yes","no","no","no","yes","yes",6.291569,4,"yes",540,"no",29,NA,"4","no",10
"yes","yes","yes","yes","no","yes",10,10,30,9,"no",9,"no","yes","no","no","yes","yes",6.109248,7,"no",450,"no",35,90,"yes","no",14
"yes","yes","yes","yes","no","yes",15,12,27,9.94,"yes",16,"yes","no","yes","no","yes","yes",6.082219,4,"yes",438,"no",34,NA,"4","yes",6
"yes","yes","yes","yes","no","yes",12,9,26,4,"no",9,"no","yes","no","no","yes","yes",5.886104,8,"yes",360,"no",23,84,"5","no",8
"yes","yes","no","yes","yes","no",12,11,27,12,"no",12,"no","no","no","yes","yes","yes",6.270988,3,"no",529,"no",30,NA,"yes","no",9
"yes","yes","no","yes","yes","no",12,11,26,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",6.580639,9,"yes",721,"no",43,120,"yes","no",8
"yes","yes","no","yes","yes","no",2,2,31,9.94,"yes",10,"yes","no","yes","no","yes","yes",5.843544,9,"no",345,"no",31,NA,"5","no",23
"yes","yes","no","yes","yes","no",11,10,27,9.94,"yes",10.25,"yes","yes","no","no","yes","no",6.958448,9,"no",1052,"no",41,NA,"yes","yes",10
"yes","yes","no","yes","yes","no",16,12,28,16,"no",10.25,"no","yes","no","no","yes","yes",6.58755,5,"no",726,"no",44,106,"6","no",6
"yes","yes","no","yes","no","yes",12,12,33,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.297109,9,"yes",543,"no",24,76,"5","no",15
"yes","yes","no","yes","no","yes",16,16,33,8,"no",6,"no","yes","no","no","yes","no",7.091742,8,"no",1202,"no",48,115,"yes","no",11
"yes","yes","no","yes","no","yes",16,8,24,9.94,"yes",12,"yes","no","yes","no","yes","yes",5.991465,4,"no",400,"no",33,NA,"yes","no",2
"yes","yes","no","yes","no","yes",9,9,32,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.926926,9,"yes",375,"no",32,89,"yes","no",17
"yes","yes","yes","yes","no","yes",11,11,30,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.638355,9,"yes",281,"no",29,NA,"yes","no",13
"yes","yes","yes","yes","no","yes",12,7,24,9.94,"yes",10,"yes","no","yes","no","yes","yes",4.844187,9,"yes",127,"no",24,NA,"5","no",6
"yes","yes","yes","yes","no","yes",12,12,32,9.94,"yes",7,"yes","no","yes","no","yes","no",7.239215,9,"yes",1393,"no",39,102,"6","yes",14
"yes","no","yes","yes","no","yes",12,12,30,10,"no",9,"no","yes","no","no","yes","yes",6.475433,7,"no",649,"no",47,104,"yes","yes",12
"yes","yes","yes","yes","no","yes",16,14,31,11,"no",8,"no","yes","no","no","yes","yes",6.040255,8,"no",420,"no",37,NA,"5","no",9
"yes","yes","yes","yes","no","yes",16,12,27,11,"no",8,"no","yes","no","no","yes","yes",6.120297,8,"no",455,"no",40,122,"yes","no",5
"yes","yes","yes","yes","no","yes",12,9,25,9,"no",6,"no","yes","no","no","yes","yes",6.493754,8,"yes",661,"no",23,107,"yes","no",7
"yes","no","no","yes","no","yes",12,8,24,12,"no",8,"no","yes","no","no","yes","yes",5.940171,5,"no",380,"no",30,NA,"yes","no",6
"yes","yes","no","yes","no","yes",10,9,34,9.94,"yes",10.25,"yes","no","no","no","yes","yes",5.752573,9,"yes",315,"no",26,NA,"4","no",18
"yes","yes","no","yes","no","yes",14,9,24,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",6.113682,9,"no",452,"no",41,NA,"yes","yes",4
"yes","yes","no","yes","no","yes",12,12,28,12,"no",12,"no","yes","no","no","yes","yes",6.437752,3,"no",625,"no",42,100,"yes","yes",10
"yes","yes","no","yes","no","yes",14,8,24,8,"no",10.25,"no","yes","no","no","yes","yes",6.398595,9,"no",601,"yes",30,NA,"6","yes",4
"yes","yes","no","yes","no","yes",13,11,27,7,"no",12,"no","yes","no","no","yes","yes",6.212606,6,"no",499,"no",32,100,"yes","yes",8
"yes","yes","no","no","no","no",8,8,31,8,"no",10,"no","yes","no","no","yes","yes",6.54103,8,"no",693,"no",24,NA,"yes","no",17
"no","no","no","yes","yes","no",18,14,32,15,"no",15,"no","yes","no","no","yes","yes",6.282267,1,"no",535,"no",40,129,"yes","yes",8
"no","yes","no","yes","yes","no",7,6,26,1,"no",8,"no","no","yes","no","yes","no",6.142037,8,"no",465,"no",24,NA,"yes","no",13
"no","no","no","yes","yes","no",12,8,24,9.94,"yes",9,"yes","no","yes","no","yes","yes",5.991465,9,"no",400,"no",32,NA,"yes","yes",6
"no","no","no","yes","yes","no",18,12,27,17,"no",16,"no","yes","no","no","yes","yes",5.908083,1,"no",368,"no",40,129,"yes","yes",3
"no","no","no","yes","yes","no",8,8,25,4,"no",5,"no","no","no","yes","yes","yes",6.55108,8,"no",700,"no",22,NA,"yes","yes",11
"no","yes","no","yes","yes","no",16,16,31,16,"no",12,"no","yes","no","no","yes","no",6.869014,2,"no",962,"no",39,112,"yes","no",9
"no","no","no","yes","yes","no",6,6,24,9.94,"yes",8,"yes","no","yes","no","yes","yes",5.899898,9,"no",365,"no",13,NA,"yes","yes",12
"no","no","no","yes","yes","no",9,7,33,7,"no",3,"no","no","yes","no","yes","yes",6.163315,8,"no",475,"no",35,NA,"6","no",18
"no","no","no","yes","yes","no",12,7,24,7,"no",3,"no","no","yes","no","yes","yes",5.298317,8,"no",200,"no",15,NA,"yes","no",6
"no","yes","no","yes","yes","no",9,7,24,9.94,"yes",10.25,"yes","no","no","no","yes","no",6.39693,9,"yes",600,"no",23,NA,"yes","yes",9
"no","yes","no","yes","yes","no",12,11,27,8,"no",10.25,"no","no","no","no","yes","no",6.224558,9,"yes",505,"no",17,76,"6","yes",9
"no","yes","no","yes","yes","no",16,15,31,12,"no",12,"no","yes","no","no","yes","yes",6.357842,3,"yes",577,"no",36,82,"yes","yes",9
"no","no","no","yes","yes","no",12,8,24,6,"no",12,"no","yes","no","no","yes","yes",6.124683,6,"yes",457,"no",20,NA,"6","yes",6
"no","yes","no","yes","yes","no",12,12,34,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.620073,9,"no",750,"no",45,97,"5","yes",16
"no","no","no","yes","yes","no",11,11,32,2,"no",11,"no","yes","no","no","yes","yes",6.357842,8,"no",577,"no",38,98,"yes","yes",15
"yes","yes","no","yes","yes","no",15,9,24,17,"no",16,"no","yes","no","no","yes","yes",5.666427,1,"no",289,"yes",34,124,"6","yes",3
"yes","yes","no","yes","yes","no",12,8,25,15,"no",9,"no","yes","no","no","yes","yes",5.411646,5,"yes",224,"no",31,NA,"yes","no",7
"yes","yes","no","yes","yes","no",10,5,24,15,"no",9,"no","no","no","yes","yes","yes",5.894403,5,"yes",363,"no",NA,NA,"6","no",8
"yes","yes","no","yes","yes","no",10,7,26,9.94,"yes",8,"yes","no","yes","no","yes","yes",5.433722,9,"yes",229,"no",25,NA,"5","no",10
"yes","yes","no","yes","yes","no",9,9,26,2,"no",9,"no","yes","no","no","yes","yes",5.455321,8,"yes",234,"no",20,81,"5","no",11
"yes","yes","no","yes","yes","no",14,5,24,9.94,"yes",7,"yes","yes","no","no","yes","yes",6.142037,9,"yes",465,"no",NA,NA,"yes","no",4
"yes","yes","no","yes","yes","no",16,11,27,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",7.641564,9,"no",2083,"no",34,60,"4","yes",5
"yes","yes","no","yes","yes","no",15,14,31,12,"no",12,"no","yes","no","no","yes","yes",6.056784,3,"yes",427,"yes",44,NA,"yes","yes",10
"yes","yes","no","yes","yes","no",12,12,33,8,"no",9,"no","yes","no","no","yes","yes",6.519147,8,"no",678,"yes",44,100,"4","yes",15
"no","no","no","yes","yes","no",13,10,27,18,"no",16,"no","yes","no","no","yes","yes",5.746203,1,"no",313,"yes",30,84,"6","yes",8
"yes","yes","no","yes","yes","no",18,12,28,7,"no",12,"no","yes","no","no","yes","yes",6.398595,6,"no",601,"no",45,132,"yes","no",4
"yes","yes","no","yes","yes","no",10,10,33,6,"no",12,"no","yes","no","no","yes","yes",6.214608,6,"no",500,"no",35,96,"yes","no",17
"yes","yes","no","yes","yes","no",12,12,28,6,"no",12,"no","yes","no","no","yes","yes",5.926926,6,"no",375,"no",35,100,"6","no",10
"yes","yes","no","yes","yes","no",12,12,34,2,"no",6,"no","yes","no","no","yes","yes",6.309918,8,"yes",550,"no",30,109,"yes","no",16
"no","yes","no","yes","no","yes",17,12,28,9.94,"yes",12,"yes","no","yes","no","yes","no",6.553934,4,"yes",702,"yes",41,NA,"yes","yes",5
"yes","yes","no","yes","no","yes",16,15,33,9.94,"yes",14,"yes","no","yes","no","yes","yes",6.437752,4,"yes",625,"no",34,84,"yes","yes",11
"yes","yes","no","yes","no","yes",14,11,34,9.94,"yes",6,"yes","no","yes","no","yes","yes",6.047372,9,"yes",423,"no",31,90,"yes","no",14
"yes","yes","no","yes","no","yes",11,11,28,9.94,"yes",8,"yes","no","yes","no","yes","yes",5.872118,9,"yes",355,"no",28,NA,"yes","no",11
"yes","yes","no","yes","no","yes",12,10,26,9,"no",12,"no","yes","no","no","yes","yes",6.251904,6,"no",519,"no",30,98,"6","yes",8
"yes","yes","no","yes","no","yes",14,9,24,9,"no",12,"no","yes","no","no","yes","yes",5.883322,6,"no",359,"no",40,120,"yes","yes",4
"yes","yes","no","yes","no","yes",11,9,27,9.94,"yes",7,"yes","no","yes","no","yes","yes",5.855072,9,"yes",349,"no",26,63,"yes","no",10
"yes","yes","no","yes","no","yes",12,12,31,6,"no",5,"no","yes","no","no","yes","yes",5.680172,8,"yes",293,"no",29,NA,"yes","no",13
"yes","yes","no","yes","no","yes",18,11,28,9.94,"yes",5,"yes","no","yes","no","yes","yes",6.09357,9,"yes",443,"no",40,100,"yes","yes",4
"yes","yes","no","yes","no","yes",6,6,34,6,"no",6,"no","yes","no","no","yes","yes",5.598422,8,"yes",270,"no",20,NA,"yes","no",22
"no","yes","no","yes","no","yes",14,12,28,16,"no",13,"no","yes","no","no","yes","yes",5.953243,1,"no",385,"no",36,110,"yes","yes",8
"yes","yes","no","yes","no","yes",12,10,27,9.94,"yes",12,"yes","yes","no","no","yes","yes",6.082219,4,"no",438,"no",43,83,"yes","no",9
"yes","yes","no","yes","no","yes",11,11,30,9.94,"yes",10.25,"yes","no","no","no","yes","yes",6.033086,9,"no",417,"no",38,88,"yes","yes",13
"yes","yes","no","yes","no","yes",11,11,31,6,"no",10.25,"no","no","no","no","yes","yes",6.175867,9,"no",481,"no",41,98,"yes","no",14
"no","yes","no","yes","no","yes",16,15,30,16,"no",12,"no","yes","no","no","yes","yes",6.390241,2,"no",596,"yes",49,113,"yes","yes",8
"yes","yes","no","yes","no","yes",12,11,28,3,"no",8,"no","yes","no","no","yes","yes",6.39693,8,"yes",600,"no",22,103,"yes","no",10
"yes","yes","no","yes","no","yes",14,10,27,9.94,"yes",9,"yes","no","yes","no","yes","yes",5.521461,9,"yes",250,"no",19,NA,"6","no",7
"yes","yes","no","yes","no","yes",12,12,31,6,"no",10,"no","no","yes","no","yes","yes",6.274762,8,"yes",531,"no",18,97,"yes","no",13
"yes","yes","no","yes","no","yes",12,9,26,6,"no",10,"no","yes","no","no","yes","yes",6.381816,8,"yes",591,"no",17,NA,"yes","no",8
"yes","yes","no","yes","no","yes",12,12,33,9.94,"yes",10.25,"yes","yes","no","no","yes","no",6.22059,9,"yes",503,"no",32,76,"yes","no",15
"yes","yes","no","yes","no","yes",11,7,25,9.94,"yes",9,"yes","no","yes","no","yes","no",6.163315,9,"yes",475,"no",27,NA,"yes","no",8
"yes","yes","yes","yes","yes","no",16,15,31,12,"no",12,"no","yes","no","no","yes","yes",7.225482,3,"no",1374,"no",44,126,"4","yes",9
"yes","yes","yes","yes","yes","no",17,8,24,17,"no",12,"no","yes","no","no","yes","no",5.783825,2,"no",325,"yes",49,NA,"6","yes",1
"yes","yes","yes","yes","yes","no",14,9,25,6,"no",12,"no","yes","no","no","yes","yes",6.357842,6,"no",577,"yes",NA,108,"yes","no",5
"yes","yes","yes","yes","yes","no",12,9,25,9.94,"yes",11,"yes","no","no","no","yes","no",6.553934,9,"no",702,"no",44,127,"yes","yes",7
"yes","yes","yes","yes","yes","no",16,10,25,16,"no",14,"no","yes","no","no","yes","yes",6.095825,1,"no",444,"no",32,112,"6","yes",3
"yes","yes","yes","yes","yes","no",13,12,27,12,"no",12,"no","yes","no","no","yes","yes",6.327937,3,"yes",560,"no",29,99,"5","yes",8
"yes","yes","yes","yes","yes","no",13,13,32,8,"no",8,"no","yes","no","no","yes","yes",6.869014,8,"no",962,"no",39,94,"yes","yes",13
"yes","yes","yes","yes","yes","no",12,9,26,9.94,"yes",7,"yes","no","yes","no","yes","yes",5.736572,9,"no",310,"no",28,NA,"6","yes",8
"yes","yes","yes","yes","yes","no",17,15,33,16,"no",16,"no","yes","no","no","yes","yes",7.145985,1,"no",1269,"yes",48,127,"yes","yes",10
"yes","yes","yes","yes","yes","no",16,12,28,16,"no",16,"no","yes","no","no","yes","no",6.214608,1,"no",500,"no",48,97,"5","yes",6
"no","yes","yes","yes","yes","no",16,14,30,16,"no",16,"no","yes","no","no","yes","no",6.368187,1,"no",583,"yes",52,114,"6","yes",8
"yes","yes","yes","yes","yes","no",17,10,25,16,"no",16,"no","yes","no","no","yes","no",4.718499,1,"no",112,"yes",33,116,"6","yes",2
"yes","yes","yes","yes","yes","no",14,13,33,13,"no",12,"no","yes","no","no","yes","no",6.511745,2,"no",673,"no",45,125,"yes","yes",13
"yes","yes","yes","yes","yes","no",17,13,29,14,"no",12,"no","yes","no","no","yes","yes",7.561642,2,"no",1923,"yes",43,104,"yes","yes",6
"yes","yes","yes","yes","yes","no",14,8,24,12,"no",12,"no","yes","no","no","yes","yes",5.991465,3,"yes",400,"no",27,NA,"6","yes",4
"yes","yes","yes","yes","yes","no",12,10,25,12,"no",12,"no","yes","no","no","yes","yes",6.131227,3,"yes",460,"no",27,99,"yes","yes",7
"yes","yes","yes","yes","yes","no",12,12,30,9.94,"yes",12,"yes","no","no","yes","yes","yes",5.501258,4,"yes",245,"no",NA,NA,"6","no",12
"yes","yes","yes","yes","yes","no",16,11,27,12,"no",12,"no","yes","no","no","yes","yes",5.752573,3,"yes",315,"no",44,127,"yes","no",5
"yes","yes","yes","yes","yes","no",14,11,26,8,"no",10,"no","yes","no","no","yes","yes",6.463029,8,"no",641,"no",37,103,"yes","yes",6
"yes","yes","yes","yes","yes","no",12,9,25,8,"no",10,"no","yes","no","no","yes","yes",6.620073,8,"no",750,"no",23,98,"yes","yes",7
"yes","yes","yes","yes","yes","no",17,8,25,18,"no",18,"no","yes","no","no","yes","no",5.7301,1,"no",308,"yes",35,NA,"yes","yes",2
"yes","yes","yes","yes","yes","no",17,14,29,18,"no",16,"no","yes","no","no","yes","no",5.857933,1,"no",350,"yes",42,137,"yes","yes",6
"yes","yes","yes","yes","yes","no",18,11,27,18,"no",16,"no","yes","no","no","yes","no",6.135565,1,"no",462,"no",32,137,"5","yes",3
"yes","yes","yes","yes","yes","no",15,13,34,12,"no",12,"no","yes","no","no","yes","no",7.05099,3,"no",1154,"no",51,103,"yes","no",13
"yes","yes","yes","yes","yes","no",16,16,34,12,"no",12,"no","yes","no","no","yes","yes",7.466228,3,"no",1748,"no",44,111,"yes","yes",12
"yes","yes","yes","yes","yes","no",17,16,33,15,"no",12,"no","yes","no","no","yes","no",6.645091,2,"no",769,"no",51,115,"yes","yes",10
"no","yes","no","yes","yes","no",15,14,29,12,"no",11,"no","yes","no","no","yes","no",6.593045,5,"no",730,"no",42,109,"yes","yes",8
"no","no","no","yes","yes","no",18,15,30,13,"no",17,"no","yes","no","no","yes","yes",6.60123,1,"no",736,"no",49,107,"yes","yes",6
"no","no","no","yes","yes","no",16,10,25,14,"no",13,"no","no","no","yes","yes","yes",6.214608,1,"no",500,"no",34,128,"yes","yes",3
"no","no","no","yes","yes","no",16,9,24,12,"no",12,"no","no","no","yes","yes","yes",5.899898,3,"no",365,"no",36,123,"4","yes",2
"no","yes","no","yes","yes","no",13,9,24,3,"no",3,"no","yes","no","no","yes","yes",5.808143,8,"no",333,"yes",25,91,"yes","yes",5
"no","no","no","yes","yes","no",12,12,33,4,"no",8,"no","yes","no","no","yes","yes",6.580639,8,"no",721,"no",40,NA,"yes","no",15
"no","no","no","yes","yes","no",12,11,27,3,"no",3,"no","yes","no","no","yes","yes",5.926926,8,"no",375,"no",21,89,"yes","yes",9
"no","no","no","yes","yes","no",12,7,26,9,"no",5,"no","yes","no","no","yes","yes",5.521461,8,"no",250,"no",31,NA,"yes","no",8
"no","no","no","yes","yes","no",17,13,30,4,"no",8,"no","yes","no","no","yes","yes",5.888878,8,"no",361,"yes",34,87,"yes","yes",7
"no","no","no","no","no","no",7,7,32,9.94,"yes",4,"yes","yes","no","no","yes","yes",5.645447,9,"no",283,"no",28,NA,"yes","no",19
"no","no","no","no","no","no",12,12,34,9.94,"yes",18,"yes","no","yes","no","yes","yes",6.028278,4,"no",415,"no",37,NA,"yes","no",16
"no","no","no","no","no","no",16,11,27,8,"no",11,"no","yes","no","no","yes","yes",6.257668,8,"no",522,"yes",38,101,"yes","yes",5
"no","no","no","no","no","no",12,12,33,11,"no",11,"no","yes","no","no","yes","yes",6.559615,7,"no",706,"no",33,90,"yes","yes",15
"no","no","no","no","no","no",16,11,26,10,"no",11,"no","yes","no","no","yes","yes",6.013715,7,"no",409,"yes",41,104,"yes","yes",4
"no","no","no","no","no","no",12,9,24,7,"no",12,"no","yes","no","no","yes","yes",6.030685,6,"no",416,"no",39,105,"yes","yes",6
"no","yes","no","no","no","no",12,12,30,9.94,"yes",8,"yes","yes","no","no","yes","no",6.666957,9,"no",786,"no",27,100,"6","yes",12
"yes","no","no","no","no","no",16,12,27,12,"no",16,"no","yes","no","no","yes","yes",6.357842,2,"no",577,"no",40,111,"yes","yes",5
"no","no","no","no","no","no",16,8,24,16,"no",12,"no","yes","no","no","yes","yes",6.169611,2,"no",478,"no",39,95,"yes","yes",2
"yes","yes","no","no","no","no",17,12,27,13,"no",16,"no","yes","no","no","yes","yes",6.437752,1,"no",625,"no",44,125,"6","yes",4
"no","no","no","no","no","no",17,9,24,12,"no",16,"no","yes","no","no","yes","yes",6.224558,2,"no",505,"no",35,95,"4","yes",1
"no","no","no","no","no","no",12,12,32,1,"no",8,"no","yes","no","no","yes","yes",5.659482,8,"no",287,"no",37,NA,"yes","yes",14
"no","yes","no","no","no","no",12,9,24,6,"no",8,"no","yes","no","no","yes","yes",6.214608,8,"no",500,"no",24,NA,"yes","yes",6
"no","yes","no","no","no","no",8,8,27,7,"no",8,"no","yes","no","no","yes","yes",6.214608,8,"no",500,"no",34,NA,"4","no",13
"no","no","no","no","no","no",12,12,27,7,"no",12,"no","yes","no","no","yes","yes",5.857933,6,"no",350,"no",22,NA,"yes","yes",9
"no","no","no","no","no","no",13,9,24,12,"no",11,"no","yes","no","no","yes","yes",6.135565,5,"no",462,"no",34,NA,"yes","no",5
"no","no","no","no","no","no",13,12,30,6,"no",1,"no","yes","no","no","yes","yes",6.306275,8,"yes",548,"no",29,NA,"6","no",11
"no","no","no","no","no","no",12,12,28,6,"no",3,"no","yes","no","no","yes","yes",5.541264,8,"yes",255,"no",32,NA,"yes","no",10
"no","yes","no","no","no","no",13,10,24,4,"no",1,"no","yes","no","no","yes","yes",6.261492,8,"yes",524,"no",26,NA,"6","no",5
"no","no","no","no","no","no",12,12,33,5,"no",9,"no","yes","no","no","yes","yes",5.676754,8,"yes",292,"no",29,NA,"yes","no",15
"no","yes","no","no","no","no",14,10,28,7,"no",7,"no","yes","no","no","yes","yes",5.926926,8,"no",375,"no",24,NA,"yes","no",8
"yes","yes","no","no","no","no",18,14,32,7,"no",11,"no","yes","no","no","yes","yes",6.270988,8,"no",529,"no",38,NA,"6","yes",8
"no","no","no","no","no","no",16,10,25,10,"no",12,"no","yes","no","no","yes","yes",6.812345,6,"no",909,"no",20,124,"6","no",3
"yes","yes","no","no","no","no",9,8,28,9.94,"yes",7,"yes","no","yes","no","yes","yes",5.866468,9,"no",353,"no",30,NA,"yes","no",13
"yes","yes","no","no","no","no",14,12,28,12,"no",12,"no","yes","no","no","yes","yes",7.051856,3,"no",1155,"no",41,107,"yes","yes",8
"yes","yes","no","no","no","no",8,8,34,9.94,"yes",10.25,"yes","yes","no","no","yes","yes",5.521461,9,"no",250,"no",22,NA,"4","no",20
"yes","yes","no","no","no","no",13,13,28,12,"no",12,"no","yes","no","no","yes","yes",6.660575,3,"no",781,"yes",35,107,"yes","yes",9
"yes","yes","no","no","no","no",13,12,31,16,"no",12,"no","yes","no","no","yes","yes",6.030685,2,"no",416,"no",45,110,"6","yes",12
"no","no","no","yes","yes","no",13,12,29,7,"no",11,"no","yes","no","no","yes","yes",5.897154,8,"yes",364,"yes",30,80,"yes","no",10
"no","yes","no","yes","yes","no",13,11,27,9.94,"yes",11,"yes","no","no","yes","yes","yes",5.926926,9,"yes",375,"yes",27,91,"yes","no",8
"no","no","no","yes","yes","no",15,8,24,7,"no",11,"no","no","yes","no","yes","yes",5.926926,8,"yes",375,"yes",29,NA,"yes","no",3
"no","no","no","yes","yes","no",16,10,28,9.94,"yes",5,"yes","no","yes","no","yes","yes",5.880533,9,"yes",358,"yes",26,96,"yes",NA,6
"no","no","no","yes","yes","no",7,5,31,9.94,"yes",2,"yes","no","yes","no","yes","yes",5.703783,9,"yes",300,"no",16,NA,"2","no",18
"no","no","no","yes","yes","no",14,9,25,16,"no",16,"no","yes","no","no","yes","yes",6.269096,1,"no",528,"no",32,102,"yes","yes",5
"no","no","no","yes","yes","no",12,12,34,9.94,"yes",10.25,"yes","no","yes","no","yes","yes",5.700444,9,"no",299,"no",26,93,"6","no",16
